level	trait	total_gwas_snps	trait_snps	eqtls_in_catalog	trait_eqtls	pval	adj_pval	sim_count	sim_pval
level0	General factor of neuroticism	344506	308	1432	18	2.336454635120001e-15	2.9065495660892814e-12	12	0.026
level0	Ephrin type-A receptor 1 levels	344506	24	1432	4	2.956157923144584e-06	0.0036774604563918	2	0.006
level0	Alzheimer's disease or peptic ulcer disease	344506	31	1432	5	1.913956926687167e-07	0.0002380962416798	1	0.004
level0	Leukocyte immunoglobulin-like receptor subfamily B member 1 levels (LILRB1.5090.49.2)	344506	11	1432	6	2.316681172709202e-12	2.8819513788502474e-09	5	0.012
level0	Alpha-L-iduronidase levels	344506	60	1432	8	1.8470038222062284e-10	2.297672754824548e-07	3	0.008
level0	Complement decay-accelerating factor levels (CD55.5069.9.3)	344506	2	1432	2	1.726594416644391e-05	0.0214788345430562	4	0.01
level0	Succinylcarnitine levels	344506	18	1432	5	1.0094302363301784e-08	1.255731213994742e-05	8	0.018
level0	Aspartylphenylalanine levels	344506	2	1432	2	1.726594416644391e-05	0.0214788345430562	3	0.008
level0	Cathepsin H levels	344506	13	1432	4	2.063010710318001e-07	0.0002566385323635	3	0.008
level0	Vaginal microbiome MetaCyc pathway (METH-ACETATE-PWY|methanogenesis from acetate)	344506	51	1432	6	7.83592003405517e-08	9.747884522364633e-05	4	0.01
level0	Vaginal microbiome MetaCyc pathway (PWY-7315|dTDP-N-acetylthomosamine biosynthesis)	344506	16	1432	6	3.94488331872457e-11	4.9074348484933646e-08	5	0.012
level0	Vaginal microbiome MetaCyc pathway (FUCCAT-PWY|fucose degradation)	344506	35	1432	7	1.283729210652587e-10	1.5969591380518182e-07	4	0.01
level0	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	344506	477	1432	15	2.7621936940587933e-09	3.4361689554091397e-06	0	0.002
level0	Pro-cathepsin H levels	344506	2	1432	2	1.726594416644391e-05	0.0214788345430562	3	0.008
level0	Posterolateral temporal area (unadjusted for global measures)	344506	33	1432	5	2.6550861554775265e-07	0.0003302927177414	1	0.004
level0	Occipital area (unadjusted for global measures)	344506	45	1432	6	3.620072874778851e-08	4.503370656224891e-05	6	0.014
level0	COVID-19 severity	344506	47	1432	6	4.73860808974612e-08	5.894828463644173e-05	6	0.014
level0	Motor premotor area (unadjusted for global measures)	344506	39	1432	4	2.177414990994734e-05	0.0270870424879744	5	0.012
level0	Inferior parietal area (unadjusted for global measures)	344506	45	1432	5	1.3114116043822033e-06	0.0016313960358514	6	0.014
level0	Allergen component sensitization (Hevea brasiliensis 8)	344506	77	1432	24	2.5935293876097684e-38	3.226350558186552e-35	4	0.01
level0	Breast cancer or critical COVID-19 (pleiotropy)	344506	6	1432	3	1.4200490319614815e-06	0.00176654099576	4	0.01
level0	Ovarian cancer or critical COVID-19 (pleiotropy)	344506	4	1432	3	2.85784647653872e-07	0.0003555161016814	5	0.012
level0	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	1432	21	5.334014523222428e-09	6.6355140668887004e-06	42	0.086
level0	Seropositivity for streptococcus pneumoniae peptide (agilent_224401)	344506	14	1432	3	2.5209467915042303e-05	0.0313605780863126	1	0.004
level0	Seropositivity for capra hircus (goat) peptide (twist_20844)	344506	2	1432	2	1.726594416644391e-05	0.0214788345430562	2	0.006
level0	Seropositivity for human mastadenovirus peptide (agilent_329)	344506	2	1432	2	1.726594416644391e-05	0.0214788345430562	2	0.006
level1	White matter microstructure (mean diusivities)	344506	198	944	8	9.906650325432905e-08	0.0001175919393628	23	0.048
level1	White matter microstructure (axial diusivities)	344506	160	944	8	1.9066152617044774e-08	2.2631523156432147e-05	24	0.05
level1	Hemoglobin concentration	344506	1081	944	13	1.2912465303887567e-05	0.0153270963157145	11	0.024
level1	Chronic obstructive pulmonary disease	344506	281	944	7	1.5082060062887698e-05	0.0179024052946477	7	0.016
level1	Neuroticism	344506	1057	944	16	6.615167809488817e-08	7.852204189863226e-05	32	0.066
level1	Parkinson's disease	344506	374	944	11	1.0848929343951288e-08	1.287767913127018e-05	30	0.062
level1	Hypertriglyceridemia	344506	43	944	5	1.3497129359126084e-07	0.0001602109254928	40	0.082
level1	Metabolic syndrome	344506	182	944	6	1.2848109437520408e-05	0.0152507059023367	33	0.068
level1	Serum metabolite levels (CMS)	344506	132	944	5	3.546257129426757e-05	0.0420940721262956	10	0.022
level1	Cortical surface area (global PC1)	344506	15	944	3	9.10500126346928e-06	0.010807636499738	13	0.028
level1	IDP dMRI ProbtrackX MD atr l	344506	3	944	2	2.2460541363296773e-05	0.0266606625982332	13	0.028
level1	Feeling miserable	344506	64	944	4	3.123083745329487e-05	0.037071004057061	4	0.01
level1	Experiencing mood swings	344506	69	944	5	1.485629344845593e-06	0.0017634420323317	14	0.03
level1	Feeling hurt	344506	46	944	4	8.34138580218456e-06	0.009901224947193	22	0.046
level1	Feeling guilty	344506	29	944	4	1.2598704396413598e-06	0.0014954662118542	22	0.046
level1	Alcohol consumption (drinks per week)	344506	208	944	6	2.7240082918574534e-05	0.0323339784243479	4	0.01
level1	Maximum habitual alcohol consumption	344506	50	944	4	1.1669992344430134e-05	0.0138522809128385	9	0.02
level1	Worry	344506	147	944	6	3.7917730705104176e-06	0.0045008346346958	13	0.028
level1	Reaction time	344506	539	944	9	2.287713629155565e-05	0.0271551607780765	12	0.026
level1	Chronic obstructive pulmonary disease or coronary artery disease (pleiotropy)	344506	3	944	2	2.2460541363296773e-05	0.0266606625982332	1	0.004
level1	Diacylglycerol_36:2_[M+H-H2O]1+ levels	344506	43	944	7	3.3552150313040445e-11	3.9826402421579016e-08	40	0.082
level1	Diacylglycerol_36:3_[M+H-H2O]1+ levels	344506	42	944	7	2.8157100184779417e-11	3.3422477919333175e-08	40	0.082
level1	Diacylglycerol(34:2)_[M+H-H2O]1+ levels	344506	66	944	24	1.3414544686273e-44	1.5923064542606047e-41	33	0.068
level1	Diacylglycerol_34:1_[M+H-H2O]1+ levels	344506	22	944	7	1.8667560068013674e-13	2.215839380073223e-10	33	0.068
level1	Diacylglycerol_34:2_[M+H-H2O]1+ levels	344506	33	944	7	4.555251790351952e-12	5.4070838751477674e-09	40	0.082
level1	Diacylglycerol(34:1)_[M+H-H2O]1+ levels	344506	60	944	24	7.865180420331787e-46	9.33596915893383e-43	33	0.068
level1	Diacylglycerol_44:7_[M+H-H2O]1+ levels	344506	38	944	7	1.3297669055080864e-11	1.5784333168380986e-08	33	0.068
level1	Phosphatidylcholine-O_32:1_[M+H]1+/Phosphatidylcholine-P_32:0_[M+H]1+/Phosphatidylethanolamine-O_35:1_[M+H]1+ levels	344506	53	944	7	1.5672209559064382e-10	1.8602912746609421e-07	45	0.092
level1	Cholesteryl ester(20:3)_[M+NH4]1+ levels	344506	64	944	6	2.728296054208052e-08	3.2384874163449574e-05	33	0.068
level1	Sphingomyelin_38:1_[M+H]1+ levels	344506	64	944	7	6.15299811049707e-10	7.303608757160022e-07	35	0.072
level1	Sphingomyelin_36:2_[M+H]1+ levels	344506	37	944	7	1.0873949829182259e-11	1.2907378447239344e-08	40	0.082
level1	Sphingomyelin_34:0_[M+H]1+ levels	344506	37	944	7	1.0873949829182259e-11	1.2907378447239344e-08	33	0.068
level1	Sphingomyelin_34:1_[M+H]1+ levels	344506	33	944	7	4.555251790351952e-12	5.4070838751477674e-09	33	0.068
level1	Sphingomyelin_40:2_[M+H]1+ levels	344506	19	944	4	2.1013657313933135e-07	0.0002494321123163	33	0.068
level1	Sphingomyelin_36:0_[M+H]1+ levels	344506	29	944	8	1.2587767112544087e-14	1.4941679562589832e-11	33	0.068
level1	Sphingomyelin_36:1_[M+H]1+ levels	344506	35	944	8	6.80310143189587e-14	8.075281399660396e-11	33	0.068
level1	Sphingomyelin_34:2_[M+H]1+ levels	344506	33	944	7	4.555251790351952e-12	5.4070838751477674e-09	40	0.082
level1	Sphingomyelin(42:3)_[M+H]1+ levels	344506	71	944	28	4.999606974887857e-53	5.934533479191886e-50	33	0.068
level1	Sphingomyelin(42:4)_[M+H]1+ levels	344506	59	944	27	2.025396491274277e-53	2.404145635142567e-50	33	0.068
level1	Triacylglycerol(52:3)_[M+NH4]1+ levels	344506	44	944	9	5.455729564890592e-15	6.475950993525133e-12	33	0.068
level1	Triacylglycerol_46:5_[M+NH4]1+ levels	344506	20	944	5	2.290431485484616e-09	2.7187421732702386e-06	33	0.068
level1	Triacylglycerol(53:3)_[M+NH4]1+ levels	344506	48	944	10	1.3550305103471582e-16	1.608421215782077e-13	33	0.068
level1	Common executive function	344506	129	944	5	3.176908840341048e-05	0.0377099079348482	1	0.004
level1	Dorsomedial frontal area (unadjusted for global measures)	344506	54	944	5	4.325084042312066e-07	0.0005133874758224	18	0.038
level1	Parsopercularis area (unadjusted for global measures)	344506	46	944	5	1.9089763316041905e-07	0.0002265954905614	16	0.034
level1	Occipital area (unadjusted for global measures)	344506	45	944	6	3.0982032503665516e-09	3.677567258185097e-06	23	0.048
level1	Anteromedial temporal area (unadjusted for global measures)	344506	29	944	4	1.2598704396413598e-06	0.0014954662118542	13	0.028
level1	Dorsolateral prefrontal area (unadjusted for global measures)	344506	48	944	5	2.3738426023754922e-07	0.0002817751169019	18	0.038
level1	COVID-19 severity	344506	47	944	6	4.065331736676797e-09	4.825548771435359e-06	31	0.064
level1	Inferior parietal area (unadjusted for global measures)	344506	45	944	5	1.7053426366841137e-07	0.0002024241709744	23	0.048
level1	Superior temporal area (unadjusted for global measures)	344506	39	944	4	4.268937666327167e-06	0.0050672290099303	10	0.022
level1	Precuneus area (unadjusted for global measures)	344506	34	944	4	2.433344087438955e-06	0.00288837943179	13	0.028
level1	Superior parietal area (unadjusted for global measures)	344506	30	944	5	2.057988868659812e-08	2.442832787099197e-05	22	0.046
level1	Left ventricular end diastole inferoseptal wall thickness	344506	5	944	3	2.042522747077461e-07	0.000242447450078	17	0.036
level1	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	944	30	4.4634909906641314e-21	5.298163805918324e-18	39	0.08
level2	Platelet count	344506	3349	1645	50	5.014529118758294e-12	7.662200493462673e-09	119	0.24
level2	Chronic hepatitis B infection	344506	19	1645	6	3.0219816245224137e-10	4.6175879222702483e-07	73	0.148
level2	Alzheimer's disease in APOE e4- carriers	344506	35	1645	4	2.410008280920685e-05	0.036824926532468	3	0.008
level2	Chronic lymphocytic leukemia	344506	131	1645	10	1.025922773498451e-09	1.5676099979056334e-06	8	0.018
level2	Hepatitis B	344506	50	1645	7	4.666658259987335e-09	7.130653821260648e-06	15	0.032
level2	Hepatitis B (viral clearance)	344506	2	1645	2	2.278638316248102e-05	0.034817593472271	18	0.038
level2	Ankylosing spondylitis	344506	83	1645	6	3.239783342974073e-06	0.0049503889480643	8	0.018
level2	Plateletcrit	344506	931	1645	20	4.5563244252851955e-08	6.962063721835778e-05	23	0.048
level2	Post bronchodilator FEV1	344506	1182	1645	24	6.3206563175186824e-09	9.657962853168546e-06	80	0.162
level2	ACPA-positive rheumatoid arthritis (smoking interaction)	344506	15	1645	4	6.779636022044272e-07	0.0010359283841683	12	0.026
level2	Response to hepatitis B vaccine	344506	21	1645	5	4.711518942866144e-08	7.199200944699467e-05	18	0.038
level2	CD11b on basophil	344506	2	1645	2	2.278638316248102e-05	0.034817593472271	63	0.128
level2	Persistent hepatitis B virus infection	344506	8	1645	4	3.570803073297869e-08	5.456187095999144e-05	19	0.04
level2	Serum levels of protein CTSB	344506	4	1645	3	4.331351419132357e-07	0.0006618304968434	22	0.046
level2	Alzheimer's disease or family history of Alzheimer's disease	344506	309	1645	15	4.714735277394834e-11	7.204115503859308e-08	23	0.048
level2	A body shape index	344506	1514	1645	23	1.964383793237534e-06	0.0030015784360669	36	0.074
level2	Non-melanoma skin cancer	344506	234	1645	8	2.028159604368352e-05	0.0309902787547484	16	0.034
level2	Cathepsin B levels	344506	43	1645	6	6.157196070709972e-08	9.408195596044836e-05	33	0.068
level2	Ectonucleoside triphosphate diphosphohydrolase 5 levels	344506	63	1645	6	6.325761453961075e-07	0.0009665763501652	35	0.072
level2	Luteinizing hormone levels (CGA.LHB.2953.31.2)	344506	2	1645	2	2.278638316248102e-05	0.034817593472271	48	0.098
level2	Luteinizing hormone levels	344506	3	1645	3	1.0867225787411745e-07	0.0001660512100316	49	0.1
level2	Signal-regulatory protein beta-1 levels (SIRPB1.6247.9.3)	344506	5	1645	3	1.0789679353428864e-06	0.0016486630052039	33	0.068
level2	Killer cell immunoglobulin-like receptor 2DL5A levels (KIR2DL5A.8000.17.3)	344506	13	1645	3	2.9988086986582547e-05	0.0458217969154981	9	0.02
level2	Ubiquitin carboxyl-terminal hydrolase 25 levels (USP25.9215.117.3)	344506	15	1645	4	6.779636022044272e-07	0.0010359283841683	1	0.004
level2	Human Chorionic Gonadotropin levels (CGA.CGB.4914.10.1)	344506	3	1645	3	1.0867225787411745e-07	0.0001660512100316	49	0.1
level2	Verbal learning	344506	131	1645	19	1.5283766641341593e-22	2.335359542796996e-19	52	0.106
level2	Rheumatoid arthritis or type 1 diabetes	344506	107	1645	6	1.4073724314867072e-05	0.0215046507531168	5	0.012
level2	X-12714 levels	344506	2	1645	2	2.278638316248102e-05	0.034817593472271	20	0.042
level2	E3 ubiquitin-protein ligase CBL levels	344506	2	1645	2	2.278638316248102e-05	0.034817593472271	112	0.226
level2	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	1645	69	1.3067906630160268e-54	1.9967761330884893e-51	54	0.11
level2	Steroid-dependent/frequent relapse nephrotic syndrome	344506	11	1645	3	1.7424924321059496e-05	0.0266252843625789	17	0.036
level2	Seropositivity for streptococcus pneumoniae peptide (agilent_231226)	344506	10	1645	3	1.2718060124665423e-05	0.0194331958704887	0	0.002
level2	Seropositivity for streptococcus pneumoniae peptide (agilent_242450)	344506	8	1645	3	5.977699901751074e-06	0.0091339254498756	3	0.008
level3	Blood protein levels	344506	1150	2343	22	2.1167254591424063e-05	0.0402389509782971	35	0.072
level3	White matter microstructure (mode of anisotropy)	344506	99	2343	12	5.107519559045383e-12	9.709394681745272e-09	165	0.331
level3	Chronic hepatitis B infection	344506	19	2343	8	3.198920240675467e-13	6.081147377524061e-10	47	0.096
level3	Hip circumference adjusted for BMI	344506	3359	2343	63	2.0873589413832304e-12	3.968069347569521e-09	156	0.313
level3	Brain region volumes	344506	828	2343	29	1.882686212158585e-12	3.578986489313469e-09	69	0.14
level3	Cortical surface area (visual PC2)	344506	30	2343	5	1.7922961442597784e-06	0.0034071549702378	12	0.026
level3	Response to hepatitis B vaccine	344506	21	2343	8	8.509099331166913e-13	1.61757978285483e-09	24	0.05
level3	Epidermal growth factor levels	344506	4	2343	3	1.2503048535225895e-06	0.0023768295265464	96	0.194
level3	Persistent hepatitis B virus infection	344506	8	2343	3	1.7150594743997842e-05	0.0326032806083399	24	0.05
level3	Plasma anastrozole concentration in anastrozole-treated estrogen receptor positive breast cancer	344506	47	2343	12	3.9962461471959464e-16	7.596863925819493e-13	74	0.15
level3	MHC class I polypeptide-related sequence A levels	344506	79	2343	6	1.7890040568463407e-05	0.0340089671206489	24	0.05
level3	Rheumatoid arthritis or irritable bowel disease	344506	86	2343	7	2.243761134008715e-06	0.0042653899157505	12	0.026
level3	Uridine levels	344506	12	2343	5	1.102876511518592e-08	2.0965682483968435e-05	30	0.062
level3	Fornix white matter microstructure (intra-cellular volume fraction)	344506	23	2343	4	1.704259606862252e-05	0.0323979751264514	161	0.323
level3	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	2343	56	7.615779718255078e-32	1.44775972444029e-28	107	0.216
level3	Seropositivity for staphylococcus aureus peptide (twist_34337)	344506	9	2343	3	2.559505950126129e-05	0.0486562081118977	0	0.002
level4	Eosinophil counts	344506	2100	2914	52	2.0911674572621542e-11	4.5043747029426816e-08	375	0.75
level4	Mean corpuscular hemoglobin	344506	2366	2914	41	2.1764469535861066e-05	0.0468806673802447	180	0.361
level4	Body mass index	344506	7527	2914	108	1.6365130563048472e-07	0.000352504912328	39	0.08
level4	Systolic blood pressure	344506	3598	2914	63	1.1675314494845244e-07	0.0002514862742189	43	0.088
level4	Mean corpuscular volume	344506	2227	2914	43	1.001790842817544e-06	0.0021578574754289	228	0.457
level4	Lymphocyte count	344506	1651	2914	37	1.776902840993067e-07	0.0003827448719499	226	0.453
level4	White blood cell count	344506	2803	2914	64	3.477704940386444e-12	7.4909764415924e-09	270	0.541
level4	Monocyte count	344506	1767	2914	35	5.647597273885722e-06	0.0121649245279498	151	0.303
level4	Neutrophil count	344506	1560	2914	31	1.758610329124517e-05	0.037880466489342	244	0.489
level4	End-stage coagulation	344506	23	2914	5	1.2789379955143836e-06	0.0027548324423379	75	0.152
level4	Prothrombin time	344506	18	2914	4	1.4218542738970731e-05	0.0306267410597429	64	0.13
level4	Ankylosing spondylitis	344506	83	2914	7	7.289249866325628e-06	0.0157010442120654	42	0.086
level4	Keratoconus	344506	39	2914	5	1.955704075959389e-05	0.0421258657961652	1	0.004
level4	Imidazole lactate levels	344506	28	2914	8	6.940331982380889e-11	1.4949475090048438e-07	36	0.074
level4	Coagulation Factor VII levels	344506	50	2914	8	1.0163787449889904e-08	2.189279816706285e-05	110	0.222
level4	Cathepsin S levels	344506	32	2914	5	7.184679245518433e-06	0.0154757990948467	4	0.01
level4	Endoplasmic reticulum aminopeptidase 1 levels	344506	27	2914	11	1.7923672116597996e-16	3.8607589739152084e-13	59	0.12
level4	Mitogen-activated protein kinase 3 levels	344506	4	2914	3	2.402889246749899e-06	0.0051758234374992	173	0.347
level4	Time to colon cancer recurrence	344506	45	2914	8	4.236597412087713e-09	9.125630825636934e-06	121	0.244
level4	X-13431 levels	344506	13	2914	4	3.4365082194195955e-06	0.0074022387046298	76	0.154
level4	X-21353 levels	344506	4	2914	3	2.402889246749899e-06	0.0051758234374992	78	0.158
level4	X-18886 levels	344506	5	2914	3	5.969169097342713e-06	0.0128575902356762	42	0.086
level4	2-hydroxy-4-(methylthio)butanoic acid levels	344506	5	2914	3	5.969169097342713e-06	0.0128575902356762	11	0.024
level4	3-hydroxyoctanoate levels	344506	5	2914	3	5.969169097342713e-06	0.0128575902356762	72	0.146
level4	3-hydroxylaurate levels	344506	7	2914	3	2.062840673527696e-05	0.0444335881077865	17	0.036
level4	Glucuronide of piperine metabolite c17h21no3 (4) (X-01911) levels	344506	3	2914	3	6.045536036610826e-07	0.0013022084622859	108	0.218
