geneA	geneB	score	db	level
CSTA	SLC12A8	0.958	string	2
DNAH5	DNAI2	0.997	string	2
DNAH5	DNAI1	0.995	string	2
DNAH5	DNALI1	0.977	string	2
DNAH5	DNAL1	0.968	string	2
PXN	SRC	0.999	string	2
PXN	PTK2	0.999	string	2
PXN	TLN1	0.999	string	2
PXN	TLN2	0.999	string	2
PXN	GIT1	0.999	string	2
REN	AGT	0.999	string	2
REN	ATP6AP2	0.999	string	2
REN	AGTR1	0.969	string	2
REN	ACE2	0.96	string	2
CRHBP	CRH	0.999	string	2
CRHBP	CRHR1	0.983	string	2
CRHBP	CRHR1-2	0.978	string	2
CRHBP	UCN	0.976	string	2
CRHBP	CRHR2	0.974	string	2
CRH	CRHR1	0.999	string	2
CRH	CRHR1-2	0.999	string	2
CRH	CRHR2	0.999	string	2
CRH	UCN	0.999	string	2
SIGMAR1	HSPA5	0.992	string	2
SIGMAR1	CYP51A1	0.985	string	2
SIGMAR1	ERG28	0.983	string	2
SIGMAR1	SQLE	0.974	string	2
MARS2	IARS1	0.996	string	2
MARS2	LARS2	0.995	string	2
MARS2	IARS2	0.995	string	2
MARS2	EPRS1	0.993	string	2
MARS2	LARS1	0.993	string	2
MBNL1	CNBP	0.96	string	2
MBNL1	DMPK	0.939	string	2
MBNL1	HNRNPH1	0.936	string	2
MBNL1	CLCN1	0.932	string	2
CD96	NECTIN2	0.999	string	2
CD96	NECTIN1	0.992	string	2
CD96	TIGIT	0.973	string	2
APP	SORL1	0.999	string	2
APP	APBB1	0.999	string	2
APP	BACE1	0.999	string	2
APP	PSEN1	0.999	string	2
FZD7	WNT5A	0.998	string	2
FZD7	WNT11	0.997	string	2
FZD7	WNT7A	0.995	string	2
FZD7	DVL1	0.992	string	2
FZD7	LRP6	0.989	string	2
NCR1	CD247	0.999	string	2
NCR1	NCR2	0.995	string	2
NCR1	NCR3	0.992	string	2
NCR1	KLRK1	0.986	string	2
LRP5	SOST	0.999	string	2
LRP5	DKK4	0.999	string	2
LRP5	AXIN1	0.999	string	2
LRP5	DKK2	0.999	string	2
LRP5	WNT1	0.999	string	2
NCSTN	APH1A	0.999	string	2
NCSTN	PSEN1	0.999	string	2
NCSTN	PSENEN	0.999	string	2
NCSTN	PSEN2	0.999	string	2
UCN	CRHR1-2	0.999	string	2
UCN	CRHR1	0.999	string	2
UCN	CRHR2	0.999	string	2
UCN	UCN2	0.996	string	2
UBXN7	NPLOC4	0.999	string	2
UBXN7	UFD1	0.999	string	2
UBXN7	FAF2	0.999	string	2
UBXN7	FAF1	0.999	string	2
UBXN7	UBXN1	0.999	string	2
NDUFAF2	NDUFA12	0.998	string	2
NDUFAF2	NDUFS4	0.996	string	2
NDUFAF2	NDUFS8	0.992	string	2
NDUFAF2	NDUFS1	0.992	string	2
NDUFAF2	NDUFV2	0.992	string	2
RAPSN	MUSK	0.991	string	2
RAPSN	AGRN	0.988	string	2
RAPSN	DOK7	0.983	string	2
RAPSN	CHRND	0.93	string	2
RAPSN	CHRNB1	0.929	string	2
DDB1	ERCC8	0.999	string	2
DDB1	DCAF1	0.999	string	2
DDB1	ENSP00000497509	0.999	string	2
DDB1	CUL4A	0.999	string	2
DDB1	DCAF4	0.999	string	2
GABARAP	OPTN	0.999	string	2
GABARAP	ATG3	0.999	string	2
GABARAP	BNIP3L	0.999	string	2
GABARAP	ATG4B	0.999	string	2
GABARAP	BNIP3	0.999	string	2
TADA3	TAF9	0.999	string	2
TADA3	TADA2A	0.999	string	2
TADA3	TRRAP	0.999	string	2
TADA3	SGF29	0.999	string	2
MSL2	MSL3	0.999	string	2
MSL2	MSL1	0.999	string	2
MSL2	KAT5	0.951	string	2
MSL2	MORF4L1	0.93	string	2
UBXN2A	VCP	0.999	string	2
UBXN2A	NSFL1C	0.999	string	2
UBXN2A	ASPSCR1	0.997	string	2
UBXN2A	UBXN10	0.997	string	2
UBXN2A	VCPIP1	0.995	string	2
MSL3	MSL1	0.999	string	2
MSL3	H4C6	0.992	string	2
MSL3	KAT5	0.958	string	2
RNF31	RBCK1	0.999	string	2
RNF31	SHARPIN	0.999	string	2
RNF31	UBC	0.999	string	2
RNF31	IKBKG	0.999	string	2
CCDC114	CCDC151	0.992	string	2
CCDC114	ARMC4	0.988	string	2
CCDC114	TTC25	0.983	string	2
CCDC114	DNAH5	0.965	string	2
CCDC114	DNAI2	0.963	string	2
BID	BAK1	0.999	string	2
BID	BCL2L1	0.999	string	2
BID	BAX	0.998	string	2
BID	BCL2	0.998	string	2
BID	MCL1	0.996	string	2
ADGRE2	LPAR1	0.969	string	2
PORCN	WNT1	0.989	string	2
PORCN	WNT7A	0.982	string	2
PORCN	WNT3A	0.982	string	2
PORCN	WNT5A	0.969	string	2
NDUFAF3	NDUFB10	0.999	string	2
NDUFAF3	NDUFA8	0.999	string	2
NDUFAF3	NDUFS2	0.999	string	2
NDUFAF3	TIMMDC1	0.999	string	2
NDUFAF3	NDUFAF4	0.999	string	2
CYP2B6	CYP3A5	0.97	string	2
CYP2B6	CYP3A7	0.967	string	2
CYP2B6	CYP4A11	0.966	string	2
CYP2B6	PPIG	0.964	string	2
CYP2B6	CYP1A2	0.963	string	2
GSK3B	CSNK1A1	0.999	string	2
GSK3B	APC	0.999	string	2
GSK3B	AXIN1	0.999	string	2
GSK3B	FRAT1	0.999	string	2
PSEN1	PSENEN	0.999	string	2
PSEN1	CTNNB1	0.999	string	2
PSEN1	PSEN2	0.999	string	2
TUBA1B	TUBB3	0.999	string	2
TUBA1B	TUBB	0.999	string	2
TUBA1B	TUBB2A	0.999	string	2
TUBA1B	TUBB4B	0.996	string	2
KLRD1	KLRC1	0.999	string	2
KLRD1	KLRC2	0.999	string	2
KLRD1	HLA-C	0.998	string	2
CLCN1	SCN4A	0.951	string	2
CLCN1	MBNL2	0.9	string	2
TAF9B	TAF7	0.999	string	2
TAF9B	TAF5L	0.999	string	2
TAF9B	TAF12	0.999	string	2
TAF9B	TAF11	0.999	string	2
DYRK1A	RNF169	0.932	string	2
DYRK1A	RAD54L2	0.925	string	2
DYRK1A	LIN52	0.903	string	2
DYRK1A	FAM53C	0.9	string	2
DMPK	CNBP	0.916	string	2
MAP1LC3C	CALCOCO2	0.999	string	2
MAP1LC3C	ATG4B	0.99	string	2
MAP1LC3C	ATG7	0.972	string	2
MAP1LC3C	ATG3	0.971	string	2
MAP1LC3C	SQSTM1	0.966	string	2
WDR5	H3C12	0.999	string	2
WDR5	H3C13	0.999	string	2
WDR5	DPY30	0.999	string	2
WDR5	KANSL1	0.999	string	2
WDR5	RBBP5	0.999	string	2
FCGR2B	LGALS3	0.992	string	2
FCGR2B	CLEC7A	0.991	string	2
FCGR2B	SYK	0.974	string	2
FCGR2B	INPPL1	0.97	string	2
PNP	ADA	0.998	string	2
PNP	XDH	0.997	string	2
PNP	APRT	0.996	string	2
PNP	UPP2	0.996	string	2
PNP	UPP1	0.994	string	2
TAF11	TAF2	0.999	string	2
TAF11	TAF7	0.999	string	2
TAF11	TAF3	0.999	string	2
TAF11	TAF8	0.999	string	2
TAF11	TAF9	0.999	string	2
TAF13	TAF7	0.999	string	2
TAF13	TAF3	0.999	string	2
TAF13	TAF8	0.999	string	2
TAF13	TAF9	0.999	string	2
AGT	AGTR2	0.999	string	2
AGT	AGTR1	0.999	string	2
AGT	ACE2	0.999	string	2
PSEN2	APH1A	0.999	string	2
PSEN2	PSENEN	0.999	string	2
EPRS1	EEF1E1	0.999	string	2
EPRS1	RARS2	0.999	string	2
EPRS1	IARS1	0.999	string	2
EPRS1	AIMP2	0.999	string	2
EPRS1	RPL13A	0.999	string	2
FCGR3A	CD247	0.999	string	2
FCGR3A	CD19	0.997	string	2
FCGR3A	NCAM1	0.991	string	2
FCGR3A	TNFRSF8	0.99	string	2
APH1A	PSENEN	0.999	string	2
APH1A	PSEN1	0.999	string	2
APH1A	TMED10	0.996	string	2
NDUFAF4	TIMMDC1	0.999	string	2
NDUFAF4	NDUFS7	0.999	string	2
NDUFAF4	NDUFA13	0.999	string	2
NDUFAF4	NDUFS5	0.995	string	2
MMS19	ERCC2	0.999	string	2
MMS19	CIAO1	0.999	string	2
MMS19	CIAO2B	0.999	string	2
MMS19	CIAO2A	0.996	string	2
GNAS	GNB1	0.999	string	2
GNAS	GNG2	0.997	string	2
GNAS	PTH1R	0.997	string	2
GNAS	CRHR1	0.997	string	2
GNAS	TSHR	0.997	string	2
CYP2J2	CYP4F3	0.97	string	2
CYP2J2	CYP4A11	0.954	string	2
CYP2J2	CYP4F2	0.951	string	2
CYP2J2	CYP3A4	0.951	string	2
CYP2C8	CYP3A4	0.973	string	2
CYP2C8	CYP3A7	0.969	string	2
CYP2C8	CYP4A11	0.966	string	2
CYP2C8	ENSP00000480571	0.961	string	2
SRC	SHC1	0.999	string	2
SRC	ESR1	0.999	string	2
SRC	SYK	0.999	string	2
SRC	BCAR1	0.999	string	2
SRC	CAV1	0.999	string	2
FZD8	WNT1	0.995	string	2
FZD8	LRP6	0.994	string	2
FZD8	WNT11	0.994	string	2
FZD8	WNT3A	0.989	string	2
HLA-DMA	HLA-DRA	0.999	string	2
HLA-DMA	HLA-DPA1	0.999	string	2
HLA-DMA	HLA-DMB	0.999	string	2
HLA-DMA	HLA-DOB	0.996	string	2
BCL2L1	HRK	0.999	string	2
BCL2L1	PMAIP1	0.999	string	2
BCL2L1	TP53	0.999	string	2
BCL2L1	BECN1	0.999	string	2
HLA-C	KIR2DL3	0.999	string	2
HLA-C	B2M	0.999	string	2
HLA-C	KIR2DL1	0.999	string	2
HLA-C	HLA-A	0.998	string	2
HLA-G	LILRB2	0.999	string	2
HLA-G	B2M	0.999	string	2
HLA-G	KLRD1	0.998	string	2
HLA-G	KIR2DL4	0.998	string	2
NDUFAF5	NDUFS7	0.999	string	2
NDUFAF5	NDUFAF3	0.999	string	2
NDUFAF5	NDUFS3	0.96	string	2
NDUFAF5	NDUFAF4	0.953	string	2
UCN3	CRHR2	0.999	string	2
UCN3	CRHR1	0.998	string	2
UCN3	UCN2	0.998	string	2
UCN3	CRH	0.997	string	2
UCN3	UCN	0.995	string	2
IGFBP3	IGFALS	0.999	string	2
IGFBP3	IGF2	0.999	string	2
IGFBP3	IGF1	0.999	string	2
IGFBP3	INS	0.995	string	2
IGFBP3	EGFR	0.981	string	2
KLRC2	TYROBP	0.999	string	2
KLRC2	KLRC3	0.999	string	2
KLRC2	KIR2DL1	0.987	string	2
CLEC6A	CLEC4D	0.97	string	2
CLEC6A	SYK	0.954	string	2
CLEC6A	CARD9	0.922	string	2
CLEC6A	CBLB	0.9	string	2
CLCN7	TCIRG1	0.97	string	2
TFPT	UCHL5	0.986	string	2
TFPT	ACTR8	0.985	string	2
TFPT	NFRKB	0.984	string	2
TFPT	ACTR5	0.981	string	2
GRB2	ERBB4	0.999	string	2
GRB2	LAT	0.999	string	2
GRB2	LCP2	0.999	string	2
GRB2	IRS1	0.999	string	2
GRB2	PTPN11	0.999	string	2
HLA-DRA	HLA-DPA1	0.999	string	2
HLA-DRA	HLA-DRB5	0.999	string	2
FAF1	VCP	0.999	string	2
FAF1	UBXN1	0.999	string	2
FAF1	UFD1	0.999	string	2
FAF1	NPLOC4	0.999	string	2
HLA-A	KIR3DL1	0.999	string	2
HLA-A	HLA-B	0.999	string	2
HLA-A	B2M	0.999	string	2
HLA-A	CD8A	0.999	string	2
HLA-A	KIR3DL2	0.999	string	2
BCL2	BIK	0.999	string	2
BCL2	BECN1	0.999	string	2
BCL2	BNIP3	0.999	string	2
BCL2	BCL2L1	0.999	string	2
BCL2	NLRP1	0.999	string	2
SHARPIN	RBCK1	0.999	string	2
SHARPIN	TNF	0.998	string	2
SHARPIN	IKBKG	0.998	string	2
SHARPIN	TNFRSF1A	0.998	string	2
CUL4B	DCAF1	0.999	string	2
CUL4B	CUL4A	0.999	string	2
CUL4B	DTL	0.999	string	2
CUL4B	CRBN	0.999	string	2
CUL4B	DDB1	0.999	string	2
CD8A	LCK	0.999	string	2
CD8A	CD8B	0.999	string	2
KANSL1	PHF20	0.999	string	2
KANSL1	KANSL2	0.999	string	2
KANSL1	MCRS1	0.996	string	2
CIAO2B	CIAO1	0.999	string	2
CIAO2B	SLC25A5	0.994	string	2
CIAO2B	ERCC2	0.989	string	2
ACE2	DPP4	0.999	string	2
ACE2	TMPRSS2	0.999	string	2
ACE2	SLC6A19	0.999	string	2
ACE2	SLC6A20	0.998	string	2
BCAR1	PXN	0.999	string	2
BCAR1	VCL	0.999	string	2
BCAR1	PTK2	0.999	string	2
BCAR1	CRKL	0.999	string	2
PTPN13	FAS	0.97	string	2
PTPN13	RAPGEF6	0.96	string	2
PTPN13	PLEKHA2	0.943	string	2
PTPN13	APC	0.929	string	2
C4A	CR1	0.999	string	2
C4A	C4B	0.999	string	2
C4A	C4BPA	0.998	string	2
C4A	CD46	0.998	string	2
C4A	C3	0.998	string	2
AGTR1	GNAQ	0.997	string	2
AGTR1	ACE2	0.996	string	2
AGTR1	AGTRAP	0.982	string	2
AGTR1	AGTR2	0.982	string	2
HLA-DMB	HLA-DRA	0.999	string	2
HLA-DMB	HLA-DOB	0.998	string	2
HLA-DMB	HLA-DPA1	0.997	string	2
DNAI2	DNAAF1	0.983	string	2
DNAI2	DNALI1	0.983	string	2
DNAI2	DNAH11	0.979	string	2
SNX27	VPS26A	0.998	string	2
SNX27	SNX1	0.991	string	2
SNX27	DGKZ	0.987	string	2
SNX27	VPS35	0.984	string	2
SHC1	IGF1R	0.999	string	2
SHC1	GRB2	0.999	string	2
SHC1	SOS2	0.999	string	2
SHC1	ERBB3	0.999	string	2
SHC1	SOS1	0.999	string	2
TAF1	TAF2	0.999	string	2
TAF1	TAF3	0.999	string	2
TAF1	TAF7	0.999	string	2
TAF1	TAF9	0.999	string	2
C4B	CR1	0.999	string	2
C4B	C3	0.998	string	2
C4B	C4BPA	0.998	string	2
C4B	CD46	0.998	string	2
EBP	SC5D	0.995	string	2
EBP	TM7SF2	0.991	string	2
EBP	DHCR24	0.981	string	2
EBP	DHCR7	0.966	string	2
EBP	NSDHL	0.964	string	2
NECTIN3	TIGIT	0.999	string	2
NECTIN3	AFDN	0.999	string	2
NECTIN3	NECTIN2	0.999	string	2
NECTIN3	NECTIN1	0.997	string	2
CIAO1	CIAO2A	0.999	string	2
CIAO1	SLC25A5	0.993	string	2
NSFL1C	VCPIP1	0.999	string	2
NSFL1C	UBXN6	0.999	string	2
NSFL1C	VCP	0.999	string	2
NSFL1C	UFD1	0.998	string	2
TIGIT	NECTIN2	0.999	string	2
TIGIT	CD226	0.986	string	2
TIGIT	NECTIN1	0.978	string	2
CDK5	CDK5R1	0.999	string	2
CDK5	CDK5R2	0.993	string	2
CDK5	DPYSL2	0.98	string	2
CDK5	PPP1R1B	0.976	string	2
PIK3R1	IRS1	0.999	string	2
PIK3R1	PIK3R2	0.999	string	2
PIK3R1	PDGFRB	0.999	string	2
PIK3R1	CBL	0.999	string	2
PIK3R1	PIK3CB	0.999	string	2
LYN	CD79A	0.999	string	2
LYN	SYK	0.999	string	2
LYN	BLNK	0.999	string	2
LYN	CD19	0.999	string	2
LYN	GP6	0.997	string	2
LPXN	VCL	0.913	string	2
FAU	RPL17	0.999	string	2
FAU	RPL23A	0.999	string	2
FAU	RPL8	0.999	string	2
FAU	RPS20	0.999	string	2
FAU	RPL10A	0.999	string	2
FCGR3B	CD247	0.999	string	2
FCGR3B	CD19	0.997	string	2
FCGR3B	NCAM1	0.991	string	2
FCGR3B	TNFRSF8	0.986	string	2
ARMS2	CFH	0.953	string	2
NFRKB	UCHL5	0.998	string	2
NFRKB	INO80	0.996	string	2
NFRKB	ACTR8	0.991	string	2
KLRC1	HLA-G	0.998	string	2
KLRC1	KIR2DL3	0.994	string	2
KLRC1	PTPN6	0.991	string	2
UBC	RBCK1	0.999	string	2
UBC	UCHL3	0.999	string	2
UBC	USP5	0.999	string	2
UBC	UBE2K	0.999	string	2
UBC	IKBKG	0.999	string	2
HNRNPC	HNRNPA2B1	0.999	string	2
HNRNPC	HNRNPA1	0.999	string	2
HNRNPC	PTBP1	0.996	string	2
HNRNPC	HNRNPU	0.996	string	2
CD226	NECTIN2	0.999	string	2
CD226	NECTIN1	0.992	string	2
CD226	ITGB2	0.97	string	2
MSL1	KAT5	0.956	string	2
MSL1	EP400	0.94	string	2
APOC1	APOA1	0.998	string	2
APOC1	APOB	0.996	string	2
DNAH11	DNAI1	0.986	string	2
DNAH11	RSPH4A	0.93	string	2
DNAH11	RSPH9	0.919	string	2
UBB	UBA52	0.999	string	2
UBB	PRKN	0.998	string	2
UBB	UBC	0.998	string	2
UBB	RPS27A	0.998	string	2
UBB	UBA1	0.997	string	2
UNC13B	RIMS1	0.998	string	2
UNC13B	ERC1	0.993	string	2
UNC13B	STXBP1	0.986	string	2
UNC13B	RIMS2	0.984	string	2
UNC13B	CALM3	0.973	string	2
DNAI1	RSPH4A	0.972	string	2
DNAI1	DNAAF2	0.958	string	2
PAX6	SOX2	0.977	string	2
PAX6	BANF1	0.952	string	2
PAX6	SIX3	0.951	string	2
PAX6	TBR1	0.915	string	2
KNG1	KLKB1	0.999	string	2
KNG1	BDKRB2	0.999	string	2
KNG1	BDKRB1	0.999	string	2
KNG1	F12	0.998	string	2
KNG1	C1QBP	0.998	string	2
LRP2	CUBN	0.999	string	2
LRP2	AMN	0.998	string	2
LRP2	ANKRA2	0.997	string	2
LRP2	LRPAP1	0.994	string	2
CTLA4	CD86	0.999	string	2
CTLA4	LOC102723996	0.999	string	2
CTLA4	CD80	0.999	string	2
CTLA4	CD274	0.999	string	2
CTLA4	ICOS	0.998	string	2
INO80	RUVBL2	0.999	string	2
INO80	RUVBL1	0.999	string	2
LPL	GPIHBP1	0.999	string	2
LPL	ANGPTL4	0.994	string	2
LPL	ANGPTL3	0.993	string	2
LPL	LRP1	0.987	string	2
B2M	CD1C	0.999	string	2
B2M	CD1A	0.999	string	2
B2M	FCGRT	0.999	string	2
LARS2	KARS1	0.996	string	2
LARS2	MARS1	0.994	string	2
LARS2	EPRS1	0.992	string	2
