level	trait	total_gwas_snps	trait_snps	eqtls_in_catalog	trait_eqtls	pval	adj_pval	sim_count	sim_pval
level0	Epstein Barr virus nuclear antigen 1 IgG levels	344506	6	3460	5	6.062612371648821e-10	1.383488143210261e-06	11	0.024
level0	Immunoglobulin A vasculitis	344506	60	3460	50	5.970235387694724e-90	1.3624077154719361e-86	26	0.054
level0	Complement C4 levels	344506	43	3460	6	4.531618406453127e-06	0.010341153203526	13	0.028
level0	Alzheimer's disease or family history of Alzheimer's disease	344506	309	3460	70	2.2594315688770724e-71	5.156022840177479e-68	12	0.026
level0	Family history of Alzheimer's disease	344506	87	3460	24	9.582136213534068e-28	2.186643483928474e-24	3	0.008
level0	Sarcoidosis (non-Lofgren's syndrome without extrapulmonary manifestations)	344506	5	3460	4	5.0378118834932434e-08	0.0001149628671813	4	0.01
level0	Feeling miserable	344506	64	3460	7	3.860035962191825e-06	0.0088086020657217	5	0.012
level0	Experiencing mood swings	344506	69	3460	8	4.98448606409346e-07	0.0011374597198261	10	0.022
level0	Neurociticism	344506	181	3460	11	2.727116192111381e-06	0.0062232791503981	12	0.026
level0	Suffering from nerves	344506	12	3460	4	4.714262353577548e-06	0.0107579466908639	3	0.008
level0	Irritable mood	344506	67	3460	8	3.957869036729494e-07	0.0009031857141816	14	0.03
level0	Response to hepatitis B vaccine	344506	21	3460	7	1.0532649615351706e-09	2.40355064222326e-06	14	0.03
level0	Feeling nervous	344506	67	3460	7	5.263946201440967e-06	0.0120123252316882	16	0.034
level0	Feeling guilty	344506	29	3460	8	3.6535952741168175e-10	8.337504415534578e-07	18	0.038
level0	Childhood steroid-sensitive nephrotic syndrome	344506	29	3460	6	3.9818208164136563e-07	0.0009086515103055	16	0.034
level0	A body shape index	344506	1514	3460	50	8.242378957060693e-13	1.88091087800125e-09	88	0.178
level0	Waist-hip index	344506	2526	3460	74	1.60314056396085e-15	3.65836676695866e-12	97	0.196
level0	Major depressive disorder or stress-related disorder	344506	242	3460	25	8.91423661644883e-18	2.0342287958736223e-14	15	0.032
level0	Alpha-L-iduronidase levels (IDUA.3169.70.2)	344506	7	3460	5	2.1041846607386464e-09	4.801749395805591e-06	6	0.014
level0	Non-lobar intracerebral hemorrhage (MTAG)	344506	42	3460	8	8.947047582388388e-09	2.0417162583010305e-05	12	0.026
level0	Alzheimer's disease (onset between ages 58 and 79)	344506	28	3460	5	8.260568819885222e-06	0.018850618046978	2	0.006
level0	Depressed affect	344506	157	3460	18	5.2673565646289815e-14	1.2020107680483336e-10	13	0.028
level0	Worry	344506	147	3460	16	2.931994424607768e-12	6.690811276954926e-09	18	0.038
level0	General factor of neuroticism	344506	308	3460	23	1.9210992285565882e-13	4.383948439566135e-10	34	0.07
level0	Anti-anoctamin 2 antibody levels	344506	10	3460	4	2.0324106570961846e-06	0.0046379611194934	13	0.028
level0	Extraintestinal manifestations in inflammatory bowel disease (primary sclerosing cholangitis)	344506	10	3460	5	2.462285218803295e-08	5.618934869309119e-05	9	0.02
level0	Inguinal hernia	344506	2192	3460	58	8.617692241645388e-11	1.9665573695434774e-07	37	0.076
level0	Schizophrenia or ER positive breast cancer (pleiotropy)	344506	17	3460	4	2.1774456555273695e-05	0.0496893098591345	2	0.006
level0	Mitogen-activated protein kinase 3 levels	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	16	0.034
level0	Tyrosine-protein phosphatase non-receptor type substrate 1 levels	344506	30	3460	7	1.7038183688588624e-08	3.888113517735924e-05	2	0.006
level0	Alpha-L-iduronidase levels	344506	60	3460	9	9.595508249184913e-09	2.1896949824639965e-05	6	0.014
level0	Ubiquitin carboxyl-terminal hydrolase 25 levels (USP25.9215.117.3)	344506	15	3460	4	1.269038225885858e-05	0.0289594523147152	11	0.024
level0	Complement C4 levels (C4A.C4B.4481.34.2)	344506	27	3460	5	6.84234688060497e-06	0.0156142355815405	4	0.01
level0	Succinylcarnitine levels	344506	18	3460	6	1.7105921723153362e-08	3.903571337223597e-05	13	0.028
level0	Rheumatoid arthritis or type 1 diabetes	344506	107	3460	8	1.387427137631427e-05	0.0316610872807491	19	0.04
level0	Rheumatoid arthritis or irritable bowel disease	344506	86	3460	11	1.2669854562979836e-09	2.8912608112719992e-06	27	0.056
level0	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	344506	477	3460	26	7.223286111308613e-12	1.6483538906006255e-08	2	0.006
level0	COVID-19 hospitalization or systemic lupus erythematosus (MTAG)	344506	17	3460	7	1.824676343792074e-10	4.163911416533513e-07	4	0.01
level0	BMI at 1.5 -2.5 years old interval	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	8	0.018
level0	Posterolateral temporal area (unadjusted for global measures)	344506	33	3460	5	1.913354268530361e-05	0.0436627444078628	9	0.02
level0	Dorsomedial frontal area (unadjusted for global measures)	344506	54	3460	6	1.747193305084275e-05	0.0398709512220231	7	0.016
level0	Inferior parietal area (unadjusted for global measures)	344506	45	3460	8	1.590854513272959e-08	3.630329999288892e-05	11	0.024
level0	Parsopercularis area (unadjusted for global measures)	344506	46	3460	6	6.7858115857807445e-06	0.0154852220387516	5	0.012
level0	Occipital area (unadjusted for global measures)	344506	45	3460	8	1.590854513272959e-08	3.630329999288892e-05	7	0.016
level0	Anteromedial temporal area (unadjusted for global measures)	344506	29	3460	6	3.9818208164136563e-07	0.0009086515103055	8	0.018
level0	Dorsolateral prefrontal area (unadjusted for global measures)	344506	48	3460	6	8.739107326363267e-06	0.0199426429187609	11	0.024
level0	COVID-19 severity	344506	47	3460	7	4.534495609973161e-07	0.0010347718981958	9	0.02
level0	Superior parietal area (unadjusted for global measures)	344506	30	3460	7	1.7038183688588624e-08	3.888113517735924e-05	10	0.022
level0	Ventral frontal thickness (unadjusted for global measures)	344506	29	3460	5	9.898566048911417e-06	0.0225885277236158	5	0.012
level0	Allergen component sensitization (Hevea brasiliensis 8)	344506	77	3460	21	2.4113897950525543e-24	5.5027915123099304e-21	15	0.032
level0	Breast cancer or critical COVID-19 (pleiotropy)	344506	6	3460	3	1.979052743582796e-05	0.0451619836085594	4	0.01
level0	Ovarian cancer or hospitalized COVID-19 (pleiotropy)	344506	6	3460	4	1.4992183391415857e-07	0.0003421216249921	5	0.012
level0	Ovarian cancer or critical COVID-19 (pleiotropy)	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	10	0.022
level0	Major depressive disorder or hospitalized COVID-19 (pleiotropy)	344506	6	3460	3	1.979052743582796e-05	0.0451619836085594	3	0.008
level0	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	3460	436	0.0	0.0	103	0.208
level0	SIRPA protein levels	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	2	0.006
level0	T2 brain MRIs Unsupervised Deep learning derived Imaging Phenotypes (dimension 109)	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	1	0.004
level0	Hepatitis B virus antibody levels	344506	5	3460	3	9.970224638923714e-06	0.0227520526260239	8	0.018
level0	Seropositivity for aix galericulata (mandarin duck) peptide (twist_23200)	344506	11	3460	4	3.168208133720238e-06	0.0072298509611495	18	0.038
level0	Seropositivity for human adenovirus 12 peptide (twist_43231)	344506	5	3460	4	5.0378118834932434e-08	0.0001149628671813	4	0.01
level0	Seropositivity for human adenovirus 12 peptide (twist_55551)	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	8	0.018
level0	Seropositivity for gallus gallus ovomucoid precursor gallus peptide (twist_30726)	344506	11	3460	4	3.168208133720238e-06	0.0072298509611495	27	0.056
level0	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_84757)	344506	21	3460	6	4.872681102681739e-08	0.0001111945827631	26	0.054
level0	Seropositivity for root peptide (agilent_184788)	344506	3	3460	3	1.0121970362842404e-06	0.0023098336368006	8	0.018
level0	Seropositivity for struthio camelus (ostrich) peptide (twist_5109)	344506	8	3460	4	6.884597803284419e-07	0.0015710652187095	9	0.02
level0	Seropositivity for streptococcus pneumoniae peptide (twist_54623)	344506	3	3460	3	1.0121970362842404e-06	0.0023098336368006	7	0.016
level0	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_80555)	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	6	0.014
level0	Seropositivity for bacteroides peptide (agilent_153971)	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	8	0.018
level0	Seropositivity for bacilli peptide (agilent_5601)	344506	5	3460	3	9.970224638923714e-06	0.0227520526260239	11	0.024
level0	Seropositivity for streptococcus phage peptide (twist_76831)	344506	3	3460	3	1.0121970362842404e-06	0.0023098336368006	7	0.016
level0	Seropositivity for faecalibacterium prausnitzii a2-165 peptide (agilent_194982)	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	8	0.018
level0	Seropositivity for clostridiales peptide (agilent_68956)	344506	17	3460	5	5.701947430513326e-07	0.0013011844036431	28	0.058
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_318)	344506	3	3460	3	1.0121970362842404e-06	0.0023098336368006	4	0.01
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_46937)	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	12	0.026
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_27540)	344506	3	3460	3	1.0121970362842404e-06	0.0023098336368006	2	0.006
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_321)	344506	3	3460	3	1.0121970362842404e-06	0.0023098336368006	9	0.02
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_34377)	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	3	0.008
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_6936)	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	3	0.008
level0	Seropositivity for meleagris gallopavo (turkey) peptide (twist_3824)	344506	12	3460	4	4.714262353577548e-06	0.0107579466908639	10	0.022
level0	Seropositivity for lactobacillus phage LFEINF peptide (twist_64023)	344506	18	3460	5	7.829212125882367e-07	0.0017866262071263	32	0.066
level0	Seropositivity for lactobacillus phage LFEINF peptide (twist_88894)	344506	18	3460	5	7.829212125882367e-07	0.0017866262071263	28	0.058
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_26954)	344506	12	3460	4	4.714262353577548e-06	0.0107579466908639	25	0.052
level0	Seropositivity for haemophilus parainfluenzae T3T1 peptide (agilent_88528)	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	9	0.02
level0	Seropositivity for human huntingtin peptide (twist_34234)	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	9	0.02
level0	Seropositivity (peptide co-occurrence module 21: plant thionins)	344506	8	3460	4	6.884597803284419e-07	0.0015710652187095	7	0.016
level0	Seropositivity for triticum aestivum (common wheat) peptide (twist_14325)	344506	10	3460	5	2.462285218803295e-08	5.618934869309119e-05	11	0.024
level0	Seropositivity for triticum urartu (wild einkorn wheat) peptide (twist_12614)	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	4	0.01
level0	Seropositivity (peptide co-occurrence module 13: ABC transporters , ATP-binding proteins)	344506	4	3460	4	1.0157139863808684e-08	2.317859316921142e-05	11	0.024
level0	Seropositivity for staphylococcus aureus peptide (twist_34337)	344506	9	3460	4	1.22929553457145e-06	0.002805252409892	9	0.02
level0	Seropositivity for staphylococcus aureus peptide (twist_39975)	344506	9	3460	4	1.22929553457145e-06	0.002805252409892	20	0.042
level0	Seropositivity for staphylococcus aureus subsp. aureus MW2 peptide (agilent_237201)	344506	6	3460	5	6.062612371648821e-10	1.383488143210261e-06	8	0.018
level0	Seropositivity for staphylococcus aureus peptide (agilent_222726)	344506	3	3460	3	1.0121970362842404e-06	0.0023098336368006	2	0.006
level0	Seropositivity for staphylococcus aureus peptide (agilent_241121)	344506	4	3460	3	4.018316726958752e-06	0.0091697987709198	9	0.02
level0	Seropositivity for staphylococcus aureus peptide (agilent_240086)	344506	5	3460	3	9.970224638923714e-06	0.0227520526260239	4	0.01
level0	Seropositivity for staphylococcus aureus peptide (agilent_222322)	344506	7	3460	5	2.1041846607386464e-09	4.801749395805591e-06	16	0.034
level1	White matter microstructure (mean diusivities)	344506	198	3075	11	2.1260295875044995e-06	0.0057594141525496	32	0.066
level1	White matter microstructure (axial diusivities)	344506	160	3075	11	2.590978576971657e-07	0.0007018960965016	35	0.072
level1	Neuroticism	344506	1057	3075	36	2.268035606690509e-11	6.14410845852459e-08	47	0.096
level1	Asthma	344506	997	3075	28	1.930831586014193e-07	0.0005230622766512	92	0.186
level1	Chronic hepatitis B infection	344506	19	3075	8	2.7653209196075053e-12	7.491254371216733e-09	23	0.048
level1	Parkinson's disease	344506	374	3075	24	1.2894837033484265e-13	3.4932113523708876e-10	49	0.1
level1	Sarcoidosis	344506	146	3075	13	9.407577958308183e-10	2.5485128689056878e-06	32	0.066
level1	Systemic lupus erythematosus	344506	863	3075	38	2.692520593100502e-15	7.294038286709259e-12	94	0.19
level1	Nephropathy	344506	6	3075	3	1.3925668519828548e-05	0.0377246360202155	18	0.038
level1	Ulcerative colitis	344506	307	3075	15	1.695654078697684e-07	0.0004593526899192	56	0.114
level1	Hepatitis B	344506	50	3075	8	1.5364334673391112e-08	4.162198263021652e-05	11	0.024
level1	Blood and toenail selenium levels	344506	12	3075	5	4.2454185558214426e-08	0.0001150083886772	10	0.022
level1	IgA nephropathy	344506	159	3075	11	2.432505835146495e-07	0.0006589658307411	24	0.05
level1	Chronic hepatitis C infection	344506	14	3075	4	5.904003523799557e-06	0.015993945545973	41	0.084
level1	Oligoclonal band status in multiple sclerosis	344506	4	3075	3	2.822738679636182e-06	0.0076467990831344	21	0.044
level1	Immunoglobulin G index levels in multiple sclerosis	344506	4	3075	3	2.822738679636182e-06	0.0076467990831344	22	0.046
level1	Idiopathic membranous nephropathy	344506	21	3075	5	1.0201691484209854e-06	0.0027636382230724	59	0.12
level1	Hepatitis C induced liver cirrhosis	344506	5	3075	4	3.1449584753342395e-08	8.519692509680454e-05	22	0.046
level1	Alzheimer's disease	344506	342	3075	25	2.082877709064197e-15	5.642515713854909e-12	37	0.076
level1	IgE levels	344506	20	3075	5	7.830683267199139e-07	0.0021213320970842	3	0.008
level1	Nodular sclerosis Hodgkin lymphoma	344506	14	3075	5	1.0572930295430277e-07	0.0002864206817032	36	0.074
level1	Lymphoma	344506	9	3075	6	4.1312654753925806e-11	1.1191598172838502e-07	28	0.058
level1	Multiple sclerosis (OCB status)	344506	10	3075	6	1.0249336129286364e-10	2.7765451574236765e-07	33	0.068
level1	Hepatitis C (spontaneous viral clearance)	344506	18	3075	5	4.3922902180741874e-07	0.0011898714200762	22	0.046
level1	Adult asthma	344506	45	3075	6	3.0426482189964573e-06	0.0082425340252614	10	0.022
level1	Cortical surface area (global PC1)	344506	15	3075	5	1.5741845721758985e-07	0.0004264466006024	17	0.036
level1	Itch intensity from mosquito bite adjusted by bite size	344506	262	3075	13	9.29756728154664e-07	0.0025187109765709	13	0.028
level1	ACPA-positive rheumatoid arthritis (smoking interaction)	344506	15	3075	12	1.1112317121008925e-22	3.010326708081317e-19	21	0.044
level1	Waist-to-hip ratio adjusted for BMI	344506	3741	3075	95	8.301807499403929e-19	2.2489596515885243e-15	126	0.253
level1	Epstein Barr virus nuclear antigen 1 IgG levels	344506	6	3075	5	3.36322006191215e-10	9.110963147720016e-07	28	0.058
level1	Immunoglobulin A vasculitis	344506	60	3075	42	5.067543983724785e-72	1.3727976651910438e-68	38	0.078
level1	HLA DR on myeloid Dendritic Cell	344506	5	3075	3	7.009672324834822e-06	0.0189892023279775	1	0.004
level1	HLA DR on Dendritic Cell	344506	5	3075	4	3.1449584753342395e-08	8.519692509680454e-05	8	0.018
level1	HLA DR on CD33- HLA DR+	344506	3	3075	3	7.104359911888922e-07	0.0019245711001307	18	0.038
level1	Persistent hepatitis B virus infection	344506	8	3075	5	3.0925714108139756e-09	8.37777595189506e-06	18	0.038
level1	Complement C4 levels	344506	43	3075	8	4.386245930176678e-09	1.188234022484862e-05	41	0.084
level1	Feeling miserable	344506	64	3075	7	1.7859313991764573e-06	0.004838088160369	12	0.026
level1	Experiencing mood swings	344506	69	3075	7	2.9836136743444785e-06	0.0080826094437991	31	0.064
level1	IgG glycosylation patterns	344506	56	3075	6	1.115484755938383e-05	0.0302184820383707	27	0.056
level1	Feeling worry	344506	71	3075	10	8.909686879389355e-10	2.413634175626577e-06	40	0.082
level1	Irritable mood	344506	67	3075	7	2.442578646671465e-06	0.006616945553833	21	0.044
level1	Response to hepatitis B vaccine	344506	21	3075	10	1.0205148705662639e-15	2.7645747843640094e-12	28	0.058
level1	Feeling nervous	344506	67	3075	8	1.631846529994071e-07	0.0004420672249753	33	0.068
level1	Feeling guilty	344506	29	3075	8	1.4506048579594527e-10	3.929688560212157e-07	36	0.074
level1	Feeling fed-up	344506	60	3075	11	6.4619310934617095e-12	1.7505371332187773e-08	28	0.058
level1	Hip circumference adjusted for BMI	344506	3359	3075	60	6.833078770425394e-07	0.0018510810389082	132	0.265
level1	Childhood steroid-sensitive nephrotic syndrome	344506	29	3075	7	5.892382234204738e-09	1.5962463472460637e-05	28	0.058
level1	A body shape index	344506	1514	3075	58	1.0778501196199637e-19	2.9198959740504823e-16	130	0.261
level1	Waist-hip index	344506	2526	3075	78	2.260962349185427e-20	6.124947003943322e-17	134	0.269
level1	Dimethylglycine levels	344506	31	3075	6	3.060332775966212e-07	0.0008290441490092	26	0.054
level1	Depressed affect	344506	157	3075	15	1.789030839824428e-11	4.846484545084375e-08	19	0.04
level1	Worry	344506	147	3075	10	9.925733224665185e-07	0.0026888811305617	19	0.04
level1	General factor of neuroticism	344506	308	3075	15	1.767770371186153e-07	0.0004788889935543	49	0.1
level1	Extraintestinal manifestations in inflammatory bowel disease (primary sclerosing cholangitis)	344506	10	3075	5	1.37107963603656e-08	3.714254734023041e-05	29	0.06
level1	Arylsulfatase B levels	344506	29	3075	7	5.892382234204738e-09	1.5962463472460637e-05	14	0.03
level1	Phosphatidylglycerol-O_42:0_[M-H]1- levels	344506	6	3075	3	1.3925668519828548e-05	0.0377246360202155	25	0.052
level1	Phosphatidylinositol(34:2)_[M-H]1- levels	344506	91	3075	9	1.443875490289118e-07	0.0003911458703193	61	0.124
level1	Cerebral amyloid deposition (PET imaging)	344506	51	3075	13	7.738692788704973e-16	2.096411876460177e-12	29	0.06
level1	Sphingomyelin_42:2_[M+OAc]1- levels	344506	5	3075	4	3.1449584753342395e-08	8.519692509680454e-05	25	0.052
level1	Ubiquitin carboxyl-terminal hydrolase 25 levels (USP25.9215.117.3)	344506	15	3075	4	7.99367082035622e-06	0.021654854252345	10	0.022
level1	Complement C4 levels (C4A.C4B.4481.34.2)	344506	27	3075	6	1.2685251462806674e-07	0.0003436434621274	22	0.046
level1	HLA class II histocompatibility antigen, DQ alpha 2 chain levels (HLA.DQA2.7757.5.3)	344506	5	3075	3	7.009672324834822e-06	0.0189892023279775	6	0.014
level1	Serum uromodulin levels (aptamer-based assay)	344506	16	3075	4	1.0582469252148994e-05	0.0286679092040716	0	0.002
level1	Rheumatoid arthritis or multiple sclerosis	344506	53	3075	8	2.4769805425396573e-08	6.71014028973993e-05	65	0.132
level1	Rheumatoid arthritis or irritable bowel disease	344506	86	3075	16	8.393146843398116e-17	2.27370347987655e-13	61	0.124
level1	Rheumatoid arthritis or type 1 diabetes	344506	107	3075	8	5.950014878730369e-06	0.0161185903064805	62	0.126
level1	Betaine levels	344506	27	3075	6	1.2685251462806674e-07	0.0003436434621274	10	0.022
level1	Severe COVID-19 or systemic lupus erythematosus (MTAG)	344506	14	3075	4	5.904003523799557e-06	0.015993945545973	6	0.014
level1	COVID-19 hospitalization or systemic lupus erythematosus (MTAG)	344506	17	3075	5	3.195882183013545e-07	0.0008657644833783	3	0.008
level1	Posterolateral temporal area (unadjusted for global measures)	344506	33	3075	5	1.088494913649382e-05	0.0294873272107617	32	0.066
level1	Dorsomedial frontal area (unadjusted for global measures)	344506	54	3075	7	5.502937977449971e-07	0.0014907458980911	18	0.038
level1	Parsopercularis area (unadjusted for global measures)	344506	46	3075	7	1.769957715991863e-07	0.0004794815452621	14	0.03
level1	Occipital area (unadjusted for global measures)	344506	45	3075	8	6.417669722383206e-09	1.7385467277936106e-05	25	0.052
level1	Anteromedial temporal area (unadjusted for global measures)	344506	29	3075	7	5.892382234204738e-09	1.5962463472460637e-05	15	0.032
level1	Dorsolateral prefrontal area (unadjusted for global measures)	344506	48	3075	8	1.0971193349275142e-08	2.972096278318636e-05	32	0.066
level1	COVID-19 severity	344506	47	3075	7	2.0635735311879334e-07	0.0005590220695988	32	0.066
level1	Inferior parietal area (unadjusted for global measures)	344506	45	3075	8	6.417669722383206e-09	1.7385467277936106e-05	28	0.058
level1	Superior temporal area (unadjusted for global measures)	344506	39	3075	6	1.2758009933096696e-06	0.0034561448908758	21	0.044
level1	Precuneus area (unadjusted for global measures)	344506	34	3075	5	1.2667466137080528e-05	0.0343161657653511	24	0.05
level1	Superior parietal area (unadjusted for global measures)	344506	30	3075	7	7.625988423150303e-09	2.065880263831417e-05	32	0.066
level1	Allergen component sensitization (Hevea brasiliensis 8)	344506	77	3075	23	1.0366001335549956e-28	2.8081497618004827e-25	39	0.08
level1	Breast cancer or critical COVID-19 (pleiotropy)	344506	6	3075	3	1.3925668519828548e-05	0.0377246360202155	16	0.034
level1	Ovarian cancer or hospitalized COVID-19 (pleiotropy)	344506	6	3075	3	1.3925668519828548e-05	0.0377246360202155	9	0.02
level1	Ovarian cancer or critical COVID-19 (pleiotropy)	344506	4	3075	3	2.822738679636182e-06	0.0076467990831344	18	0.038
level1	Metabolite levels (dimethylglycine)	344506	4	3075	4	6.3350953854002464e-09	1.7161773399049265e-05	18	0.038
level1	Left ventricular end diastole inferoseptal wall thickness	344506	5	3075	3	7.009672324834822e-06	0.0189892023279775	17	0.036
level1	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	3075	247	1.2350032833234512e-268	3.3456238945232283e-265	106	0.214
level1	Hepatitis B virus antibody levels	344506	5	3075	3	7.009672324834822e-06	0.0189892023279775	19	0.04
level1	Seropositivity for aix galericulata (mandarin duck) peptide (twist_23200)	344506	11	3075	4	1.988514967982129e-06	0.0053868870482635	60	0.122
level1	Seropositivity for hordeum vulgare (barley) peptide (twist_15602)	344506	6	3075	3	1.3925668519828548e-05	0.0377246360202155	28	0.058
level1	Seropositivity for human adenovirus 12 peptide (twist_55551)	344506	4	3075	3	2.822738679636182e-06	0.0076467990831344	21	0.044
level1	Seropositivity for streptococcus pneumoniae peptide (twist_15509)	344506	4	3075	3	2.822738679636182e-06	0.0076467990831344	12	0.026
level1	Seropositivity for streptococcus pneumoniae peptide (agilent_226736)	344506	7	3075	4	2.1701974071994818e-07	0.0005879064776103	29	0.06
level1	Seropositivity for streptococcus pneumoniae peptide (agilent_242450)	344506	8	3075	5	3.0925714108139756e-09	8.37777595189506e-06	49	0.1
level1	Seropositivity for gallus gallus ovomucoid precursor gallus peptide (twist_30726)	344506	11	3075	5	2.4949989411237836e-08	6.758952131504329e-05	41	0.084
level1	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_84757)	344506	21	3075	5	1.0201691484209854e-06	0.0027636382230724	63	0.128
level1	Seropositivity for struthio camelus (ostrich) peptide (twist_5109)	344506	8	3075	4	4.309469099078345e-07	0.0011674351789403	33	0.068
level1	Seropositivity for streptococcus pneumoniae peptide (twist_54623)	344506	3	3075	3	7.104359911888922e-07	0.0019245711001307	19	0.04
level1	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_80555)	344506	4	3075	3	2.822738679636182e-06	0.0076467990831344	19	0.04
level1	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_205647)	344506	5	3075	4	3.1449584753342395e-08	8.519692509680454e-05	27	0.056
level1	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_171284)	344506	4	3075	3	2.822738679636182e-06	0.0076467990831344	17	0.036
level1	Seropositivity for bacteroides peptide (agilent_153971)	344506	4	3075	3	2.822738679636182e-06	0.0076467990831344	21	0.044
level1	Seropositivity for bacilli peptide (agilent_5601)	344506	5	3075	4	3.1449584753342395e-08	8.519692509680454e-05	23	0.048
level1	Seropositivity for streptococcus phage peptide (twist_76831)	344506	3	3075	3	7.104359911888922e-07	0.0019245711001307	21	0.044
level1	Seropositivity for enterobacteria phage peptide (twist_92147)	344506	3	3075	3	7.104359911888922e-07	0.0019245711001307	20	0.042
