level	trait	total_gwas_snps	trait_snps	eqtls_in_catalog	trait_eqtls	pval	adj_pval	sim_count	sim_pval
level0	Ventromedial occipital thickness (unadjusted for global measures)	344506	32	1170	4	4.411975506827486e-06	0.0044913910659503	7.0	0.016
level0	Ventral frontal thickness (unadjusted for global measures)	344506	29	1170	4	2.9377688478036787e-06	0.0029906486870641	4.0	0.01
level0	Corpus callosum fractional anisotropy (body)	344506	21	1170	4	7.564818814795358e-07	0.0007700985553461	1.0	0.004
level0	Breast cancer or critical COVID-19 (pleiotropy)	344506	6	1170	3	7.754839955344318e-07	0.000789442707454	5.0	0.012
level0	Ovarian cancer or hospitalized COVID-19 (pleiotropy)	344506	6	1170	3	7.754839955344318e-07	0.000789442707454	4.0	0.01
level0	Ovarian cancer or critical COVID-19 (pleiotropy)	344506	4	1170	3	1.5588769614606605e-07	0.0001586936746766	5.0	0.012
level0	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	1170	28	1.2581748170178168e-16	1.2808219637241374e-13	69.0	0.14
level0	Seropositivity for aegilops tauschii (tausch's goatgrass) peptide (twist_22888)	344506	2	1170	2	1.1524127465239234e-05	0.0117315617596135	5.0	0.012
level0	Seropositivity for aix galericulata (mandarin duck) peptide (twist_23200)	344506	11	1170	3	6.316951278532637e-06	0.0064306564015462	15.0	0.032
level0	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_84757)	344506	21	1170	4	7.564818814795358e-07	0.0007700985553461	26.0	0.054
level0	Seropositivity for root peptide (agilent_184788)	344506	3	1170	3	3.907118894974084e-08	3.9774470350836176e-05	21.0	0.044
level0	Seropositivity for struthio camelus (ostrich) peptide (twist_5109)	344506	8	1170	3	2.1603424991112307e-06	0.0021992286640952	21.0	0.044
level0	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_90420)	344506	2	1170	2	1.1524127465239234e-05	0.0117315617596135	5.0	0.012
level0	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_171144)	344506	3	1170	2	3.4494240004945834e-05	0.0351151363250348	7.0	0.016
level0	Seropositivity for anser anser (greylag goose) peptide (twist_23199)	344506	9	1170	3	3.2322877479255407e-06	0.0032904689273882	9.0	0.02
level0	Seropositivity for enterobacteria phage peptide (twist_92147)	344506	3	1170	2	3.4494240004945834e-05	0.0351151363250348	19.0	0.04
level0	Seropositivity for faecalibacterium prausnitzii a2-165 peptide (agilent_194982)	344506	4	1170	3	1.5588769614606605e-07	0.0001586936746766	16.0	0.034
level0	Seropositivity for streptococcus pneumoniae peptide (agilent_229734)	344506	3	1170	2	3.4494240004945834e-05	0.0351151363250348	21.0	0.044
level0	Seropositivity for meleagris gallopavo (turkey) peptide (twist_3824)	344506	12	1170	3	8.401231831083217e-06	0.0085524540040427	12.0	0.026
level0	Seropositivity for lactobacillus phage LFEINF peptide (twist_64023)	344506	18	1170	3	3.0689837758835066e-05	0.031242254838494	24.0	0.05
level0	Seropositivity for lactobacillus phage LFEINF peptide (twist_88894)	344506	18	1170	3	3.0689837758835066e-05	0.031242254838494	20.0	0.042
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_26954)	344506	12	1170	5	3.4784777586768243e-10	3.541090358333007e-07	21.0	0.044
level0	Seropositivity for triticum monococcum (einkorn wheat) peptide (twist_2100)	344506	2	1170	2	1.1524127465239234e-05	0.0117315617596135	5.0	0.012
level0	Seropositivity for staphylococcus aureus peptide (twist_39975)	344506	9	1170	3	3.2322877479255407e-06	0.0032904689273882	10.0	0.022
level0	Seropositivity for staphylococcus aureus subsp. aureus strain newman peptide (agilent_239239)	344506	3	1170	2	3.4494240004945834e-05	0.0351151363250348	18.0	0.038
level0	Seropositivity for staphylococcus aureus peptide (agilent_222726)	344506	3	1170	2	3.4494240004945834e-05	0.0351151363250348	3.0	0.008
level0	Seropositivity for staphylococcus aureus peptide (agilent_240086)	344506	5	1170	3	3.8872927922126993e-07	0.0003957264062472	15.0	0.032
level0	Seropositivity for staphylococcus aureus peptide (agilent_222322)	344506	7	1170	3	1.3536508633716908e-06	0.0013780165789123	16.0	0.034
level1	Nasopharyngeal carcinoma	344506	22	253	2	0.0001228918595243	0.0336723695096855	8.0	0.018
level1	Neuroticism	344506	1057	253	6	0.0001484469718764	0.0406744702941429	7.0	0.016
level1	Waist-to-hip ratio adjusted for BMI	344506	3741	253	14	9.713153879260833e-07	0.0002661404162917	57.0	0.116
level1	Waist-hip index	344506	2526	253	13	6.908485936301335e-08	1.892925146546566e-05	55.0	0.112
level1	Reaction time	344506	539	253	9	3.798511587140916e-10	1.0407921748766112e-07	8.0	0.018
level1	Tanner 3 to Tanner 4 pubertal stage transition (joint longitudinal BMI and survival model)	344506	20	253	2	0.000101178042942	0.0277227837661232	4.0	0.01
level1	GM3 ganglioside (d18:1/24:0) levels	344506	4	253	2	3.220015850233257e-06	0.0008822843429639	3.0	0.008
level1	Tapasin-related protein levels (TAPBPL.6364.7.3)	344506	5	253	2	5.364086668001423e-06	0.0014697597470323	2.0	0.006
level1	Rheumatoid arthritis or multiple sclerosis	344506	53	253	3	8.922662755772973e-06	0.0024448095950817	12.0	0.026
level1	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	253	29	2.675453191010168e-36	7.33074174336786e-34	48.0	0.098
level2	Chronic hepatitis B infection	344506	19	592	3	4.792786050149105e-06	0.0030050768534434	32.0	0.066
level2	Serum levels of protein NAAA	344506	6	592	2	4.4017361954047886e-05	0.027598885945188	13.0	0.028
level2	Serum levels of protein CREG1	344506	4	592	2	1.7647204579845905e-05	0.0110647972715633	0.0	0.002
level2	Serum levels of protein SMPDL3A	344506	5	592	2	2.937843630341704e-05	0.0184202795622424	13.0	0.028
level2	Waist-to-hip ratio adjusted for BMI	344506	3741	592	42	3.3938437840084636e-21	2.127940052573307e-18	162.0	0.325
level2	Hip circumference adjusted for BMI	344506	3359	592	39	2.925586237091141e-20	1.8343425706561456e-17	114.0	0.23
level2	HTLV-1 associated myelopathy	344506	8	592	3	2.809162584098791e-07	0.0001761344940229	18.0	0.038
level2	Waist-hip index	344506	2526	592	38	1.455268580710212e-23	9.12453400105303e-21	164.0	0.329
level2	Acid sphingomyelinase-like phosphodiesterase 3a levels (SMPDL3A.14086.11.3)	344506	6	592	3	1.0058495123866518e-07	6.306676442664307e-05	14.0	0.03
level2	N-acylethanolamine-hydrolyzing acid amidase levels	344506	54	592	4	2.549752789680717e-06	0.0015986949991298	14.0	0.03
level2	Cathepsin Z levels	344506	50	592	6	3.741178805799716e-10	2.3457191112364215e-07	14.0	0.03
level2	Lysosomal protective protein levels	344506	8	592	3	2.809162584098791e-07	0.0001761344940229	14.0	0.03
level2	A body shape index	344506	1514	592	17	2.211959269209982e-09	1.3868984617946586e-06	120.0	0.242
level2	Killer cell immunoglobulin-like receptor 2DS2 levels (KIR2DS2.10428.1.3)	344506	6	592	4	1.2912233285431774e-10	8.095970269965723e-08	46.0	0.094
level2	Cathepsin Z levels (CTSZ.4971.1.1)	344506	3	592	2	8.833686629756804e-06	0.0055387215168575	14.0	0.03
level2	Vaginal microbiome MetaCyc pathway (PWY0-1298|superpathway of pyrimidine deoxyribonucleosides degradation)	344506	22	592	9	5.994469646692017e-20	3.7585324684758944e-17	30.0	0.062
level2	Vaginal microbiome MetaCyc pathway (PWY-6608|guanosine nucleotides degradation III)	344506	22	592	9	5.994469646692017e-20	3.7585324684758944e-17	30.0	0.062
level2	Vaginal microbiome MetaCyc pathway (PWY-5695|urate biosynthesis/inosine 5'-phosphate degradation)	344506	26	592	9	3.7425498788769453e-19	2.3465787740558443e-16	30.0	0.062
level2	Vaginal microbiome MetaCyc pathway (PWY-6609|adenine and adenosine salvage III)	344506	21	592	8	1.4468928840595156e-17	9.072018383053162e-15	30.0	0.062
level2	Beta-hexosaminidase subunit beta levels	344506	9	592	3	4.208342920234687e-07	0.0002638631010987	14.0	0.03
level2	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	592	46	7.513831399417314e-49	4.711172287434656e-46	152.0	0.305
level2	Seropositivity for aix galericulata (mandarin duck) peptide (twist_23200)	344506	11	592	5	6.7487318667769175e-12	4.231454880469127e-09	53.0	0.108
level2	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_84757)	344506	21	592	8	1.4468928840595156e-17	9.072018383053162e-15	46.0	0.094
level2	Seropositivity for struthio camelus (ostrich) peptide (twist_5109)	344506	8	592	3	2.809162584098791e-07	0.0001761344940229	41.0	0.084
level2	Seropositivity for anser anser (greylag goose) peptide (twist_23199)	344506	9	592	3	4.208342920234687e-07	0.0002638631010987	22.0	0.046
level2	Seropositivity for clostridiales peptide (agilent_68956)	344506	17	592	6	3.057320732106807e-13	1.9169400990309679e-10	69.0	0.14
level2	Seropositivity for streptococcus pneumoniae peptide (agilent_221864)	344506	7	592	2	6.155398751645215e-05	0.0385943501728155	21.0	0.044
level2	Seropositivity for meleagris gallopavo (turkey) peptide (twist_3824)	344506	12	592	4	4.2262550792494385e-09	2.649861934689398e-06	23.0	0.048
level2	Seropositivity for meleagris gallopavo (turkey) peptide (twist_1792)	344506	10	592	4	1.797861383740321e-09	1.1272590876051812e-06	30.0	0.062
level2	Seropositivity for lactobacillus phage LFEINF peptide (twist_64023)	344506	18	592	5	1.2392000016736363e-10	7.769784010493699e-08	45.0	0.092
level2	Seropositivity for lactobacillus phage LFEINF peptide (twist_88894)	344506	18	592	6	4.579296731227556e-13	2.871219050479677e-10	45.0	0.092
level3	Waist-to-hip ratio adjusted for body mass index	344506	150	513	5	3.555554391799844e-06	0.0015644439323919	47.0	0.096
level3	Osteoarthritis (hip)	344506	68	513	4	3.669480680850508e-06	0.0016145714995742	36.0	0.074
level3	5-methyluridine (ribothymidine) levels	344506	20	513	3	3.6722254662201807e-06	0.0016157792051368	36.0	0.074
level3	Worry	344506	147	513	6	1.120279384328958e-07	4.929229291047415e-05	48.0	0.098
level3	CD4+ T cell-associated HIV-1 RNA-to-DNA ratio in long-term suppressive antiretroviral treated HIV-1	344506	4	513	2	1.3252169141911268e-05	0.0058309544224409	88.0	0.178
level3	Lysozyme C levels	344506	6	513	2	3.306495236258725e-05	0.0145485790395383	28.0	0.058
level3	Tyrosine-protein phosphatase non-receptor type substrate 1 levels	344506	30	513	6	6.0991181270020195e-12	2.683611975880889e-09	47.0	0.096
level3	Tyrosine-protein phosphatase non-receptor type substrate 1 levels (SIRPA.5430.66.3)	344506	2	513	2	2.213069263152667e-06	0.0009737504757871	47.0	0.096
level3	Verbal learning	344506	131	513	86	1.0853738831356514e-211	4.775645085796866e-209	51.0	0.104
level3	Verbal learning (visual presentation)	344506	13	513	3	9.284630014277872e-07	0.0004085237206282	48.0	0.098
level3	5,6-dihydrothymine levels	344506	3	513	2	6.632642533580221e-06	0.0029183627147752	37.0	0.076
level3	Uridine levels	344506	12	513	4	2.382843808767145e-09	1.0484512758575435e-06	41.0	0.084
level3	2'-deoxyuridine levels	344506	4	513	2	1.3252169141911268e-05	0.0058309544224409	1.0	0.004
level3	Resistance to COVID-19 infection (Exposed negative vs positive)	344506	522	513	7	1.6221196232230148e-05	0.0071373263421812	48.0	0.098
level3	Drinks per week	344506	1158	513	10	1.237774271730404e-05	0.0054462067956137	42.0	0.086
level3	Metabolite levels (5-methyluridine (ribothymidine); ribothymidine)	344506	5	513	2	2.20651129560194e-05	0.0097086497006485	8.0	0.018
level3	Bone mineral density mean	344506	5547	513	46	1.8449107444142465e-20	8.117607275422684e-18	12.0	0.026
level3	Metabolite levels (2'-deoxyuridine; __deoxyuridine)	344506	2	513	2	2.213069263152667e-06	0.0009737504757871	0.0	0.0
level3	SIRPA protein levels	344506	4	513	2	1.3252169141911268e-05	0.0058309544224409	33.0	0.068
level4	Multiple sclerosis	344506	617	1267	16	2.2697050543822863e-09	2.8825254190655035e-06	91.0	0.184
level4	Nasal polyps	344506	36	1267	4	9.765108290923206e-06	0.0124016875294724	18.0	0.038
level4	Asthma	344506	997	1267	19	1.1043006484752363e-08	1.40246182356355e-05	69.0	0.14
level4	Crohn's disease	344506	477	1267	11	2.191211517050304e-06	0.0027828386266538	22.0	0.046
level4	Inflammatory bowel disease	344506	665	1267	17	8.957618281376325e-10	1.1376175217347935e-06	83.0	0.168
level4	Ulcerative colitis	344506	307	1267	14	1.5992312492449768e-11	2.0310236865411213e-08	116.0	0.234
level4	IgA nephropathy	344506	159	1267	7	2.4562056718113595e-06	0.0031193812032004	90.0	0.182
level4	Systemic lupus erythematosus	344506	863	1267	20	1.6705890784130902e-10	2.121648129584625e-07	130.0	0.261
level4	Chronic hepatitis C infection	344506	14	1267	4	1.7699176254436045e-07	0.0002247795384313	94.0	0.19
level4	Takayasu arteritis	344506	144	1267	10	2.1499044881213435e-10	2.730378699914106e-07	237.0	0.475
level4	Asthma (adult onset)	344506	141	1267	9	3.6274046109419252e-09	4.606803855896245e-06	65.0	0.132
level4	Type 1 diabetes	344506	372	1267	14	1.9912090968880351e-10	2.528835553047805e-07	100.0	0.202
level4	Multiple sclerosis (OCB status)	344506	10	1267	4	3.756956469538597e-08	4.771334716314018e-05	115.0	0.232
level4	Alopecia areata	344506	49	1267	5	1.11298291835026e-06	0.0014134883063048	26.0	0.054
level4	Hepatitis C (spontaneous viral clearance)	344506	18	1267	4	5.347428440652428e-07	0.0006791234119628	117.0	0.236
level4	Adult asthma	344506	45	1267	4	2.4058373592477472e-05	0.0305541344624463	45.0	0.092
level4	ACPA-positive rheumatoid arthritis (smoking interaction)	344506	15	1267	3	2.184636751266939e-05	0.0277448867410901	43.0	0.088
level4	Epstein Barr virus nuclear antigen 1 IgG levels	344506	6	1267	4	2.7152416247174714e-09	3.448356863391189e-06	115.0	0.232
level4	Primary central nervous system lymphoma	344506	7	1267	3	1.7178952155485923e-06	0.0021817269237467	98.0	0.198
level4	Immunoglobulin A vasculitis	344506	60	1267	13	9.331478750160844e-20	1.1850978012704271e-16	115.0	0.232
level4	HLA DR on Dendritic Cell	344506	5	1267	3	4.935384650874303e-07	0.000626793850661	94.0	0.19
level4	CD8 on Natural Killer T	344506	2	1267	2	1.3515060715034847e-05	0.0171641271080942	22.0	0.046
level4	Response to hepatitis B vaccine	344506	21	1267	6	1.2658981756964198e-10	1.6076906831344535e-07	116.0	0.234
level4	Childhood steroid-sensitive nephrotic syndrome	344506	29	1267	5	7.367086282395544e-08	9.35619957864234e-05	117.0	0.236
level4	Waist-to-hip ratio adjusted for BMI	344506	3741	1267	33	6.227936529711372e-06	0.0079094793927334	345.0	0.691
level4	Waist-hip index	344506	2526	1267	31	1.2197963051920545e-08	1.549141307593909e-05	331.0	0.663
level4	Asthma (childhood onset)	344506	400	1267	9	2.1973745383847192e-05	0.0279066566374859	32.0	0.066
level4	Nonatopic asthma	344506	109	1267	6	3.5865275795309512e-06	0.0045548900260043	48.0	0.098
level4	Hay fever and/or eczema	344506	154	1267	6	2.584122372421829e-05	0.0328183541297572	28.0	0.058
level4	Anti-anoctamin 2 antibody levels	344506	10	1267	3	5.8414805773356e-06	0.0074186803332162	96.0	0.194
level4	Sarcoidosis	344506	146	1267	9	4.927608620929574e-09	6.258062948580559e-06	97.0	0.196
level4	A body shape index	344506	1514	1267	20	1.5070519601497105e-06	0.0019139559893901	272.0	0.545
level4	Complement C4 levels	344506	43	1267	4	2.0043977018575185e-05	0.0254558508135904	61.0	0.124
level4	Rheumatoid arthritis or type 1 diabetes	344506	107	1267	6	3.2208665129376308e-06	0.0040905004714307	76.0	0.154
level4	Rheumatoid arthritis or irritable bowel disease	344506	86	1267	5	1.8163822617093915e-05	0.0230680547237092	110.0	0.222
level4	Pediatric steroid sensitive nephrotic syndrome	344506	41	1267	5	4.481909270575937e-07	0.0005692024773631	117.0	0.236
level4	(Z)-4-hydroxytamoxifen to tamoxifen ratio in tamoxifen-treated hormone-receptor-positive breast cancer	344506	6	1267	4	2.7152416247174714e-09	3.448356863391189e-06	75.0	0.152
level4	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	1267	38	1.9588136195250043e-25	2.4876932967967555e-22	309.0	0.619
level4	Steroid-dependent/frequent relapse nephrotic syndrome	344506	11	1267	3	8.009961470366289e-06	0.0101726510673651	61.0	0.124
level4	Seropositivity for aix galericulata (mandarin duck) peptide (twist_23200)	344506	11	1267	4	5.886485843019297e-08	7.475837020634508e-05	169.0	0.339
level4	Seropositivity for enterobacteria phage peptide (twist_65044)	344506	4	1267	3	1.979600315882693e-07	0.0002514092401171	99.0	0.2
level4	Seropositivity for streptococcus pneumoniae peptide (agilent_231226)	344506	10	1267	4	3.756956469538597e-08	4.771334716314018e-05	98.0	0.198
level4	Seropositivity for streptococcus pneumoniae peptide (agilent_242450)	344506	8	1267	5	3.7041184433624246e-11	4.7042304230702793e-08	115.0	0.232
level4	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_84757)	344506	21	1267	5	1.2935751272605984e-08	1.64284041162096e-05	189.0	0.379
level4	Seropositivity for root peptide (agilent_184788)	344506	3	1267	3	4.962656978770142e-08	6.302574363038081e-05	116.0	0.234
level4	Seropositivity for struthio camelus (ostrich) peptide (twist_5109)	344506	8	1267	3	2.741074184169668e-06	0.0034811642138954	184.0	0.369
level4	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_80555)	344506	4	1267	3	1.979600315882693e-07	0.0002514092401171	113.0	0.228
level4	Seropositivity for streptococcus phage peptide (twist_76831)	344506	3	1267	3	4.962656978770142e-08	6.302574363038081e-05	101.0	0.204
level4	Seropositivity for faecalibacterium prausnitzii a2-165 peptide (agilent_194982)	344506	4	1267	3	1.979600315882693e-07	0.0002514092401171	79.0	0.16
level4	Seropositivity for clostridiales peptide (agilent_68956)	344506	17	1267	3	3.2470482551295233e-05	0.0412375128401449	178.0	0.357
level4	Seropositivity for bubalus bubalis (buffalo) peptide (twist_22083)	344506	2	1267	2	1.3515060715034847e-05	0.0171641271080942	50.0	0.102
level4	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_46937)	344506	4	1267	3	1.979600315882693e-07	0.0002514092401171	115.0	0.232
level4	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_34377)	344506	4	1267	3	1.979600315882693e-07	0.0002514092401171	78.0	0.158
level4	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_7435)	344506	2	1267	2	1.3515060715034847e-05	0.0171641271080942	14.0	0.03
level4	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_212)	344506	3	1267	3	4.962656978770142e-08	6.302574363038081e-05	117.0	0.236
level4	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_46426)	344506	3	1267	3	4.962656978770142e-08	6.302574363038081e-05	117.0	0.236
level4	Seropositivity for klebsiella phage peptide (twist_64561)	344506	2	1267	2	1.3515060715034847e-05	0.0171641271080942	50.0	0.102
level4	Seropositivity for bos taurus peptide (twist_36969)	344506	2	1267	2	1.3515060715034847e-05	0.0171641271080942	50.0	0.102
level4	Seropositivity for lactobacillus phage LFEINF peptide (twist_64023)	344506	18	1267	4	5.347428440652428e-07	0.0006791234119628	195.0	0.391
level4	Seropositivity for lactobacillus phage LFEINF peptide (twist_88894)	344506	18	1267	4	5.347428440652428e-07	0.0006791234119628	187.0	0.375
level4	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_26954)	344506	12	1267	3	1.0650602451182445e-05	0.0135262651130017	101.0	0.204
level4	Seropositivity for human mastadenovirus peptide (agilent_329)	344506	2	1267	2	1.3515060715034847e-05	0.0171641271080942	56.0	0.114
level4	Seropositivity for mycobacterium tuberculosis peptide (twist_52112)	344506	2	1267	2	1.3515060715034847e-05	0.0171641271080942	50.0	0.102
level4	Seropositivity (peptide co-occurrence module 19: pathobion, phages)	344506	5	1267	3	4.935384650874303e-07	0.000626793850661	99.0	0.2
level4	Seropositivity (peptide co-occurrence module 13: ABC transporters , ATP-binding proteins)	344506	4	1267	3	1.979600315882693e-07	0.0002514092401171	115.0	0.232
