level	trait	total_gwas_snps	trait_snps	eqtls_in_catalog	trait_eqtls	pval	adj_pval	sim_count	sim_pval
level0	Adult asthma	344506	45	1256	5	6.917339635475065e-07	0.0009303821809713	2	0.006
level0	Parkinson's disease or first degree relation to individual with Parkinson's disease	344506	107	1256	7	1.599132966695782e-07	0.0002150833840205	6	0.014
level0	Cortical surface area (global PC1)	344506	15	1256	5	1.8617146454645762e-09	2.5040061981498557e-06	15	0.032
level0	ACPA-positive rheumatoid arthritis (smoking interaction)	344506	15	1256	8	1.9205316680546507e-16	2.5831150935335053e-13	10	0.022
level0	Waist-to-hip ratio adjusted for BMI	344506	3741	1256	48	2.0884000692287907e-13	2.808898093112723e-10	55	0.112
level0	Epstein Barr virus nuclear antigen 1 IgG levels	344506	6	1256	4	2.622193793558393e-09	3.5268506523360385e-06	11	0.024
level0	Primary central nervous system lymphoma	344506	7	1256	3	1.673664554293256e-06	0.0022510788255244	7	0.016
level0	Immunoglobulin A vasculitis	344506	60	1256	16	1.1410211022285272e-25	1.5346733824973692e-22	12	0.026
level0	HLA DR on Dendritic Cell	344506	5	1256	3	4.80808255448131e-07	0.0006466871035777	8	0.018
level0	IDP dMRI TBSS L2 Superior fronto-occipital fasciculus L	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	12	0.026
level0	IDP dMRI ProbtrackX L1 ptr l	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	13	0.028
level0	aseg global volume SupraTentorialNotVent	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	9	0.02
level0	Alzheimer's disease or family history of Alzheimer's disease	344506	309	1256	17	4.529146769837163e-15	6.091702405430984e-12	7	0.016
level0	Giant cell arteritis	344506	8	1256	3	2.670563761439173e-06	0.0035919082591356	4	0.01
level0	Experiencing mood swings	344506	69	1256	7	7.461976084381243e-09	1.0036357833492772e-05	17	0.036
level0	Feeling hurt	344506	46	1256	5	7.737512318973853e-07	0.0010406954069019	17	0.036
level0	Feeling worry	344506	71	1256	5	6.8154410817831085e-06	0.0091667682549982	12	0.026
level0	Irritable mood	344506	67	1256	8	1.6463776313081654e-10	2.214377914109483e-07	20	0.042
level0	Response to hepatitis B vaccine	344506	21	1256	5	1.2388305471391884e-08	1.6662270859022085e-05	10	0.022
level0	Feeling nervous	344506	67	1256	5	5.116741667587081e-06	0.0068820175429046	9	0.02
level0	Feeling guilty	344506	29	1256	5	7.056809935759022e-08	9.491409363595884e-05	16	0.034
level0	Alzheimer's disease	344506	342	1256	10	7.118710974039044e-07	0.0009574666260082	0	0.002
level0	Childhood steroid-sensitive nephrotic syndrome	344506	29	1256	4	3.883445626231928e-06	0.0052232343672819	8	0.018
level0	A body shape index	344506	1514	1256	32	6.0998301370345815e-15	8.204271534311512e-12	36	0.074
level0	Waist-hip index	344506	2526	1256	43	3.0810068196955966e-16	4.143954172490578e-13	49	0.1
level0	Depressed affect	344506	157	1256	15	5.061441533606829e-17	6.807638862701186e-14	16	0.034
level0	Worry	344506	147	1256	10	2.4225415169320366e-10	3.25831834027359e-07	16	0.034
level0	General factor of neuroticism	344506	308	1256	21	3.5174149552596183e-20	4.730923114824187e-17	17	0.036
level0	Anti-anoctamin 2 antibody levels	344506	10	1256	3	5.691489185217732e-06	0.0076550529541178	10	0.022
level0	Alzheimer's disease (age of onset) in APOE e4 non-carriers	344506	9	1256	3	3.994928174021875e-06	0.0053731783940594	17	0.036
level0	Schizophrenia or ER positive breast cancer (pleiotropy)	344506	17	1256	3	3.164203855566215e-05	0.0425585418573655	5	0.012
level0	Tyrosine-protein phosphatase non-receptor type substrate 1 levels	344506	30	1256	6	1.2786741344297446e-09	1.7198167108080064e-06	2	0.006
level0	Tyrosine-protein phosphatase non-receptor type substrate 1 levels (SIRPA.5430.66.3)	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	2	0.006
level0	Disruptive behavior (multivariate analysis)	344506	50	1256	4	3.543128128703958e-05	0.0476550733310682	4	0.01
level0	COVID-19 hospitalization or systemic lupus erythematosus (MTAG)	344506	17	1256	3	3.164203855566215e-05	0.0425585418573655	1	0.004
level0	Pediatric steroid sensitive nephrotic syndrome	344506	41	1256	5	4.2945147890816457e-07	0.0005776122391314	11	0.024
level0	Posterolateral temporal area (unadjusted for global measures)	344506	33	1256	5	1.3933707139980682e-07	0.0001874083610327	12	0.026
level0	Dorsomedial frontal area (unadjusted for global measures)	344506	54	1256	5	1.742545309060117e-06	0.0023437234406858	6	0.014
level0	Parsopercularis area (unadjusted for global measures)	344506	46	1256	4	2.5398294525271345e-05	0.0341607061364899	4	0.01
level0	Occipital area (unadjusted for global measures)	344506	45	1256	5	6.917339635475065e-07	0.0009303821809713	12	0.026
level0	Middle temporal thickness (unadjusted for global measures)	344506	23	1256	4	1.4733004269235382e-06	0.0019815890742121	10	0.022
level0	Anteromedial temporal area (unadjusted for global measures)	344506	29	1256	4	3.883445626231928e-06	0.0052232343672819	6	0.014
level0	Dorsolateral prefrontal area (unadjusted for global measures)	344506	48	1256	5	9.607261303353894e-07	0.001292176645301	13	0.028
level0	COVID-19 severity	344506	47	1256	7	4.663902195384748e-10	6.272948452792487e-07	17	0.036
level0	Motor premotor area (unadjusted for global measures)	344506	39	1256	5	3.319445113446637e-07	0.0004464653677585	12	0.026
level0	Inferior parietal area (unadjusted for global measures)	344506	45	1256	5	6.917339635475065e-07	0.0009303821809713	13	0.028
level0	Dorsolateral prefrontal thickness (unadjusted for global measures)	344506	23	1256	4	1.4733004269235382e-06	0.0019815890742121	8	0.018
level0	Superior parietal area (unadjusted for global measures)	344506	30	1256	4	4.467910184623777e-06	0.0060093391983189	13	0.028
level0	Medial temporal thickness (unadjusted for global measures)	344506	15	1256	3	2.128796686378988e-05	0.0286323154317973	3	0.008
level0	Inferior parietal thickness (unadjusted for global measures)	344506	21	1256	4	1.00159142573148e-06	0.0013471404676088	9	0.02
level0	Ventromedial occipital thickness (unadjusted for global measures)	344506	32	1256	4	5.828722352772619e-06	0.0078396315644791	12	0.026
level0	Ventral frontal thickness (unadjusted for global measures)	344506	29	1256	4	3.883445626231928e-06	0.0052232343672819	5	0.012
level0	Breast cancer or hospitalized COVID-19 (pleiotropy)	344506	7	1256	3	1.673664554293256e-06	0.0022510788255244	11	0.024
level0	Breast cancer or critical COVID-19 (pleiotropy)	344506	6	1256	3	9.589943160888243e-07	0.0012898473551394	17	0.036
level0	Ovarian cancer or hospitalized COVID-19 (pleiotropy)	344506	6	1256	3	9.589943160888243e-07	0.0012898473551394	17	0.036
level0	Ovarian cancer or critical COVID-19 (pleiotropy)	344506	4	1256	3	1.928492698598904e-07	0.0002593822679615	16	0.034
level0	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	1256	31	1.2618865340129511e-18	1.697237388247419e-15	51	0.104
level0	Hepatitis B virus antibody levels	344506	5	1256	3	4.80808255448131e-07	0.0006466871035777	1	0.004
level0	Seropositivity for enterobacteria phage peptide (twist_65044)	344506	4	1256	3	1.928492698598904e-07	0.0002593822679615	8	0.018
level0	Seropositivity for human adenovirus 12 peptide (twist_55551)	344506	4	1256	3	1.928492698598904e-07	0.0002593822679615	7	0.016
level0	Seropositivity for streptococcus pneumoniae peptide (twist_54623)	344506	3	1256	3	4.8344192814384004e-08	6.502293933534649e-05	7	0.016
level0	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_24484)	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	7	0.016
level0	Seropositivity for capra hircus (goat) peptide (twist_20844)	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	7	0.016
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_27538)	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	4	0.01
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_318)	344506	3	1256	3	4.8344192814384004e-08	6.502293933534649e-05	7	0.016
level0	Seropositivity for bubalus bubalis (buffalo) peptide (twist_22083)	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	7	0.016
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_46937)	344506	4	1256	3	1.928492698598904e-07	0.0002593822679615	14	0.03
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_4834)	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	1	0.004
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_27540)	344506	3	1256	3	4.8344192814384004e-08	6.502293933534649e-05	7	0.016
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_321)	344506	3	1256	3	4.8344192814384004e-08	6.502293933534649e-05	4	0.01
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_212)	344506	3	1256	3	4.8344192814384004e-08	6.502293933534649e-05	7	0.016
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_46426)	344506	3	1256	3	4.8344192814384004e-08	6.502293933534649e-05	7	0.016
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_27552)	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	10	0.022
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_129)	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	1	0.004
level0	Seropositivity for klebsiella phage peptide (twist_64561)	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	4	0.01
level0	Seropositivity for bos taurus peptide (twist_36969)	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	7	0.016
level0	Seropositivity for human mastadenovirus peptide (agilent_9680)	344506	3	1256	3	4.8344192814384004e-08	6.502293933534649e-05	4	0.01
level0	Seropositivity for human mastadenovirus peptide (agilent_329)	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	7	0.016
level0	Seropositivity for haemophilus parainfluenzae T3T1 peptide (agilent_88528)	344506	4	1256	3	1.928492698598904e-07	0.0002593822679615	4	0.01
level0	Seropositivity for staphylococcus aureus peptide (agilent_221466)	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	7	0.016
level0	Seropositivity for staphylococcus aureus peptide (agilent_236695)	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	4	0.01
level0	Seropositivity for staphylococcus aureus peptide (twist_38683)	344506	5	1256	4	8.766129460849961e-10	1.17904441248432e-06	7	0.016
level0	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_204518)	344506	2	1256	2	1.3281314035410952e-05	0.0178633673776277	4	0.01
level0	Seropositivity for staphylococcus aureus peptide (agilent_241121)	344506	4	1256	4	1.758338057611233e-10	2.364964687487109e-07	7	0.016
level0	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_15915)	344506	8	1256	3	2.670563761439173e-06	0.0035919082591356	4	0.01
level1	Asthma	344506	997	1019	16	8.42794668127249e-08	0.0001038323031132	34	0.07
level1	Ulcerative colitis	344506	307	1019	11	3.1013720992021904e-09	3.820890426217098e-06	19	0.04
level1	IgA nephropathy	344506	159	1019	9	1.6007869458776016e-09	1.9721695173212053e-06	10	0.022
level1	Systemic lupus erythematosus	344506	863	1019	21	4.274007258056797e-13	5.265576941925973e-10	28	0.058
level1	Asthma (adult onset)	344506	141	1019	7	2.5996514629954736e-07	0.000320277060241	20	0.042
level1	Idiopathic membranous nephropathy	344506	21	1019	4	4.37534337179669e-07	0.0005390423034053	44	0.09
level1	Nodular sclerosis Hodgkin lymphoma	344506	14	1019	5	4.390348524408979e-10	5.408909382071862e-07	9	0.02
level1	Lymphoma	344506	9	1019	4	9.47554721617538e-09	1.1673874170328069e-05	6	0.014
level1	Epstein-Barr virus immune response (EBNA-1)	344506	2	1019	2	8.740366473306199e-06	0.0107681314951132	7	0.016
level1	Multiple sclerosis (OCB status)	344506	10	1019	5	5.5808430019199816e-11	6.875598578365419e-08	16	0.034
level1	Hepatitis B	344506	50	1019	4	1.5725721124160514e-05	0.0193740884249657	1	0.004
level1	Hepatitis C (spontaneous viral clearance)	344506	18	1019	4	2.252887562060065e-07	0.0002775557476458	8	0.018
level1	Collagenous colitis	344506	2	1019	2	8.740366473306199e-06	0.0107681314951132	14	0.03
level1	Asparaginase hypersensitivity in acute lymphoblastic leukemia	344506	42	1019	4	7.788052706907392e-06	0.0095948809349099	5	0.012
level1	ACPA-positive rheumatoid arthritis (smoking interaction)	344506	15	1019	3	1.1432386977390551e-05	0.0140847007561451	5	0.012
level1	Epstein Barr virus nuclear antigen 1 IgG levels	344506	6	1019	4	1.1360532298652243e-09	1.3996175791939564e-06	9	0.02
level1	Immunoglobulin A vasculitis	344506	60	1019	42	2.2623712025226683e-92	2.7872413215079278e-89	18	0.038
level1	HLA DR++ monocyte %monocyte	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	4	0.01
level1	HLA DR on Dendritic Cell	344506	5	1019	3	2.568816737536605e-07	0.0003164782220645	6	0.014
level1	HLA DR on Hematopoietic Stem Cell	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	2	0.006
level1	HLA DR on CD33dim HLA DR+ CD11b-	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	2	0.006
level1	HLA DR on CD33- HLA DR+	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	5	0.012
level1	Podoconiosis	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	8	0.018
level1	Serum levels of protein TGM3	344506	2	1019	2	8.740366473306199e-06	0.0107681314951132	1	0.004
level1	Response to hepatitis B vaccine	344506	21	1019	4	4.37534337179669e-07	0.0005390423034053	27	0.056
level1	Waist-to-hip ratio adjusted for BMI	344506	3741	1019	36	1.553832517723133e-09	1.9143216618349e-06	56	0.114
level1	Childhood steroid-sensitive nephrotic syndrome	344506	29	1019	7	2.861937845339149e-12	3.525907425457831e-09	9	0.02
level1	A body shape index	344506	1514	1019	24	6.952026263005014e-11	8.564896356022178e-08	49	0.1
level1	Waist-hip index	344506	2526	1019	32	1.6495305937614477e-11	2.0322216915141038e-08	59	0.12
level1	Nonatopic asthma	344506	109	1019	5	2.0307290740066595e-05	0.025018582191762	8	0.018
level1	Rosacea symptom severity	344506	98	1019	5	1.2125381003995833e-05	0.0149384693969228	20	0.042
level1	Sarcoidosis	344506	146	1019	7	3.292889330588105e-07	0.0004056839655284	23	0.048
level1	Inguinal hernia	344506	2192	1019	38	1.2200731377727901e-17	1.5031301057360774e-14	43	0.088
level1	Phosphatidylcholine_32:0_[M+H]1+/Phosphatidylethanolamine_35:0_[M+H]1+/Phosphatidate_37:1_[M+NH4]1+ levels	344506	40	1019	4	6.388861857409448e-06	0.0078710778083284	26	0.054
level1	Glutamate receptor 4 levels (GRIA4.10760.107.3)	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	5	0.012
level1	Ubiquitin carboxyl-terminal hydrolase 25 levels (USP25.9215.117.3)	344506	15	1019	3	1.1432386977390551e-05	0.0140847007561451	1	0.004
level1	Rheumatoid arthritis or multiple sclerosis	344506	53	1019	4	1.985474400932463e-05	0.0244610446194879	18	0.038
level1	Triacylglycerol (50:2) [NL-18:2] levels	344506	7	1019	3	8.951143568202708e-07	0.0011027808876025	13	0.028
level1	Pediatric steroid sensitive nephrotic syndrome	344506	41	1019	5	1.538132299500562e-07	0.0001894978992984	11	0.024
level1	Allergen component sensitization (Hevea brasiliensis 8)	344506	77	1019	25	4.444224715106228e-44	5.475284849010872e-41	5	0.012
level1	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	1019	163	1.4910455264040954e-225	1.8369680885298456e-222	71	0.144
level1	Steroid-dependent/frequent relapse nephrotic syndrome	344506	11	1019	3	4.182643200423826e-06	0.0051530164229221	4	0.01
level1	Seropositivity for aix galericulata (mandarin duck) peptide (twist_23200)	344506	11	1019	5	1.0206457833629382e-10	1.25743560510314e-07	18	0.038
level1	Seropositivity for enterobacteria phage peptide (twist_65044)	344506	4	1019	3	1.0298041684377739e-07	0.0001268718735515	8	0.018
level1	Seropositivity for streptococcus agalactiae peptide (agilent_234887)	344506	20	1019	3	2.832903930009952e-05	0.0349013764177226	33	0.068
level1	Seropositivity for streptococcus pneumoniae peptide (agilent_242450)	344506	8	1019	3	1.4290169961122272e-06	0.0017605489392102	29	0.06
level1	Seropositivity for streptococcus pneumoniae peptide (agilent_224401)	344506	14	1019	3	9.166151505018444e-06	0.0112926986541827	20	0.042
level1	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_84757)	344506	21	1019	4	4.37534337179669e-07	0.0005390423034053	27	0.056
level1	Seropositivity for root peptide (agilent_184788)	344506	3	1019	3	2.5802175594428222e-08	3.1788280332335566e-05	14	0.03
level1	Seropositivity for struthio camelus (ostrich) peptide (twist_5109)	344506	8	1019	4	5.276625255164939e-09	6.500802314363205e-06	18	0.038
level1	Seropositivity for staphylococcus aureus subsp. aureus MW2 peptide (agilent_235512)	344506	14	1019	3	9.166151505018444e-06	0.0112926986541827	33	0.068
level1	Seropositivity for streptococcus pneumoniae peptide (twist_54623)	344506	3	1019	3	2.5802175594428222e-08	3.1788280332335566e-05	9	0.02
level1	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_180726)	344506	4	1019	3	1.0298041684377739e-07	0.0001268718735515	33	0.068
level1	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_80555)	344506	4	1019	3	1.0298041684377739e-07	0.0001268718735515	6	0.014
level1	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_24484)	344506	2	1019	2	8.740366473306199e-06	0.0107681314951132	5	0.012
level1	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_171144)	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	1	0.004
level1	Seropositivity for anser anser (greylag goose) peptide (twist_23199)	344506	9	1019	3	2.1387877195491787e-06	0.0026349864704845	25	0.052
level1	Seropositivity for bacteroides peptide (agilent_153971)	344506	4	1019	3	1.0298041684377739e-07	0.0001268718735515	1	0.004
level1	Seropositivity for streptococcus phage peptide (twist_76831)	344506	3	1019	3	2.5802175594428222e-08	3.1788280332335566e-05	9	0.02
level1	Seropositivity for enterobacteria phage peptide (twist_92147)	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	14	0.03
level1	Seropositivity for faecalibacterium prausnitzii a2-165 peptide (agilent_194982)	344506	4	1019	4	7.609515855715819e-11	9.374923534241889e-08	14	0.03
level1	Seropositivity for capra hircus (goat) peptide (twist_20844)	344506	2	1019	2	8.740366473306199e-06	0.0107681314951132	9	0.02
level1	Seropositivity for clostridiales peptide (agilent_68956)	344506	17	1019	4	1.7563805304674535e-07	0.0002163860813535	28	0.058
level1	Seropositivity for streptococcus pneumoniae peptide (twist_48171)	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	9	0.02
level1	Seropositivity for streptococcus pneumoniae peptide (agilent_229734)	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	8	0.018
level1	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_1075)	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	8	0.018
level1	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_318)	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	8	0.018
level1	Seropositivity for bubalus bubalis (buffalo) peptide (twist_22083)	344506	2	1019	2	8.740366473306199e-06	0.0107681314951132	5	0.012
level1	Seropositivity for escherichia virus p1 peptide (twist_92719)	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	7	0.016
level1	Seropositivity for oryza sativa (rice) peptide (twist_19685)	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	1	0.004
level1	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_46937)	344506	4	1019	4	7.609515855715819e-11	9.374923534241889e-08	8	0.018
level1	Seropositivity for staphylococcus aureus peptide (twist_35030)	344506	11	1019	3	4.182643200423826e-06	0.0051530164229221	25	0.052
level1	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_27540)	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	8	0.018
level1	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_7435)	344506	2	1019	2	8.740366473306199e-06	0.0107681314951132	20	0.042
level1	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_212)	344506	3	1019	3	2.5802175594428222e-08	3.1788280332335566e-05	9	0.02
level1	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_46426)	344506	3	1019	3	2.5802175594428222e-08	3.1788280332335566e-05	9	0.02
level1	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_27552)	344506	2	1019	2	8.740366473306199e-06	0.0107681314951132	9	0.02
level1	Seropositivity for klebsiella phage peptide (twist_64561)	344506	2	1019	2	8.740366473306199e-06	0.0107681314951132	5	0.012
level1	Seropositivity for meleagris gallopavo (turkey) peptide (twist_3824)	344506	12	1019	3	5.564536635900795e-06	0.0068555091354297	14	0.03
level1	Seropositivity for gallus peptide (twist_24274)	344506	7	1019	3	8.951143568202708e-07	0.0011027808876025	17	0.036
level1	Seropositivity for human alphaherpesvirus 2 peptide (twist_42886)	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	5	0.012
level1	Seropositivity for bos taurus peptide (twist_36969)	344506	2	1019	2	8.740366473306199e-06	0.0107681314951132	5	0.012
level1	Seropositivity for lactobacillus phage LFEINF peptide (twist_64023)	344506	18	1019	4	2.252887562060065e-07	0.0002775557476458	28	0.058
level1	Seropositivity for lactobacillus phage LFEINF peptide (twist_88894)	344506	18	1019	4	2.252887562060065e-07	0.0002775557476458	27	0.056
level1	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_26954)	344506	12	1019	4	3.6962911734543696e-08	4.553830725695784e-05	17	0.036
level1	Seropositivity for human mastadenovirus peptide (agilent_329)	344506	2	1019	2	8.740366473306199e-06	0.0107681314951132	9	0.02
level1	Seropositivity for mycobacterium tuberculosis peptide (twist_52112)	344506	2	1019	2	8.740366473306199e-06	0.0107681314951132	4	0.01
level1	Seropositivity (peptide co-occurrence module 19: pathobion, phages)	344506	5	1019	3	2.568816737536605e-07	0.0003164782220645	2	0.006
level1	Seropositivity (peptide co-occurrence module 13: ABC transporters , ATP-binding proteins)	344506	4	1019	4	7.609515855715819e-11	9.374923534241889e-08	5	0.012
level1	Seropositivity for staphylococcus aureus peptide (agilent_221466)	344506	2	1019	2	8.740366473306199e-06	0.0107681314951132	5	0.012
level1	Seropositivity for staphylococcus aureus peptide (twist_46764)	344506	9	1019	4	9.47554721617538e-09	1.1673874170328069e-05	26	0.054
level1	Seropositivity for staphylococcus aureus peptide (twist_38683)	344506	5	1019	3	2.568816737536605e-07	0.0003164782220645	5	0.012
level1	Seropositivity for staphylococcus aureus peptide (twist_34337)	344506	9	1019	3	2.1387877195491787e-06	0.0026349864704845	18	0.038
level1	Seropositivity for staphylococcus aureus peptide (twist_39975)	344506	9	1019	3	2.1387877195491787e-06	0.0026349864704845	18	0.038
level1	Seropositivity for staphylococcus aureus peptide (agilent_236148)	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	14	0.03
level1	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_204518)	344506	2	1019	2	8.740366473306199e-06	0.0107681314951132	5	0.012
level1	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_26654)	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	37	0.076
level1	Seropositivity for staphylococcus aureus subsp. aureus strain newman peptide (agilent_239239)	344506	3	1019	2	2.6169495048561585e-05	0.0322408178998278	14	0.03
level1	Seropositivity for staphylococcus aureus peptide (agilent_236333)	344506	12	1019	3	5.564536635900795e-06	0.0068555091354297	14	0.03
level1	Seropositivity for staphylococcus aureus peptide (agilent_240086)	344506	5	1019	3	2.568816737536605e-07	0.0003164782220645	4	0.01
level1	Seropositivity for staphylococcus aureus peptide (agilent_222322)	344506	7	1019	4	2.644544090750128e-09	3.258078319804158e-06	13	0.028
level2	Asthma	344506	997	797	13	8.859976111778223e-07	0.0007841078858923	76	0.154
level2	Chronic hepatitis B infection	344506	19	797	3	1.1626905860154564e-05	0.0102898116862367	40	0.082
level2	Cutaneous lupus erythematosus	344506	7	797	4	9.895692174497467e-10	8.757687574430259e-07	6	0.014
level2	Ulcerative colitis	344506	307	797	7	9.026202176937536e-06	0.0079881889265897	30	0.062
level2	Systemic lupus erythematosus	344506	863	797	17	4.2182431438168477e-11	3.733145182277911e-08	38	0.078
level2	Type 1 diabetes and autoimmune thyroid diseases	344506	11	797	5	2.9888666543968645e-11	2.6451469891412253e-08	6	0.014
level2	Takayasu arteritis	344506	144	797	18	8.28722550655705e-26	7.334194573302991e-23	127	0.255
level2	Idiopathic membranous nephropathy	344506	21	797	11	3.2747381136361734e-24	2.898143230568014e-21	69	0.14
level2	Multiple sclerosis (OCB status)	344506	10	797	3	1.46243117210124e-06	0.0012942515873095	28	0.058
level2	Collagenous colitis	344506	2	797	2	5.345385971493385e-06	0.0047306665847716	20	0.042
level2	Head and neck squamous cell carcinoma	344506	5	797	2	5.3207578688360646e-05	0.0470887071391991	0	0.002
level2	Pneumonia	344506	98	797	5	3.719944102526076e-06	0.0032921505307355	7	0.016
level2	HLA DR on CD33- HLA DR+	344506	3	797	2	1.60114871946076e-05	0.0141701661672277	10	0.022
