geneA	geneB	score	db	level
INO80B	INO80C	0.997	string	2
GGCX	PROS1	0.991	string	2
GGCX	F9	0.972	string	2
GGCX	BGLAP	0.964	string	2
GGCX	F2	0.961	string	2
APOA1	APOA2	0.999	string	2
APOA1	APOE	0.999	string	2
APOA1	APOB	0.999	string	2
APOA1	APOC3	0.999	string	2
APOA1	SCARB1	0.999	string	2
ACTR5	RUVBL1	0.999	string	2
ACTR5	INO80C	0.999	string	2
ACTR5	NFRKB	0.999	string	2
ACTR5	INO80	0.999	string	2
APOE	APOB	0.999	string	2
APOE	LRP2	0.999	string	2
APOE	APOA2	0.999	string	2
CYP2C9	CYP2C19	0.988	string	2
CYP2C9	CYP3A4	0.98	string	2
CYP2C9	CYP3A7	0.971	string	2
TYROBP	FCER1G	0.999	string	2
TYROBP	ZAP70	0.999	string	2
TYROBP	TREM2	0.999	string	2
TYROBP	KLRD1	0.999	string	2
CRHBP	CRH	0.999	string	2
CRHBP	CRHR1	0.983	string	2
CRHBP	CRHR1-2	0.978	string	2
CRHBP	UCN	0.976	string	2
CRHBP	CRHR2	0.974	string	2
CRH	CRHR1	0.999	string	2
CRH	CRHR1-2	0.999	string	2
CRH	CRHR2	0.999	string	2
CRH	UCN	0.999	string	2
CD96	PVR	0.999	string	2
CD96	NECTIN1	0.992	string	2
CD96	TIGIT	0.973	string	2
UCN	CRHR1-2	0.999	string	2
UCN	CRHR1	0.999	string	2
UCN	CRHR2	0.999	string	2
UCN	UCN2	0.996	string	2
MSL2	MSL3	0.999	string	2
MSL2	MSL1	0.999	string	2
MSL2	KAT5	0.951	string	2
MSL2	MORF4L1	0.93	string	2
MSL3	MSL1	0.999	string	2
MSL3	H4C6	0.992	string	2
MSL3	KAT5	0.958	string	2
AMBN	ENAM	0.999	string	2
AMBN	AMTN	0.992	string	2
AMBN	AMELX	0.984	string	2
NQO1	NFE2L2	0.978	string	2
NQO1	KEAP1	0.953	string	2
NQO1	ODC1	0.952	string	2
NQO1	GCLM	0.949	string	2
NQO1	TP53	0.946	string	2
WDR5	H3C12	0.999	string	2
WDR5	H3C13	0.999	string	2
WDR5	DPY30	0.999	string	2
WDR5	KANSL1	0.999	string	2
WDR5	RBBP5	0.999	string	2
HLA-DRB1	HLA-DMA	0.999	string	2
HLA-DRB1	HLA-DRA	0.999	string	2
HLA-DRB1	HLA-DMB	0.997	string	2
HLA-DRB1	CD74	0.995	string	2
HLA-DRB1	CD4	0.994	string	2
CD47	SIRPG	0.999	string	2
CD47	THBS1	0.999	string	2
CD47	SIRPA	0.999	string	2
CD47	SCARB2	0.994	string	2
CD47	CD36	0.994	string	2
AFDN	NECTIN3	0.999	string	2
AFDN	TJP2	0.999	string	2
AFDN	TJP1	0.999	string	2
AFDN	NECTIN1	0.999	string	2
APOA2	APOB	0.999	string	2
GNAS	GNB1	0.999	string	2
GNAS	GNG2	0.997	string	2
GNAS	PTH1R	0.997	string	2
GNAS	CRHR1	0.997	string	2
GNAS	TSHR	0.997	string	2
DNM1	DNM3	0.999	string	2
DNM1	FIS1	0.997	string	2
DNM1	AMPH	0.996	string	2
DNM1	DNM2	0.983	string	2
HLA-DQB1	HLA-DQA1	0.999	string	2
HLA-DQB1	HCRT	0.986	string	2
HLA-DQB1	HLA-DRA	0.976	string	2
UCN3	CRHR2	0.999	string	2
UCN3	CRHR1	0.998	string	2
UCN3	UCN2	0.998	string	2
UCN3	CRH	0.997	string	2
UCN3	UCN	0.995	string	2
AMELX	ENAM	0.984	string	2
AMELX	PRKY	0.952	string	2
AMELX	TSPY1	0.949	string	2
AMELX	AMTN	0.933	string	2
DNM2	HCLS1	0.998	string	2
DNM2	CTTN	0.993	string	2
DNM2	AMPH	0.992	string	2
DNM2	DNM3	0.984	string	2
TFPT	UCHL5	0.986	string	2
TFPT	ACTR8	0.985	string	2
TFPT	NFRKB	0.984	string	2
TFPT	ACTR5	0.981	string	2
ENAM	AMTN	0.993	string	2
TFIP11	DHX15	0.999	string	2
TFIP11	EFTUD2	0.989	string	2
TFIP11	CRNKL1	0.988	string	2
TFIP11	CDC40	0.981	string	2
KANSL1	PHF20	0.999	string	2
KANSL1	KANSL2	0.999	string	2
KANSL1	MCRS1	0.996	string	2
HLA-DQB2	CD74	0.966	string	2
HLA-DQB2	HLA-DRA	0.962	string	2
HLA-DQB2	HLA-DMA	0.927	string	2
VKORC1L1	GGCX	0.954	string	2
VKORC1L1	NQO1	0.906	string	2
SYNJ1	SH3GL2	0.998	string	2
SYNJ1	AMPH	0.997	string	2
SYNJ1	SH3GL1	0.969	string	2
SYNJ1	ITSN1	0.961	string	2
NECTIN3	TIGIT	0.999	string	2
NECTIN3	NECTIN1	0.997	string	2
NECTIN3	PVR	0.99	string	2
TIGIT	PVR	0.999	string	2
TIGIT	CD226	0.986	string	2
TIGIT	NECTIN1	0.978	string	2
NFRKB	UCHL5	0.998	string	2
NFRKB	INO80	0.996	string	2
NFRKB	ACTR8	0.991	string	2
APOA5	APOC3	0.995	string	2
APOA5	APOE	0.992	string	2
APOA5	APOB	0.986	string	2
APOA5	APOA2	0.972	string	2
CD226	PVR	0.999	string	2
CD226	NECTIN1	0.992	string	2
CD226	ITGB2	0.97	string	2
MSL1	KAT5	0.956	string	2
MSL1	EP400	0.94	string	2
APOC1	APOE	0.999	string	2
APOC1	APOA1	0.998	string	2
APOC1	APOB	0.996	string	2
SIRPA	PTPN11	0.999	string	2
SIRPA	CD200	0.983	string	2
SIRPA	SIRPG	0.977	string	2
SIRPA	TREM2	0.965	string	2
MYC	EP300	0.999	string	2
MYC	FBXW7	0.999	string	2
MYC	TRRAP	0.999	string	2
MYC	BRCA1	0.999	string	2
INO80	RUVBL2	0.999	string	2
INO80	RUVBL1	0.999	string	2
LPL	GPIHBP1	0.999	string	2
LPL	ANGPTL4	0.994	string	2
LPL	ANGPTL3	0.993	string	2
LPL	LRP1	0.987	string	2
MIF	CD74	0.999	string	3
MIF	CXCR2	0.993	string	3
MIF	CXCR4	0.991	string	3
MIF	COPS5	0.976	string	3
MIF	GOT2	0.929	string	3
F9	SERPINC1	0.999	string	3
F9	F8	0.997	string	3
F9	F3	0.994	string	3
F9	F7	0.984	string	3
F9	GGCX	0.972	string	3
CYP4F3	CYP4F2	0.977	string	3
CYP4F3	CYP2J2	0.97	string	3
CYP4F3	CYP2C9	0.952	string	3
CYP4F3	POR	0.951	string	3
CYP4F3	CYP2C19	0.95	string	3
FIS1	DNM1L	0.999	string	3
FIS1	TBC1D15	0.999	string	3
FIS1	DNM1	0.997	string	3
FIS1	BCAP31	0.996	string	3
FIS1	TBC1D17	0.996	string	3
APOB	APOA2	0.999	string	3
APOB	APOC3	0.999	string	3
APOB	APOE	0.999	string	3
APOB	MTTP	0.999	string	3
APOB	LPA	0.999	string	3
ODC1	OAZ1	0.999	string	3
ODC1	SRM	0.999	string	3
ODC1	OAZ3	0.993	string	3
ODC1	ARG2	0.987	string	3
ODC1	AGMAT	0.987	string	3
LRP1	APOE	0.999	string	3
LRP1	A2M	0.998	string	3
LRP1	CALR	0.998	string	3
LRP1	LRPAP1	0.997	string	3
LRP1	HSP90B1	0.996	string	3
H4C6	RBBP4	0.999	string	3
H4C6	H2AC8	0.999	string	3
H4C6	H2AC20	0.999	string	3
H4C6	H3-4	0.999	string	3
H4C6	H3-3B	0.999	string	3
THBS1	FN1	0.999	string	3
THBS1	CD47	0.999	string	3
THBS1	CD36	0.999	string	3
THBS1	SCARB2	0.997	string	3
THBS1	MMP9	0.997	string	3
SCARB1	APOA1	0.999	string	3
SCARB1	APOB	0.997	string	3
SCARB1	TLR4	0.996	string	3
SCARB1	TLR2	0.996	string	3
SCARB1	CD81	0.995	string	3
EP300	RELA	0.999	string	3
EP300	STAT3	0.999	string	3
EP300	TP53	0.999	string	3
EP300	JUN	0.999	string	3
EP300	HIF1A	0.999	string	3
NECTIN1	AFDN	0.999	string	3
NECTIN1	NECTIN3	0.997	string	3
NECTIN1	ACKR1	0.994	string	3
NECTIN1	CDH17	0.992	string	3
NECTIN1	CD96	0.992	string	3
RBBP5	DPY30	0.999	string	3
RBBP5	ASH2L	0.999	string	3
RBBP5	KMT2C	0.999	string	3
RBBP5	SETD1A	0.999	string	3
RBBP5	HCFC1	0.999	string	3
SCARB2	TLR4	0.996	string	3
SCARB2	TLR2	0.996	string	3
SCARB2	CD47	0.994	string	3
SCARB2	TLR6	0.993	string	3
ZAP70	CBL	0.999	string	3
ZAP70	CD247	0.999	string	3
ZAP70	LAT	0.999	string	3
ZAP70	LCK	0.999	string	3
ZAP70	TYROBP	0.999	string	3
ITIH4	CXCR4	0.999	string	3
ITIH4	CD4	0.999	string	3
ITIH4	CCR5	0.999	string	3
ITIH4	CD209	0.998	string	3
ITIH4	SCD5	0.997	string	3
TP53	SFN	0.999	string	3
TP53	HIF1A	0.999	string	3
TP53	HDAC1	0.999	string	3
TP53	HSP90AA1	0.999	string	3
SH3GL1	SYNJ1	0.969	string	3
SH3GL1	SH3GL2	0.936	string	3
SH3GL1	SH3GL3	0.931	string	3
SH3GL1	PDCD6IP	0.922	string	3
SH3GL1	SYNJ2	0.918	string	3
RAB5A	RAB5B	0.999	string	3
RAB5A	APPL1	0.999	string	3
RAB5A	RABEP1	0.999	string	3
RAB5A	EEA1	0.999	string	3
RAB5A	PIK3C3	0.999	string	3
UCN2	CRHR2	0.999	string	3
UCN2	UCN3	0.998	string	3
UCN2	CRHR1	0.997	string	3
UCN2	UCN	0.996	string	3
UCN2	CRH	0.995	string	3
FCER1G	FCGR3B	0.999	string	3
FCER1G	TYROBP	0.999	string	3
FCER1G	NCR1	0.999	string	3
FCER1G	FCGR3A	0.999	string	3
FCER1G	CLEC6A	0.999	string	3
CCR5	CCL3L1	0.999	string	3
CCR5	CCL8	0.999	string	3
CCR5	CCL5	0.999	string	3
CCR5	CD4	0.999	string	3
HCRT	HCRTR2	0.999	string	3
HCRT	HCRTR1	0.999	string	3
HCRT	PMCH	0.996	string	3
HCRT	HLA-DQB1	0.986	string	3
HCRT	HLA-DQA1	0.972	string	3
ANGPTL4	LPL	0.994	string	3
ANGPTL4	ANGPTL8	0.979	string	3
ANGPTL4	GPIHBP1	0.926	string	3
ANGPTL4	ANGPTL3	0.915	string	3
ANGPTL4	CLDN5	0.913	string	3
SIRPG	CD47	0.999	string	3
SIRPG	SIRPA	0.977	string	3
SIRPG	TYROBP	0.954	string	3
SIRPG	SYK	0.913	string	3
SIRPG	TREM2	0.903	string	3
F2	FGA	0.999	string	3
F2	F5	0.999	string	3
F2	SERPINC1	0.999	string	3
F2	FGB	0.999	string	3
F2	FGG	0.999	string	3
RUVBL1	ACTL6A	0.999	string	3
RUVBL1	INO80	0.999	string	3
RUVBL1	INO80C	0.999	string	3
RUVBL1	TRRAP	0.999	string	3
RUVBL1	YEATS4	0.999	string	3
HCLS1	WAS	0.999	string	3
HCLS1	SRC	0.999	string	3
HCLS1	DNM2	0.998	string	3
HCLS1	TJP1	0.998	string	3
HCLS1	WASL	0.997	string	3
MORF4L1	MEAF6	0.999	string	3
MORF4L1	ING3	0.999	string	3
MORF4L1	KAT5	0.999	string	3
MORF4L1	YEATS4	0.999	string	3
MORF4L1	PHF12	0.999	string	3
H3C13	H2AC18	0.999	string	3
H3C13	CBX3	0.999	string	3
H3C13	H2BC21	0.999	string	3
H3C13	DNMT3A	0.999	string	3
H3C13	CBX1	0.999	string	3
GNG2	GNB1	0.999	string	3
GNG2	GNB3	0.999	string	3
GNG2	GNB5	0.999	string	3
GNG2	GNB4	0.999	string	3
GNG2	GNB2	0.999	string	3
DHX15	RBM17	0.999	string	3
DHX15	TFIP11	0.999	string	3
DHX15	CDC40	0.999	string	3
DHX15	SUGP1	0.999	string	3
DHX15	SNRPA1	0.999	string	3
ACTR8	RUVBL1	0.998	string	3
ACTR8	ACTR5	0.998	string	3
ACTR8	RUVBL2	0.997	string	3
ACTR8	INO80C	0.997	string	3
ACTR8	ACTL6A	0.995	string	3
CYP3A7	CYP2C9	0.971	string	3
CYP3A7	CYP2C8	0.969	string	3
CYP3A7	CYP3A5	0.968	string	3
CYP3A7	CYP2B6	0.967	string	3
CYP3A7	CYP2C18	0.967	string	3
KLRD1	HLA-E	0.999	string	3
KLRD1	TYROBP	0.999	string	3
KLRD1	KLRC1	0.999	string	3
KLRD1	KLRC2	0.999	string	3
KLRD1	HLA-C	0.998	string	3
HLA-DQA1	HLA-DQB1	0.999	string	3
HLA-DQA1	CD74	0.994	string	3
HLA-DQA1	HLA-DRB1	0.991	string	3
HLA-DQA1	CD4	0.982	string	3
HLA-DQA1	HLA-A	0.973	string	3
KAT5	ING3	0.999	string	3
KAT5	EP400	0.999	string	3
KAT5	APBB1	0.999	string	3
KAT5	RUVBL1	0.999	string	3
KAT5	MEAF6	0.999	string	3
CRHR2	UCN3	0.999	string	3
CRHR2	UCN	0.999	string	3
CRHR2	CRH	0.999	string	3
CRHR2	CRHBP	0.974	string	3
AMTN	ENAM	0.993	string	3
AMTN	AMBN	0.992	string	3
AMTN	ODAM	0.963	string	3
AMTN	AMELX	0.933	string	3
DPY30	KMT2C	0.999	string	3
DPY30	ASH2L	0.999	string	3
DPY30	SETD1B	0.999	string	3
DPY30	WDR5	0.999	string	3
DNM3	DNM1	0.999	string	3
DNM3	DNM2	0.984	string	3
DNM3	HCLS1	0.965	string	3
TJP1	AFDN	0.999	string	3
TJP1	CGN	0.999	string	3
TJP1	CLDN5	0.999	string	3
TJP1	TJP2	0.999	string	3
TJP1	OCLN	0.999	string	3
AMPH	SYNJ1	0.997	string	3
AMPH	DNM1	0.996	string	3
AMPH	DNM2	0.992	string	3
AMPH	CLTC	0.961	string	3
MCRS1	KANSL3	0.999	string	3
MCRS1	KANSL2	0.999	string	3
MCRS1	PHF20	0.998	string	3
MCRS1	KANSL1	0.996	string	3
MCRS1	WDR5	0.993	string	3
H3C12	H2BC21	0.999	string	3
H3C12	DNMT3A	0.999	string	3
H3C12	ASF1A	0.999	string	3
H3C12	H2AC18	0.999	string	3
H3C12	CBX3	0.999	string	3
CD2AP	NPHS1	0.999	string	3
CD2AP	NPHS2	0.999	string	3
CD2AP	KIRREL1	0.995	string	3
CD2AP	CD2	0.991	string	3
CD2AP	CBL	0.988	string	3
TRRAP	TAF9	0.999	string	3
TRRAP	TAF6	0.999	string	3
TRRAP	KAT5	0.999	string	3
TRRAP	RUVBL2	0.999	string	3
TRRAP	DMAP1	0.999	string	3
RAB5B	RIN1	0.969	string	3
RAB5B	RAB5C	0.966	string	3
RAB5B	EEA1	0.961	string	3
RAB5B	PIK3C3	0.939	string	3
UCHL5	PSMD4	0.999	string	3
UCHL5	USP14	0.999	string	3
UCHL5	PSMC4	0.999	string	3
UCHL5	ADRM1	0.999	string	3
UCHL5	PSMD7	0.999	string	3
BGLAP	RUNX2	0.996	string	3
BGLAP	SPP1	0.994	string	3
BGLAP	SPARC	0.991	string	3
BGLAP	GPRC6A	0.974	string	3
BGLAP	IBSP	0.971	string	3
CDC40	SNRPF	0.999	string	3
CDC40	BUD31	0.999	string	3
CDC40	SYF2	0.999	string	3
CDC40	BCAS2	0.999	string	3
CDC40	SNW1	0.999	string	3
GCLM	GCLC	0.999	string	3
GCLM	GSS	0.989	string	3
GCLM	NFE2L2	0.951	string	3
GCLM	NQO1	0.949	string	3
GCLM	GGT1	0.935	string	3
ANGPTL3	ANGPTL8	0.999	string	3
ANGPTL3	LPL	0.993	string	3
CYP2C8	CYP3A4	0.973	string	3
CYP2C8	EPHX2	0.973	string	3
CYP2C8	CYP4A11	0.966	string	3
CYP2C8	ENSP00000480571	0.961	string	3
CYP2C19	CYP2C9	0.988	string	3
CYP2C19	CYP3A4	0.968	string	3
CYP2C19	CYP3A5	0.959	string	3
CYP2C19	PPIG	0.958	string	3
CYP2C19	CYP4A11	0.957	string	3
TREM2	TYROBP	0.999	string	3
TREM2	APOE	0.997	string	3
TREM2	FCER1G	0.991	string	3
TREM2	TREM1	0.987	string	3
TREM2	CLU	0.985	string	3
PHF20	KANSL1	0.999	string	3
PHF20	KANSL2	0.998	string	3
PHF20	KANSL3	0.998	string	3
PHF20	WDR5	0.993	string	3
HLA-DMA	HLA-DRB1	0.999	string	3
HLA-DMA	HLA-DRA	0.999	string	3
HLA-DMA	HLA-DPA1	0.999	string	3
HLA-DMA	HLA-DMB	0.999	string	3
HLA-DMA	HLA-DOB	0.996	string	3
CTTN	WASL	0.999	string	3
CTTN	SRC	0.998	string	3
CTTN	PXN	0.997	string	3
CTTN	WAS	0.996	string	3
CTTN	CFL2	0.996	string	3
CRNKL1	DHX8	0.999	string	3
CRNKL1	AQR	0.999	string	3
CRNKL1	SNRPE	0.999	string	3
CRNKL1	XAB2	0.999	string	3
CRNKL1	SNRPD3	0.999	string	3
GNB1	GNGT1	0.999	string	3
GNB1	GNG13	0.999	string	3
GNB1	GNAI1	0.999	string	3
GNB1	GNAI2	0.999	string	3
GNB1	GNAS	0.999	string	3
SH3GL2	SYNJ1	0.998	string	3
SH3GL2	SYNJ2	0.979	string	3
SH3GL2	DNM2	0.973	string	3
SH3GL2	EGFR	0.972	string	3
SH3GL2	PRKN	0.955	string	3
ITSN1	CDC42	0.999	string	3
ITSN1	WASL	0.999	string	3
ITSN1	FCHO1	0.999	string	3
ITSN1	EPS15	0.997	string	3
ITSN1	AP2B1	0.992	string	3
EP400	RUVBL1	0.999	string	3
EP400	ACTL6A	0.999	string	3
EP400	BRD8	0.999	string	3
EP400	YEATS4	0.999	string	3
EP400	TRRAP	0.999	string	3
KEAP1	CUL3	0.999	string	3
KEAP1	RBX1	0.999	string	3
KEAP1	SQSTM1	0.999	string	3
KEAP1	NFE2L2	0.999	string	3
KEAP1	NEIL2	0.999	string	3
PROS1	MERTK	0.999	string	3
PROS1	TYRO3	0.999	string	3
PROS1	AXL	0.997	string	3
PROS1	GGCX	0.991	string	3
PROS1	F5	0.972	string	3
HLA-DRA	CD74	0.999	string	3
HLA-DRA	HLA-DRB1	0.999	string	3
HLA-DRA	HLA-DPA1	0.999	string	3
HLA-DRA	HLA-DRB5	0.999	string	3
NFE2L2	MAFG	0.999	string	3
NFE2L2	MAF	0.998	string	3
NFE2L2	MAFK	0.995	string	3
NFE2L2	MAFF	0.991	string	3
ITGB2	ITGAD	0.999	string	3
ITGB2	ITGAL	0.999	string	3
ITGB2	ICAM3	0.999	string	3
ITGB2	ICAM2	0.999	string	3
ITGB2	ITGAX	0.999	string	3
CRHR1	UCN	0.999	string	3
CRHR1	CRH	0.999	string	3
CRHR1	UCN3	0.998	string	3
CRHR1	GNAS	0.997	string	3
CD8A	HLA-A	0.999	string	3
CD8A	LCK	0.999	string	3
CD8A	HLA-E	0.999	string	3
CD8A	CD8B	0.999	string	3
CD8A	CD4	0.999	string	3
CXCR4	CXCL12	0.999	string	3
CXCR4	CCL21	0.999	string	3
CXCR4	CD4	0.999	string	3
CXCR4	CXCL1	0.998	string	3
INO80C	ACTR5	0.999	string	3
INO80C	RUVBL2	0.999	string	3
INO80C	INO80B	0.997	string	3
EFTUD2	SRRM2	0.999	string	3
EFTUD2	SNW1	0.999	string	3
EFTUD2	SF3B2	0.999	string	3
EFTUD2	PRPF31	0.999	string	3
EFTUD2	PRPF4	0.999	string	3
CD44	RDX	0.999	string	3
CD44	ERBB2	0.999	string	3
CD44	CD74	0.999	string	3
CD44	FN1	0.999	string	3
CD44	SPP1	0.999	string	3
HLA-DMB	HLA-DRA	0.999	string	3
HLA-DMB	HLA-DOB	0.998	string	3
HLA-DMB	HLA-DRB1	0.997	string	3
HLA-DMB	HLA-DPA1	0.997	string	3
PVR	TIGIT	0.999	string	3
PVR	CD226	0.999	string	3
PVR	CD96	0.999	string	3
PVR	NECTIN3	0.99	string	3
PVR	CTLA4	0.95	string	3
PTH1R	PTHLH	0.999	string	3
PTH1R	PTH	0.999	string	3
PTH1R	GNAS	0.997	string	3
PTH1R	LRP6	0.983	string	3
PTH1R	ARRB1	0.981	string	3
TSPY1	AMELY	0.97	string	3
TSPY1	AMELX	0.949	string	3
TSPY1	PRKY	0.934	string	3
TSPY1	PCDH11Y	0.924	string	3
TSPY1	RBMY1A1	0.907	string	3
KANSL2	WDR5	0.999	string	3
KANSL2	KANSL3	0.999	string	3
KANSL2	KANSL1	0.999	string	3
CD36	TLR4	0.998	string	3
CD36	TLR2	0.998	string	3
CD36	TLR6	0.997	string	3
CD36	THBS2	0.995	string	3
BRCA1	MDC1	0.999	string	3
BRCA1	PALB2	0.999	string	3
BRCA1	BRCA2	0.999	string	3
BRCA1	RAD50	0.999	string	3
BRCA1	BARD1	0.999	string	3
CD200	CD200R1	0.999	string	3
CD200	SIRPA	0.983	string	3
CD200	CX3CR1	0.974	string	3
CD200	PTPRC	0.937	string	3
FAU	RPL17	0.999	string	3
FAU	RPL23A	0.999	string	3
FAU	RPL8	0.999	string	3
FAU	RPS20	0.999	string	3
FAU	RPL10A	0.999	string	3
TJP2	OCLN	0.999	string	3
TJP2	AFDN	0.999	string	3
TJP2	CGN	0.999	string	3
TJP2	CLDN1	0.999	string	3
TSHR	TSHB	0.998	string	3
TSHR	GNAS	0.997	string	3
TSHR	TG	0.972	string	3
TSHR	TPO	0.971	string	3
TSHR	CGA	0.964	string	3
RUVBL2	ACTR5	0.999	string	3
RUVBL2	EP400	0.999	string	3
RUVBL2	SRCAP	0.999	string	3
RUVBL2	INO80B	0.999	string	3
RUVBL2	RUVBL1	0.999	string	3
FBXW7	SKP1	0.999	string	3
FBXW7	RBX1	0.999	string	3
FBXW7	MYC	0.999	string	3
FBXW7	CUL1	0.999	string	3
FBXW7	CCNE1	0.998	string	3
LCK	PTPRC	0.999	string	3
LCK	LCP2	0.999	string	3
LCK	CD4	0.999	string	3
GPIHBP1	LPL	0.999	string	3
CRHR1-2	CRH	0.999	string	3
CRHR1-2	UCN	0.999	string	3
CRHR1-2	CRHBP	0.978	string	3
CRHR1-2	UCN3	0.977	string	3
CRHR1-2	GNAS	0.973	string	3
PTPN11	EGFR	0.999	string	3
PTPN11	SIRPA	0.999	string	3
PTPN11	IRS1	0.999	string	3
PTPN11	GAB1	0.999	string	3
PTPN11	PDGFRB	0.999	string	3
LRP2	CUBN	0.999	string	3
LRP2	APOE	0.999	string	3
LRP2	AMN	0.998	string	3
LRP2	ANKRA2	0.997	string	3
LRP2	LRPAP1	0.994	string	3
PRKY	TBL1Y	0.983	string	3
PRKY	AMELY	0.968	string	3
PRKY	AMELX	0.952	string	3
PRKY	EIF1AY	0.95	string	3
PRKY	KDM5D	0.948	string	3
CYP3A4	UGT2B7	0.998	string	3
CYP3A4	UGT1A1	0.994	string	3
CYP3A4	UGT1A6	0.994	string	3
CYP3A4	POR	0.992	string	3
CYP3A4	UGT1A8	0.992	string	3
CDH17	CTNND1	0.999	string	4
CDH17	CTNNB1	0.999	string	4
CDH17	PECAM1	0.995	string	4
CDH17	NECTIN1	0.992	string	4
CDH17	CTNND2	0.991	string	4
LCP2	LAT	0.999	string	4
LCP2	ITK	0.999	string	4
LCP2	LCK	0.999	string	4
LCP2	GRAP2	0.999	string	4
LCP2	VAV3	0.999	string	4
AQR	PPIE	0.999	string	4
AQR	XAB2	0.999	string	4
AQR	RBM22	0.999	string	4
AQR	CDC5L	0.999	string	4
AQR	BCAS2	0.999	string	4
PSMC4	PSMB2	0.999	string	4
PSMC4	PSMD1	0.999	string	4
PSMC4	PSMD14	0.999	string	4
PSMC4	PSMC1	0.999	string	4
PSMC4	PSMC6	0.999	string	4
ICAM3	CD209	0.999	string	4
ICAM3	ITGB2	0.999	string	4
ICAM3	ITGAL	0.999	string	4
ICAM3	CLEC4M	0.992	string	4
ICAM3	ICAM2	0.965	string	4
SNRPD3	PRPF3	0.999	string	4
SNRPD3	SNRPG	0.999	string	4
SNRPD3	LSM6	0.999	string	4
SNRPD3	LSM7	0.999	string	4
SNRPD3	LSM5	0.999	string	4
RBX1	UBE2D2	0.999	string	4
RBX1	SKP1	0.999	string	4
RBX1	CUL7	0.999	string	4
RBX1	CAND1	0.999	string	4
RBX1	CUL4A	0.999	string	4
PSMD7	ADRM1	0.999	string	4
PSMD7	PSMA1	0.999	string	4
PSMD7	UCHL5	0.999	string	4
PSMD7	PSMB7	0.999	string	4
PSMD7	PSMD6	0.999	string	4
TG	TPO	0.985	string	4
TG	MB	0.972	string	4
TG	TSHR	0.972	string	4
TG	SLC5A5	0.97	string	4
TG	LRP2	0.966	string	4
TBC1D17	FIS1	0.996	string	4
TBC1D17	TBC1D15	0.993	string	4
TBC1D17	GABARAPL1	0.979	string	4
TBC1D17	GABARAPL2	0.972	string	4
TBC1D17	GABARAP	0.958	string	4
CYP3A5	UGT1A4	0.978	string	4
CYP3A5	UGT1A8	0.976	string	4
CYP3A5	UGT1A6	0.975	string	4
CYP3A5	UGT1A1	0.974	string	4
