geneA	geneB	score	db	level
APH1A	PSENEN	0.999	string	2
APH1A	PSEN1	0.999	string	2
APH1A	TMED10	0.996	string	2
CYP2J2	CYP4F3	0.97	string	2
CYP2J2	CYP4A11	0.954	string	2
CYP2J2	CYP4F2	0.951	string	2
CYP2J2	CYP3A4	0.951	string	2
CYP2C8	CYP3A4	0.973	string	2
CYP2C8	CYP3A7	0.969	string	2
CYP2C8	CYP4A11	0.966	string	2
CYP2C8	ENSP00000480571	0.961	string	2
DNM1	DNM3	0.999	string	2
DNM1	FIS1	0.997	string	2
DNM1	AMPH	0.996	string	2
DNM1	DNM2	0.983	string	2
FZD8	WNT1	0.995	string	2
FZD8	LRP6	0.994	string	2
FZD8	WNT11	0.994	string	2
FZD8	WNT3A	0.989	string	2
HSPG2	NID2	0.999	string	2
HSPG2	DAG1	0.999	string	2
HSPG2	NID1	0.999	string	2
HSPG2	FGF2	0.998	string	2
HSPG2	BGN	0.997	string	2
BCL2L1	HRK	0.999	string	2
BCL2L1	PMAIP1	0.999	string	2
BCL2L1	TP53	0.999	string	2
BCL2L1	BECN1	0.999	string	2
DNM2	HCLS1	0.998	string	2
DNM2	CTTN	0.993	string	2
DNM2	AMPH	0.992	string	2
DNM2	DNM3	0.984	string	2
TFPT	UCHL5	0.986	string	2
TFPT	ACTR8	0.985	string	2
TFPT	NFRKB	0.984	string	2
TFPT	ACTR5	0.981	string	2
TMEM106B	TARDBP	0.935	string	2
BCL2	BIK	0.999	string	2
BCL2	BECN1	0.999	string	2
BCL2	BNIP3	0.999	string	2
BCL2	BCL2L1	0.999	string	2
BCL2	NLRP1	0.999	string	2
KANSL1	PHF20	0.999	string	2
KANSL1	KANSL2	0.999	string	2
KANSL1	MCRS1	0.996	string	2
CSTF2	SYMPK	0.999	string	2
CSTF2	CPSF2	0.999	string	2
ACE2	DPP4	0.999	string	2
ACE2	TMPRSS2	0.999	string	2
ACE2	SLC6A19	0.999	string	2
ACE2	SLC6A20	0.998	string	2
PTPN13	FAS	0.97	string	2
PTPN13	RAPGEF6	0.96	string	2
PTPN13	PLEKHA2	0.943	string	2
PTPN13	APC	0.929	string	2
AGTR1	GNAQ	0.997	string	2
AGTR1	ACE2	0.996	string	2
AGTR1	AGTRAP	0.982	string	2
AGTR1	AGTR2	0.982	string	2
SYNJ1	SH3GL2	0.998	string	2
SYNJ1	AMPH	0.997	string	2
SYNJ1	SH3GL1	0.969	string	2
SYNJ1	ITSN1	0.961	string	2
NSFL1C	VCPIP1	0.999	string	2
NSFL1C	UBXN6	0.999	string	2
NSFL1C	VCP	0.999	string	2
NSFL1C	UFD1	0.998	string	2
NDUFA13	NDUFS3	0.999	string	2
NDUFA13	MT-ND1	0.999	string	2
NDUFA13	NDUFV1	0.999	string	2
NDUFA13	NDUFB9	0.999	string	2
NDUFA13	NDUFA3	0.999	string	2
ARMS2	CFH	0.953	string	2
NFRKB	UCHL5	0.998	string	2
NFRKB	INO80	0.996	string	2
NFRKB	ACTR8	0.991	string	2
MSL1	KAT5	0.956	string	2
MSL1	EP400	0.94	string	2
MYC	EP300	0.999	string	2
MYC	FBXW7	0.999	string	2
MYC	TRRAP	0.999	string	2
MYC	BRCA1	0.999	string	2
UNC13B	RIMS1	0.998	string	2
UNC13B	ERC1	0.993	string	2
UNC13B	STXBP1	0.986	string	2
UNC13B	RIMS2	0.984	string	2
UNC13B	CALM3	0.973	string	2
CPSF1	SYMPK	0.999	string	2
CPSF1	FIP1L1	0.999	string	2
KNG1	KLKB1	0.999	string	2
KNG1	BDKRB2	0.999	string	2
KNG1	BDKRB1	0.999	string	2
KNG1	F12	0.998	string	2
KNG1	C1QBP	0.998	string	2
INO80	RUVBL2	0.999	string	2
INO80	RUVBL1	0.999	string	2
NGFR	BDNF	0.999	string	3
NGFR	NTF3	0.999	string	3
NGFR	NGF	0.999	string	3
NGFR	NTRK1	0.999	string	3
NGFR	LINGO1	0.999	string	3
BIK	BCL2L1	0.999	string	3
BIK	BCL2	0.999	string	3
BIK	BCL2L2	0.991	string	3
BIK	MCL1	0.984	string	3
BIK	HRK	0.968	string	3
NID2	HSPG2	0.999	string	3
NID2	LAMC1	0.984	string	3
NID2	LAMB1	0.928	string	3
NID2	NID1	0.916	string	3
BDKRB1	KNG1	0.999	string	3
BDKRB1	GNAQ	0.974	string	3
BDKRB1	AGT	0.973	string	3
BDKRB1	BDKRB2	0.969	string	3
BDKRB1	GNB1	0.952	string	3
DKK4	LRP5	0.999	string	3
DKK4	LRP6	0.999	string	3
DKK4	KREMEN1	0.975	string	3
DKK4	WNT6	0.949	string	3
DKK4	WNT2B	0.937	string	3
CYP4F3	CYP4F2	0.977	string	3
CYP4F3	CYP2J2	0.97	string	3
CYP4F3	CYP2C9	0.952	string	3
CYP4F3	POR	0.951	string	3
CYP4F3	CYP2C19	0.95	string	3
CYP4F2	CYP2C9	0.974	string	3
CYP4F2	VKORC1	0.967	string	3
CYP4F2	CYP2C19	0.956	string	3
CYP4F2	CYP2C8	0.951	string	3
CYP3A5	UGT1A4	0.978	string	3
CYP3A5	UGT1A8	0.976	string	3
CYP3A5	UGT1A6	0.975	string	3
CYP3A5	UGT1A1	0.974	string	3
CYP3A5	UGT1A7	0.974	string	3
FIS1	DNM1L	0.999	string	3
FIS1	TBC1D15	0.999	string	3
FIS1	DNM1	0.997	string	3
FIS1	BCAP31	0.996	string	3
FIS1	TBC1D17	0.996	string	3
C1QBP	KNG1	0.998	string	3
C1QBP	F12	0.966	string	3
C1QBP	PHB2	0.964	string	3
C1QBP	VTN	0.959	string	3
C1QBP	KRT1	0.949	string	3
APOB	APOA2	0.999	string	3
APOB	APOC3	0.999	string	3
APOB	APOE	0.999	string	3
APOB	MTTP	0.999	string	3
APOB	LPA	0.999	string	3
H4C6	RBBP4	0.999	string	3
H4C6	H2AC8	0.999	string	3
H4C6	H2AC20	0.999	string	3
H4C6	H3-4	0.999	string	3
H4C6	H3-3B	0.999	string	3
SYMPK	FIP1L1	0.999	string	3
SYMPK	CSTF2	0.999	string	3
SYMPK	CSTF3	0.999	string	3
SYMPK	CPSF2	0.999	string	3
NDUFA2	NDUFB4	0.999	string	3
NDUFA2	NDUFS7	0.999	string	3
NDUFA2	NDUFB1	0.999	string	3
NDUFA2	NDUFS8	0.999	string	3
NDUFA2	NDUFA10	0.999	string	3
F12	KNG1	0.998	string	3
F12	SERPING1	0.987	string	3
F12	KLKB1	0.972	string	3
F12	SERPINC1	0.969	string	3
FUS	TARDBP	0.999	string	3
FUS	TNPO1	0.994	string	3
FUS	SOD1	0.992	string	3
FUS	DROSHA	0.992	string	3
FUS	HNRNPA2B1	0.99	string	3
NTS	NTSR2	0.999	string	3
NTS	NTSR1	0.999	string	3
NTS	SORT1	0.999	string	3
NTS	NLN	0.996	string	3
NTS	TAC1	0.982	string	3
APC	CSNK1A1	0.999	string	3
APC	GSK3B	0.999	string	3
APC	AXIN1	0.999	string	3
APC	CTNNB1	0.999	string	3
APC	AXIN2	0.999	string	3
HRK	BCL2L1	0.999	string	3
HRK	BCL2	0.997	string	3
HRK	MCL1	0.985	string	3
HRK	BCL2L2	0.98	string	3
CHRND	CHRNA1	0.959	string	3
CHRND	RAPSN	0.93	string	3
CHRND	CHRNB1	0.908	string	3
CTSV	CSTA	0.96	string	3
CTSV	BCL2	0.926	string	3
CTSV	BID	0.905	string	3
CTSV	BCL2L1	0.902	string	3
PPIG	CDC40	0.973	string	3
PPIG	CYP3A4	0.973	string	3
PPIG	SYF2	0.969	string	3
PPIG	SLU7	0.964	string	3
PPIG	CYP2B6	0.964	string	3
AXIN1	BTRC	0.999	string	3
AXIN1	GSK3A	0.999	string	3
AXIN1	CTNNB1	0.999	string	3
AXIN1	DVL1	0.999	string	3
AXIN1	AXIN2	0.999	string	3
UFD1	UBXN7	0.999	string	3
UFD1	VCP	0.999	string	3
UFD1	NPLOC4	0.999	string	3
UFD1	FAF2	0.999	string	3
UFD1	FAF1	0.999	string	3
EP300	RELA	0.999	string	3
EP300	STAT3	0.999	string	3
EP300	TP53	0.999	string	3
EP300	JUN	0.999	string	3
EP300	HIF1A	0.999	string	3
NDUFS3	UQCRFS1	0.999	string	3
NDUFS3	MT-ND2	0.999	string	3
NDUFS3	MT-ND1	0.999	string	3
NDUFS3	NDUFV1	0.999	string	3
NDUFS3	MT-ND4L	0.999	string	3
NID1	HSPG2	0.999	string	3
NID1	FN1	0.997	string	3
NID1	LAMC1	0.997	string	3
NID1	VTN	0.996	string	3
NID1	CD44	0.991	string	3
FGF2	FGFR2	0.999	string	3
FGF2	FGFR4	0.999	string	3
FGF2	FGFR1	0.999	string	3
FGF2	FGFR3	0.999	string	3
FGF2	HSPG2	0.998	string	3
RBBP5	DPY30	0.999	string	3
RBBP5	ASH2L	0.999	string	3
RBBP5	KMT2C	0.999	string	3
RBBP5	SETD1A	0.999	string	3
RBBP5	HCFC1	0.999	string	3
WNT5A	FZD2	0.999	string	3
WNT5A	RYK	0.999	string	3
WNT5A	FZD4	0.999	string	3
WNT5A	FZD5	0.999	string	3
WNT5A	FZD3	0.999	string	3
KLKB1	KNG1	0.999	string	3
KLKB1	SERPING1	0.996	string	3
KLKB1	A2M	0.957	string	3
KLKB1	PLG	0.936	string	3
NDUFA9	NDUFV3	0.999	string	3
NDUFA9	NDUFB10	0.999	string	3
NDUFA9	NDUFA2	0.999	string	3
NDUFA9	NDUFS5	0.999	string	3
NDUFB10	NDUFV3	0.999	string	3
NDUFB10	NDUFA2	0.999	string	3
NDUFB10	NDUFS5	0.999	string	3
NDUFB10	NDUFA8	0.999	string	3
TP53	SFN	0.999	string	3
TP53	HIF1A	0.999	string	3
TP53	HDAC1	0.999	string	3
TP53	HSP90AA1	0.999	string	3
SH3GL1	SYNJ1	0.969	string	3
SH3GL1	SH3GL2	0.936	string	3
SH3GL1	SH3GL3	0.931	string	3
SH3GL1	PDCD6IP	0.922	string	3
SH3GL1	SYNJ2	0.918	string	3
RAB5A	RAB5B	0.999	string	3
RAB5A	APPL1	0.999	string	3
RAB5A	RABEP1	0.999	string	3
RAB5A	EEA1	0.999	string	3
RAB5A	PIK3C3	0.999	string	3
NDUFB11	NDUFB4	0.999	string	3
NDUFB11	NDUFS7	0.999	string	3
NDUFB11	NDUFB1	0.999	string	3
NDUFB11	NDUFA10	0.999	string	3
NDUFB11	NDUFS8	0.999	string	3
NDUFB9	NDUFB3	0.999	string	3
NDUFB9	NDUFV2	0.999	string	3
NDUFB9	NDUFAB1	0.999	string	3
NDUFB9	NDUFS1	0.999	string	3
NDUFB9	MT-ND4	0.999	string	3
WNT3A	LRP6	0.999	string	3
WNT3A	LRP5	0.999	string	3
WNT3A	FZD1	0.998	string	3
WNT3A	FZD2	0.997	string	3
WNT3A	WLS	0.994	string	3
APP	SORL1	0.999	string	3
APP	APBB1	0.999	string	3
APP	APOE	0.999	string	3
APP	BACE1	0.999	string	3
APP	PSEN1	0.999	string	3
WNT7A	LRP5	0.996	string	3
WNT7A	FZD7	0.995	string	3
WNT7A	FZD5	0.994	string	3
WNT7A	FZD4	0.993	string	3
WNT7A	WIF1	0.987	string	3
DKK2	LRP5	0.999	string	3
DKK2	LRP6	0.999	string	3
DKK2	KREMEN1	0.992	string	3
DKK2	DKK3	0.967	string	3
DKK2	WNT6	0.954	string	3
GNAQ	S1PR3	0.999	string	3
GNAQ	HRH1	0.999	string	3
GNAQ	GRM5	0.999	string	3
GNAQ	PLCB1	0.999	string	3
GNAQ	PLCB3	0.999	string	3
CALM3	CAMK2A	0.999	string	3
CALM3	NOS3	0.999	string	3
CALM3	PPP3CA	0.999	string	3
CALM3	CAMKK2	0.999	string	3
CALM3	NOS2	0.999	string	3
BAX	BCL2	0.999	string	3
BAX	BCL2L1	0.999	string	3
BAX	MCL1	0.999	string	3
BAX	BCL2L11	0.998	string	3
BAX	BID	0.998	string	3
WNT1	LRP6	0.999	string	3
WNT1	LRP5	0.999	string	3
WNT1	FZD1	0.997	string	3
WNT1	FZD8	0.995	string	3
WNT1	PORCN	0.989	string	3
RAPGEF6	RAP1A	0.99	string	3
RAPGEF6	F11R	0.98	string	3
RAPGEF6	RAPGEF2	0.963	string	3
RAPGEF6	PTPN13	0.96	string	3
RAPGEF6	RAP1B	0.945	string	3
NDUFB8	NDUFB3	0.999	string	3
NDUFB8	NDUFS1	0.999	string	3
NDUFB8	NDUFAB1	0.999	string	3
NDUFB8	NDUFV2	0.999	string	3
NDUFB8	MT-ND4	0.999	string	3
UBXN6	VCP	0.999	string	3
UBXN6	UBXN4	0.999	string	3
UBXN6	NSFL1C	0.999	string	3
UBXN6	FAF1	0.997	string	3
UBXN6	UBXN10	0.997	string	3
SOST	LRP5	0.999	string	3
SOST	LRP6	0.999	string	3
SOST	DKK1	0.957	string	3
SOST	TNFSF11	0.927	string	3
TMED10	TMED2	0.999	string	3
TMED10	TMED9	0.999	string	3
TMED10	NCSTN	0.997	string	3
TMED10	APH1A	0.996	string	3
TMED10	TMED4	0.993	string	3
CHRNB1	RAPSN	0.929	string	3
CHRNB1	CHRNA1	0.912	string	3
SLC6A19	ACE2	0.999	string	3
SLC6A19	CLTRN	0.957	string	3
SLC6A19	SLC36A2	0.956	string	3
ASPSCR1	VCP	0.998	string	3
ASPSCR1	NSFL1C	0.997	string	3
ASPSCR1	UBXN7	0.997	string	3
ASPSCR1	UBXN2A	0.997	string	3
ASPSCR1	NPLOC4	0.997	string	3
VCPIP1	NSFL1C	0.999	string	3
VCPIP1	VCP	0.999	string	3
VCPIP1	NPLOC4	0.998	string	3
VCPIP1	UFD1	0.998	string	3
VCPIP1	UBXN7	0.996	string	3
CYP4A11	CYP1A2	0.972	string	3
CYP4A11	CYP2A6	0.97	string	3
CYP4A11	CYP2B6	0.966	string	3
CYP4A11	CYP2C8	0.966	string	3
CYP4A11	CYP2E1	0.964	string	3
RUVBL1	ACTL6A	0.999	string	3
RUVBL1	INO80	0.999	string	3
RUVBL1	INO80C	0.999	string	3
RUVBL1	TRRAP	0.999	string	3
RUVBL1	YEATS4	0.999	string	3
AGTRAP	AGTR1	0.982	string	3
HCLS1	WAS	0.999	string	3
HCLS1	SRC	0.999	string	3
HCLS1	DNM2	0.998	string	3
HCLS1	TJP1	0.998	string	3
HCLS1	WASL	0.997	string	3
WNT11	FZD6	0.998	string	3
WNT11	FZD7	0.997	string	3
WNT11	FZD9	0.996	string	3
WNT11	FZD3	0.996	string	3
WNT11	FZD4	0.995	string	3
MRE11	ATM	0.999	string	3
MRE11	BRCA1	0.999	string	3
MRE11	BARD1	0.999	string	3
MRE11	RAD50	0.999	string	3
MRE11	NBN	0.999	string	3
PMAIP1	MCL1	0.999	string	3
PMAIP1	BCL2L1	0.999	string	3
PMAIP1	BCL2	0.999	string	3
PMAIP1	BCL2A1	0.999	string	3
PMAIP1	BCL2L2	0.998	string	3
NDUFV2	NDUFS7	0.999	string	3
NDUFV2	NDUFB4	0.999	string	3
NDUFV2	NDUFB6	0.999	string	3
NDUFV2	NDUFA10	0.999	string	3
NDUFV2	NDUFS8	0.999	string	3
BGN	HSPG2	0.997	string	3
BGN	FN1	0.995	string	3
BGN	TLR4	0.994	string	3
BGN	ELN	0.99	string	3
BGN	DCN	0.989	string	3
UPP1	TYMP	0.999	string	3
UPP1	CDA	0.997	string	3
UPP1	PNP	0.994	string	3
UPP1	DPYD	0.987	string	3
UPP1	UMPS	0.983	string	3
NDUFA12	MT-ND4	0.999	string	3
NDUFA12	NDUFA4	0.999	string	3
NDUFA12	MT-ND3	0.999	string	3
NDUFA12	NDUFB5	0.999	string	3
NDUFA12	NDUFC2	0.999	string	3
MORF4L1	MEAF6	0.999	string	3
MORF4L1	ING3	0.999	string	3
MORF4L1	KAT5	0.999	string	3
MORF4L1	YEATS4	0.999	string	3
MORF4L1	PHF12	0.999	string	3
H3C13	H2AC18	0.999	string	3
H3C13	CBX3	0.999	string	3
H3C13	H2BC21	0.999	string	3
H3C13	DNMT3A	0.999	string	3
H3C13	CBX1	0.999	string	3
FIP1L1	CPSF2	0.999	string	3
FIP1L1	WDR33	0.999	string	3
FIP1L1	CPSF4	0.999	string	3
FIP1L1	CPSF1	0.999	string	3
ACTR8	RUVBL1	0.998	string	3
ACTR8	ACTR5	0.998	string	3
ACTR8	RUVBL2	0.997	string	3
ACTR8	INO80C	0.997	string	3
ACTR8	ACTL6A	0.995	string	3
CYP3A7	CYP2C9	0.971	string	3
CYP3A7	CYP2C8	0.969	string	3
CYP3A7	CYP3A5	0.968	string	3
CYP3A7	CYP2B6	0.967	string	3
CYP3A7	CYP2C18	0.967	string	3
KAT5	ING3	0.999	string	3
KAT5	EP400	0.999	string	3
KAT5	APBB1	0.999	string	3
KAT5	RUVBL1	0.999	string	3
KAT5	MEAF6	0.999	string	3
HNRNPA1	HNRNPC	0.999	string	3
HNRNPA1	TNPO1	0.998	string	3
HNRNPA1	HNRNPH1	0.998	string	3
HNRNPA1	HNRNPA2B1	0.998	string	3
HNRNPA1	PTBP1	0.998	string	3
CYP1A2	GAPDH	0.989	string	3
CYP1A2	CYP2E1	0.982	string	3
CYP1A2	CYP7A1	0.973	string	3
CYP1A2	NAT2	0.973	string	3
DOK7	MUSK	0.998	string	3
DOK7	AGRN	0.991	string	3
DOK7	RAPSN	0.983	string	3
DOK7	COLQ	0.942	string	3
CTSL	CD74	0.993	string	3
CTSL	CSTA	0.992	string	3
CTSL	CTSB	0.974	string	3
CTSL	CSTB	0.954	string	3
CTSL	CST7	0.941	string	3
CTSB	CSTA	0.998	string	3
CTSB	NLRP3	0.993	string	3
CTSB	CST3	0.982	string	3
CTSB	ANXA2	0.978	string	3
CTSB	CTSD	0.977	string	3
DPY30	KMT2C	0.999	string	3
DPY30	ASH2L	0.999	string	3
DPY30	SETD1B	0.999	string	3
DPY30	WDR5	0.999	string	3
SLC6A20	ACE2	0.998	string	3
SLC6A20	SLC36A2	0.959	string	3
SLC6A20	XYLT2	0.92	string	3
HNRNPA2B1	HNRNPC	0.999	string	3
HNRNPA2B1	HNRNPL	0.999	string	3
HNRNPA2B1	TARDBP	0.998	string	3
HNRNPA2B1	ILF3	0.994	string	3
DNM3	DNM1	0.999	string	3
DNM3	DNM2	0.984	string	3
DNM3	HCLS1	0.965	string	3
AMPH	SYNJ1	0.997	string	3
AMPH	DNM1	0.996	string	3
AMPH	DNM2	0.992	string	3
AMPH	CLTC	0.961	string	3
MCRS1	KANSL3	0.999	string	3
MCRS1	KANSL2	0.999	string	3
MCRS1	PHF20	0.998	string	3
MCRS1	KANSL1	0.996	string	3
MCRS1	WDR5	0.993	string	3
VCP	ATXN3	0.999	string	3
VCP	SELENOS	0.999	string	3
VCP	FAF1	0.999	string	3
VCP	DERL1	0.999	string	3
H3C12	H2BC21	0.999	string	3
H3C12	DNMT3A	0.999	string	3
H3C12	ASF1A	0.999	string	3
H3C12	H2AC18	0.999	string	3
H3C12	CBX3	0.999	string	3
CD2AP	NPHS1	0.999	string	3
CD2AP	NPHS2	0.999	string	3
CD2AP	KIRREL1	0.995	string	3
CD2AP	CD2	0.991	string	3
CD2AP	CBL	0.988	string	3
TRRAP	TAF9	0.999	string	3
TRRAP	TAF6	0.999	string	3
TRRAP	KAT5	0.999	string	3
TRRAP	RUVBL2	0.999	string	3
TRRAP	DMAP1	0.999	string	3
RAB5B	RIN1	0.969	string	3
RAB5B	RAB5C	0.966	string	3
RAB5B	EEA1	0.961	string	3
RAB5B	PIK3C3	0.939	string	3
