level	trait	total_gwas_snps	trait_snps	eqtls_in_catalog	trait_eqtls	pval	adj_pval	sim_count	sim_pval
level1	Glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH)) levels	344506	6	365	2	1.6744516778110617e-05	0.0062457047582352605	3	0.008
level1	Occipital area (unadjusted for global measures)	344506	45	365	3	1.619312950766069e-05	0.0060400373063574375	15	0.032
level2	Alzheimer's disease in APOE e4- carriers	344506	35	725	4	9.67018589342455e-07	0.000871283748997552	12	0.026
level2	Coronary artery disease	344506	1580	725	91	2.9328329293489794e-98	2.6424824693434305e-95	35	0.072
level2	Chronic lymphocytic leukemia	344506	131	725	6	4.253290425703064e-07	0.0003832214673558461	6	0.014
level2	Protein quantitative trait loci	344506	132	725	6	4.44789239130952e-07	0.00040075510445698774	0	0.002
level2	Parkinson's disease	344506	374	725	7	1.750168150806147e-05	0.015769015038763386	45	0.092
level2	Serum levels of protein CTSB	344506	4	725	2	2.64618073808832e-05	0.023842088450175762	2	0.006
level2	Response to quetiapine in schizophrenia	344506	15	725	3	4.144252690111167e-06	0.0037339716737901612	34	0.07
level2	Complement factor H-related protein 2 levels	344506	45	725	6	6.463166890415603e-10	5.823313368264459e-07	13	0.028
level2	Complement factor H-related protein 4 levels	344506	52	725	4	4.85986979676096e-06	0.004378742686881625	7	0.016
level2	Cathepsin B levels	344506	43	725	5	3.667908172774732e-08	3.3047852636700336e-05	4	0.01
level2	Cathepsin H levels	344506	13	725	3	2.613158402682432e-06	0.002354455720816871	6	0.014
level2	N-desmethyl tamoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer	344506	5	725	2	4.40413286008509e-05	0.039681237069366666	24	0.05
level3	Platelet count	344506	3349	1985	51	1.0271662601203667e-09	1.3661311259600878e-06	74	0.15
level3	Body mass index	344506	7527	1985	72	3.2968104607646906e-05	0.04384757912817038	86	0.174
level3	Idiopathic membranous nephropathy	344506	21	1985	8	2.2808208275208887e-13	3.033491700602782e-10	186	0.373
level3	Warfarin maintenance dose	344506	27	1985	4	1.734867465789951e-05	0.02307373729500635	10	0.022
level3	Waist-to-hip ratio adjusted for BMI	344506	3741	1985	61	1.590300205979328e-12	2.1150992739525065e-09	247	0.495
level3	Hip circumference adjusted for BMI	344506	3359	1985	60	5.708526256833405e-14	7.592339921588429e-11	244	0.489
level3	A body shape index	344506	1514	1985	32	7.769809438725252e-10	1.0333846553504585e-06	251	0.503
level3	Waist-hip index	344506	2526	1985	53	3.4195910101540612e-15	4.5480560435049015e-12	255	0.511
level3	5-methyluridine (ribothymidine) levels	344506	20	1985	4	4.945942749857371e-06	0.0065781038573103036	65	0.132
level3	Parental longevity (father's age at death)	344506	32	1985	4	3.474119576093202e-05	0.04620579036203958	3	0.008
level3	Cystatin-C levels	344506	15	1985	4	1.4258550819176975e-06	0.0018963872589505377	3	0.008
level3	MHC class I polypeptide-related sequence A levels	344506	79	1985	9	9.854466177131607e-10	1.3106440015585037e-06	171	0.343
level3	Inguinal hernia	344506	2192	1985	44	3.089416854625275e-12	4.108924416651616e-09	127	0.255
level3	Asthma and cardiovascular disease	344506	145	1985	7	2.4125551569864245e-05	0.03208698358791945	86	0.174
level3	MHC class I polypeptide-related sequence B levels (MICB.5102.55.3)	344506	10	1985	3	2.2237446567044977e-05	0.02957580393416982	40	0.082
level3	Killer cell immunoglobulin-like receptor 2DS2 levels (KIR2DS2.10428.1.3)	344506	6	1985	3	3.770821094538601e-06	0.00501519205573634	148	0.297
level3	Rheumatoid arthritis or multiple sclerosis	344506	53	1985	6	6.614900289571922e-07	0.0008797817385130656	211	0.423
level3	Rheumatoid arthritis or type 1 diabetes	344506	107	1985	11	4.228244471309091e-11	5.6235651468410907e-08	130	0.261
level3	Rheumatoid arthritis or irritable bowel disease	344506	86	1985	6	1.1522877374199998e-05	0.015325426907685997	150	0.301
level3	Takayasu arteritis	344506	144	1985	13	3.887605028899695e-12	5.170514688436594e-09	183	0.367
level3	5,6-dihydrothymine levels	344506	3	1985	3	1.9100217146491157e-07	0.0002540328880483324	90	0.182
level3	Uridine levels	344506	12	1985	7	1.611250029162134e-13	2.142962538785638e-10	93	0.188
level3	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	1985	30	1.4546195342825355e-12	1.934643980595772e-09	298	0.597
level3	Seropositivity for streptococcus pneumoniae peptide (agilent_242450)	344506	8	1985	3	1.0467470511369285e-05	0.01392173578012115	87	0.176
level3	Seropositivity for vibrio cholerae AM-19226 peptide (agilent_188248)	344506	2	1985	2	3.318255779491464e-05	0.044132801867236476	11	0.024
level3	Seropositivity for gallus gallus ovomucoid precursor gallus peptide (twist_30726)	344506	11	1985	5	2.836465400179079e-09	3.772498982238175e-06	96	0.194
level3	Seropositivity for clostridiales peptide (agilent_68956)	344506	17	1985	4	2.4633354725298383e-06	0.003276236178464685	115	0.232
level3	Seropositivity for streptococcus pneumoniae peptide (agilent_236127)	344506	13	1985	4	7.537831986793167e-07	0.0010025316542434913	132	0.265
level3	Seropositivity for haemophilus parainfluenzae T3T1 peptide (agilent_32597)	344506	2	1985	2	3.318255779491464e-05	0.044132801867236476	8	0.018
level3	Seropositivity for triticum urartu (wild einkorn wheat) peptide (twist_11627)	344506	10	1985	3	2.2237446567044977e-05	0.02957580393416982	18	0.038
level3	Seropositivity for staphylococcus aureus peptide (twist_39975)	344506	9	1985	3	1.5633553721339696e-05	0.020792626449381794	47	0.096
level3	Seropositivity for staphylococcus aureus peptide (agilent_222381)	344506	47	1985	5	7.927261492795322e-06	0.010543257785417778	47	0.096
level4	Waist circumference adjusted for body mass index	344506	3611	4156	75	7.350819366506953e-06	0.021287972885404134	121	0.244
level4	White matter microstructure (mean diusivities)	344506	198	4156	18	5.575987105741892e-11	1.614805865822852e-07	103	0.208
level4	White matter microstructure (axial diusivities)	344506	160	4156	16	1.5502145266071045e-10	4.489421269054175e-07	107	0.216
level4	Hemoglobin concentration	344506	1081	4156	34	7.489324090434313e-07	0.002168908256589777	166	0.333
level4	Neuroticism	344506	1057	4156	35	1.5919632203198446e-07	0.000461032548604627	137	0.275
level4	Chronic hepatitis B infection	344506	19	4156	5	2.574082601051269e-06	0.007454543212644475	150	0.301
level4	Parkinson's disease	344506	374	4156	28	4.0131596127452594e-14	1.1622110238510271e-10	144	0.289
level4	Systemic lupus erythematosus	344506	863	4156	44	3.920660193052256e-15	1.1354231919079333e-11	230	0.461
level4	Oligoclonal band status in multiple sclerosis	344506	4	4156	3	6.954117485841935e-06	0.020139124238998246	89	0.18
level4	Immunoglobulin G index levels in multiple sclerosis	344506	4	4156	3	6.954117485841935e-06	0.020139124238998246	89	0.18
level4	Hip circumference adjusted for BMI	344506	3359	4156	83	2.0461265779493915e-09	5.925582569741438e-06	387	0.774
level4	White blood cell count	344506	2803	4156	62	6.948944947862145e-06	0.02012414456900877	72	0.146
level4	Hepatitis C induced liver cirrhosis	344506	5	4156	3	1.7228203565197805e-05	0.04989287752481284	26	0.054
level4	Nodular sclerosis Hodgkin lymphoma	344506	14	4156	5	4.6604231666832556e-07	0.001349658549071471	140	0.281
level4	Lymphoma	344506	9	4156	4	2.5388945112013546e-06	0.007352638504439123	127	0.255
level4	Multiple sclerosis (OCB status)	344506	10	4156	6	6.187537739029445e-10	1.7919109292229273e-06	140	0.281
level4	Cortical surface area (global PC1)	344506	15	4156	6	1.4002121864059655e-08	4.0550144918316764e-05	108	0.218
level4	Pulse pressure	344506	2529	4156	58	4.767610196719914e-06	0.01380699912970087	264	0.529
level4	Post bronchodilator FEV1/FVC ratio in COPD	344506	473	4156	27	5.952398790757493e-11	1.72381468980337e-07	65	0.132
level4	Immune response to measles vaccine (measles-specific neutralising antibody titre)	344506	4	4156	3	6.954117485841935e-06	0.020139124238998246	56	0.114
level4	ACPA-positive rheumatoid arthritis (smoking interaction)	344506	15	4156	10	1.8357312503099375e-16	5.316277700897579e-13	140	0.281
level4	Epstein Barr virus nuclear antigen 1 IgG levels	344506	6	4156	4	3.111522967212598e-07	0.0009010970513047685	132	0.265
level4	Immunoglobulin A vasculitis	344506	60	4156	14	1.3973000800024023e-14	4.046581031686957e-11	140	0.281
level4	HLA DR on Dendritic Cell	344506	5	4156	3	1.7228203565197805e-05	0.04989287752481284	22	0.046
level4	aseg global volume BrainSegNotVentSurf	344506	3	4156	3	1.754391323320397e-06	0.00508071727233587	9	0.02
level4	Waist-to-hip ratio adjusted for BMI	344506	3741	4156	86	2.6563779560988777e-08	7.69287056086235e-05	389	0.778
level4	Serum levels of protein BPI	344506	5	4156	4	1.0472677379646202e-07	0.000303288736914554	28	0.058
level4	Irritable mood	344506	67	4156	9	1.222056831373676e-07	0.0003539076583658166	97	0.196
level4	Response to hepatitis B vaccine	344506	21	4156	6	1.4266704693663847e-07	0.000413163767928505	143	0.287
level4	Feeling nervous	344506	67	4156	9	1.222056831373676e-07	0.0003539076583658166	142	0.285
level4	Childhood steroid-sensitive nephrotic syndrome	344506	29	4156	7	4.575971320545226e-08	0.00013252012944298976	126	0.253
level4	A body shape index	344506	1514	4156	55	1.8062519704149133e-12	5.230905706321588e-09	380	0.76
level4	Waist-hip index	344506	2526	4156	68	2.1371995516974713e-09	6.189329901715877e-06	395	0.79
level4	Bactericidal permeability-increasing protein levels (BPI.4126.22.1)	344506	3	4156	3	1.754391323320397e-06	0.00508071727233587	28	0.058
level4	General factor of neuroticism	344506	308	4156	17	3.13027083545947e-07	0.0009065264339490625	142	0.285
level4	Anti-anoctamin 2 antibody levels	344506	10	4156	5	6.107451844332792e-08	0.00017687180541187765	132	0.265
level4	Coagulation Factor VII levels	344506	50	4156	8	1.5243577122315278e-07	0.00044145399346225047	43	0.088
level4	Phosphatidylinositol(34:2)_[M-H]1- levels	344506	91	4156	10	1.7084246312697577e-07	0.0004947597732157218	73	0.148
level4	Phosphatidylinositol(40:6)_[M-H]1- levels	344506	67	4156	10	8.56950529847367e-09	2.4817287344379745e-05	38	0.078
level4	Bactericidal permeability-increasing protein levels	344506	8	4156	4	1.4242065667459194e-06	0.004124502217296182	28	0.058
level4	X-13431 levels	344506	13	4156	4	1.3860983722022373e-05	0.040141408858976796	32	0.066
level4	X-21353 levels	344506	4	4156	3	6.954117485841935e-06	0.020139124238998246	53	0.108
level4	3-hydroxyoctanoate levels	344506	5	4156	3	1.7228203565197805e-05	0.04989287752481284	27	0.056
level4	Disruptive behavior (multivariate analysis)	344506	50	4156	7	2.3472149818584156e-06	0.0067975345874619715	19	0.04
level4	Pediatric steroid sensitive nephrotic syndrome	344506	41	4156	6	9.616384578160786e-06	0.027849049738353636	58	0.118
level4	Headache or migraine	344506	113	4156	12	1.5020167908459375e-08	4.349840626289835e-05	61	0.124
level4	Occipital area (unadjusted for global measures)	344506	45	4156	7	1.1239862461578372e-06	0.0032550641688730967	108	0.218
level4	Anteromedial temporal area (unadjusted for global measures)	344506	29	4156	6	1.1497656393682266e-06	0.003329721291610384	89	0.18
level4	Dorsolateral prefrontal area (unadjusted for global measures)	344506	48	4156	7	1.7670141139412334e-06	0.005117272873973812	125	0.251
level4	Inferior parietal area (unadjusted for global measures)	344506	45	4156	6	1.6717024861419326e-05	0.048412503998670364	88	0.178
level4	Superior parietal area (unadjusted for global measures)	344506	30	4156	6	1.4224420605139049e-06	0.004119392207248268	112	0.226
level4	Allergen component sensitization (Hevea brasiliensis 8)	344506	77	4156	16	1.336713582404453e-15	3.871122534643296e-12	123	0.248
level4	Ovarian cancer or critical COVID-19 (pleiotropy)	344506	4	4156	3	6.954117485841935e-06	0.020139124238998246	103	0.208
level4	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	4156	109	2.896406676514742e-65	8.387993735186692e-62	414	0.828
level4	Seropositivity for aix galericulata (mandarin duck) peptide (twist_23200)	344506	11	4156	4	6.522161497742754e-06	0.018888179697463016	127	0.255
level4	Seropositivity for enterobacteria phage peptide (twist_65044)	344506	4	4156	3	6.954117485841935e-06	0.020139124238998246	105	0.212
level4	Seropositivity for human adenovirus 12 peptide (twist_43231)	344506	5	4156	3	1.7228203565197805e-05	0.04989287752481284	77	0.156
level4	Seropositivity for human adenovirus 12 peptide (twist_55551)	344506	4	4156	3	6.954117485841935e-06	0.020139124238998246	93	0.188
level4	Seropositivity for streptococcus pneumoniae peptide (agilent_242450)	344506	8	4156	4	1.4242065667459194e-06	0.004124502217296182	147	0.295
level4	Seropositivity for gallus gallus ovomucoid precursor gallus peptide (twist_30726)	344506	11	4156	4	6.522161497742754e-06	0.018888179697463016	152	0.305
level4	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_84757)	344506	21	4156	6	1.4266704693663847e-07	0.000413163767928505	158	0.317
level4	Seropositivity for root peptide (agilent_184788)	344506	3	4156	3	1.754391323320397e-06	0.00508071727233587	140	0.281
level4	Seropositivity for struthio camelus (ostrich) peptide (twist_5109)	344506	8	4156	4	1.4242065667459194e-06	0.004124502217296182	112	0.226
level4	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_80555)	344506	4	4156	3	6.954117485841935e-06	0.020139124238998246	97	0.196
level4	Seropositivity for streptococcus phage peptide (twist_76831)	344506	3	4156	3	1.754391323320397e-06	0.00508071727233587	125	0.251
level4	Seropositivity for faecalibacterium prausnitzii a2-165 peptide (agilent_194982)	344506	4	4156	3	6.954117485841935e-06	0.020139124238998246	70	0.142
level4	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_1075)	344506	3	4156	3	1.754391323320397e-06	0.00508071727233587	128	0.257
level4	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_46937)	344506	4	4156	3	6.954117485841935e-06	0.020139124238998246	130	0.261
level4	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_32108)	344506	3	4156	3	1.754391323320397e-06	0.00508071727233587	128	0.257
level4	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_34377)	344506	4	4156	3	6.954117485841935e-06	0.020139124238998246	113	0.228
level4	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_212)	344506	3	4156	3	1.754391323320397e-06	0.00508071727233587	140	0.281
level4	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_46426)	344506	3	4156	3	1.754391323320397e-06	0.00508071727233587	140	0.281
level4	Seropositivity for lactobacillus phage LFEINF peptide (twist_64023)	344506	18	4156	6	5.0346339888423065e-08	0.0001458030003168732	191	0.383
level4	Seropositivity for lactobacillus phage LFEINF peptide (twist_88894)	344506	18	4156	5	1.915856997097686e-06	0.005548321863594899	148	0.297
level4	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_26954)	344506	12	4156	4	9.68918267090423e-06	0.028059873014938647	133	0.267
level4	Seropositivity for human huntingtin peptide (twist_34234)	344506	4	4156	3	6.954117485841935e-06	0.020139124238998246	92	0.186
level4	Seropositivity (peptide co-occurrence module 19: pathobion, phages)	344506	5	4156	3	1.7228203565197805e-05	0.04989287752481284	19	0.04
level4	Seropositivity (peptide co-occurrence module 13: ABC transporters , ATP-binding proteins)	344506	4	4156	3	6.954117485841935e-06	0.020139124238998246	129	0.259
level4	Seropositivity for staphylococcus aureus subsp. aureus strain newman peptide (agilent_239239)	344506	3	4156	3	1.754391323320397e-06	0.00508071727233587	92	0.186
level4	Seropositivity for staphylococcus aureus peptide (agilent_240086)	344506	5	4156	3	1.7228203565197805e-05	0.04989287752481284	22	0.046
