geneA	geneB	score	db	level
FCGR3A	TNFRSF8	0.99	string	2
LAMTOR2	LAMTOR3	0.999	string	2
LAMTOR2	SLC38A9	0.999	string	2
LAMTOR2	LAMTOR1	0.999	string	2
LAMTOR2	RRAGB	0.999	string	2
APH1A	PSENEN	0.999	string	2
APH1A	PSEN1	0.999	string	2
APH1A	TMED10	0.996	string	2
GNAS	GNB1	0.999	string	2
GNAS	GNG2	0.997	string	2
GNAS	PTH1R	0.997	string	2
GNAS	CRHR1	0.997	string	2
GNAS	TSHR	0.997	string	2
DNM1	DNM3	0.999	string	2
DNM1	FIS1	0.997	string	2
DNM1	AMPH	0.996	string	2
DNM1	DNM2	0.983	string	2
SRC	SHC1	0.999	string	2
SRC	ESR1	0.999	string	2
SRC	SYK	0.999	string	2
SRC	BCAR1	0.999	string	2
SRC	CAV1	0.999	string	2
FZD8	WNT1	0.995	string	2
FZD8	LRP6	0.994	string	2
FZD8	WNT11	0.994	string	2
FZD8	WNT3A	0.989	string	2
BCL2L1	HRK	0.999	string	2
BCL2L1	PMAIP1	0.999	string	2
BCL2L1	TP53	0.999	string	2
BCL2L1	BECN1	0.999	string	2
UCN3	CRHR2	0.999	string	2
UCN3	CRHR1	0.998	string	2
UCN3	UCN2	0.998	string	2
UCN3	CRH	0.997	string	2
UCN3	UCN	0.995	string	2
KLRC2	TYROBP	0.999	string	2
KLRC2	KLRC3	0.999	string	2
KLRC2	KIR2DL1	0.987	string	2
CLEC6A	CLEC4D	0.97	string	2
CLEC6A	SYK	0.954	string	2
CLEC6A	CARD9	0.922	string	2
CLEC6A	CBLB	0.9	string	2
CLCN7	TCIRG1	0.97	string	2
DNM2	HCLS1	0.998	string	2
DNM2	CTTN	0.993	string	2
DNM2	AMPH	0.992	string	2
DNM2	DNM3	0.984	string	2
TFPT	UCHL5	0.986	string	2
TFPT	ACTR8	0.985	string	2
TFPT	NFRKB	0.984	string	2
TFPT	ACTR5	0.981	string	2
GRB2	ERBB4	0.999	string	2
GRB2	LAT	0.999	string	2
GRB2	LCP2	0.999	string	2
GRB2	IRS1	0.999	string	2
GRB2	PTPN11	0.999	string	2
SLC38A9	LAMTOR5	0.999	string	2
SLC38A9	LAMTOR3	0.999	string	2
SLC38A9	LAMTOR1	0.999	string	2
SLC38A9	RRAGC	0.999	string	2
SLC38A9	RRAGB	0.999	string	2
BCL2	BIK	0.999	string	2
BCL2	BECN1	0.999	string	2
BCL2	BNIP3	0.999	string	2
BCL2	BCL2L1	0.999	string	2
BCL2	NLRP1	0.999	string	2
SHARPIN	RBCK1	0.999	string	2
SHARPIN	TNF	0.998	string	2
SHARPIN	IKBKG	0.998	string	2
SHARPIN	TNFRSF1A	0.998	string	2
CD8A	HLA-A	0.999	string	2
CD8A	LCK	0.999	string	2
CD8A	CD8B	0.999	string	2
CD8A	CD4	0.999	string	2
PLD3	CHPT1	0.924	string	2
PLD3	PLD1	0.923	string	2
PLD3	CEPT1	0.919	string	2
PLD3	MBOAT2	0.916	string	2
KANSL1	PHF20	0.999	string	2
KANSL1	KANSL2	0.999	string	2
KANSL1	MCRS1	0.996	string	2
BCAR1	PXN	0.999	string	2
BCAR1	VCL	0.999	string	2
BCAR1	PTK2	0.999	string	2
BCAR1	CRKL	0.999	string	2
PISD	PTDSS1	0.986	string	2
PISD	PTDSS2	0.985	string	2
PISD	PCYT2	0.985	string	2
PISD	PEMT	0.978	string	2
PISD	PLD1	0.974	string	2
DNAI2	DNAAF1	0.983	string	2
DNAI2	DNALI1	0.983	string	2
DNAI2	DNAH11	0.979	string	2
SNX27	VPS26A	0.998	string	2
SNX27	SNX1	0.991	string	2
SNX27	DGKZ	0.987	string	2
SNX27	VPS35	0.984	string	2
SHC1	IGF1R	0.999	string	2
SHC1	GRB2	0.999	string	2
SHC1	SOS2	0.999	string	2
SHC1	ERBB3	0.999	string	2
SHC1	SOS1	0.999	string	2
SYNJ1	SH3GL2	0.998	string	2
SYNJ1	AMPH	0.997	string	2
SYNJ1	SH3GL1	0.969	string	2
SYNJ1	ITSN1	0.961	string	2
NSFL1C	VCPIP1	0.999	string	2
NSFL1C	UBXN6	0.999	string	2
NSFL1C	VCP	0.999	string	2
NSFL1C	UFD1	0.998	string	2
LAMTOR3	RRAGA	0.999	string	2
LAMTOR3	RPTOR	0.999	string	2
LAMTOR3	RRAGC	0.999	string	2
PIK3R1	IRS1	0.999	string	2
PIK3R1	PIK3R2	0.999	string	2
PIK3R1	PDGFRB	0.999	string	2
PIK3R1	CBL	0.999	string	2
PIK3R1	PIK3CB	0.999	string	2
LYN	CD79A	0.999	string	2
LYN	SYK	0.999	string	2
LYN	BLNK	0.999	string	2
LYN	CD19	0.999	string	2
LYN	GP6	0.997	string	2
CLINT1	VTI1B	0.999	string	2
CLINT1	CLTC	0.972	string	2
CLINT1	CLTCL1	0.948	string	2
CLINT1	AP2A1	0.941	string	2
LPXN	VCL	0.913	string	2
FCGR3B	CD247	0.999	string	2
FCGR3B	CD19	0.997	string	2
FCGR3B	NCAM1	0.991	string	2
FCGR3B	TNFRSF8	0.986	string	2
NFRKB	UCHL5	0.998	string	2
NFRKB	INO80	0.996	string	2
NFRKB	ACTR8	0.991	string	2
KLRC1	HLA-G	0.998	string	2
KLRC1	KIR2DL3	0.994	string	2
KLRC1	PTPN6	0.991	string	2
ARF1	CYTH2	0.999	string	2
ARF1	CYTH1	0.999	string	2
ARF1	PLEKHA3	0.998	string	2
ARF1	GGA1	0.996	string	2
ARF1	AP1B1	0.992	string	2
UBC	RBCK1	0.999	string	2
UBC	UCHL3	0.999	string	2
UBC	USP5	0.999	string	2
UBC	UBE2K	0.999	string	2
UBC	IKBKG	0.999	string	2
MSL1	KAT5	0.956	string	2
MSL1	EP400	0.94	string	2
DNAH11	DNAI1	0.986	string	2
DNAH11	RSPH4A	0.93	string	2
DNAH11	RSPH9	0.919	string	2
UBB	UBA52	0.999	string	2
UBB	PRKN	0.998	string	2
UBB	UBC	0.998	string	2
UBB	RPS27A	0.998	string	2
UBB	UBA1	0.997	string	2
MYC	EP300	0.999	string	2
MYC	FBXW7	0.999	string	2
MYC	TRRAP	0.999	string	2
MYC	BRCA1	0.999	string	2
CLTC	CLTB	0.999	string	2
CLTC	CLTA	0.999	string	2
CLTC	DNAJC6	0.998	string	2
CLTC	GAK	0.998	string	2
CLTC	AP2B1	0.997	string	2
DNAI1	RSPH4A	0.972	string	2
DNAI1	DNAAF2	0.958	string	2
INO80	RUVBL2	0.999	string	2
INO80	RUVBL1	0.999	string	2
B2M	CD1C	0.999	string	2
B2M	CD1A	0.999	string	2
B2M	FCGRT	0.999	string	2
B2M	HLA-C	0.999	string	2
MS4A4E	MS4A6E	0.978	string	2
MS4A4E	MS4A10	0.929	string	2
MS4A4E	MS4A12	0.915	string	2
CD4	LCK	0.999	string	3
CD4	CCR5	0.999	string	3
CD4	CD8A	0.999	string	3
CD4	ITIH4	0.999	string	3
CD4	CXCR4	0.999	string	3
MS4A12	MS4A6E	0.931	string	3
MS4A12	MS4A4E	0.915	string	3
LCP2	LAT	0.999	string	3
LCP2	ITK	0.999	string	3
LCP2	LCK	0.999	string	3
LCP2	GRAP2	0.999	string	3
LCP2	VAV3	0.999	string	3
TNFRSF1A	LTA	0.999	string	3
TNFRSF1A	BIRC2	0.999	string	3
TNFRSF1A	TRAF5	0.999	string	3
TNFRSF1A	CYLD	0.999	string	3
TNFRSF1A	TRADD	0.999	string	3
VCL	SORBS1	0.999	string	3
VCL	CTNNA1	0.999	string	3
VCL	ACTN4	0.999	string	3
VCL	ZYX	0.999	string	3
VCL	VASP	0.999	string	3
BIK	BCL2L1	0.999	string	3
BIK	BCL2	0.999	string	3
BIK	BCL2L2	0.991	string	3
BIK	MCL1	0.984	string	3
BIK	HRK	0.968	string	3
SOS2	SHC1	0.999	string	3
SOS2	GRB2	0.999	string	3
SOS2	EGFR	0.998	string	3
SOS2	PTPN11	0.994	string	3
SOS2	GAB2	0.991	string	3
DKK4	LRP5	0.999	string	3
DKK4	LRP6	0.999	string	3
DKK4	KREMEN1	0.975	string	3
DKK4	WNT6	0.949	string	3
DKK4	WNT2B	0.937	string	3
CD79A	CD79B	0.999	string	3
CD79A	LYN	0.999	string	3
CD79A	BLNK	0.998	string	3
CD79A	CD19	0.998	string	3
CD79A	IGLL1	0.997	string	3
PIK3R2	PIK3R3	0.999	string	3
PIK3R2	PIK3R1	0.999	string	3
PIK3R2	PIK3CB	0.999	string	3
PIK3R2	PIK3CD	0.999	string	3
PIK3R2	PIK3CA	0.999	string	3
FIS1	DNM1L	0.999	string	3
FIS1	TBC1D15	0.999	string	3
FIS1	DNM1	0.997	string	3
FIS1	BCAP31	0.996	string	3
FIS1	TBC1D17	0.996	string	3
BLNK	LYN	0.999	string	3
BLNK	VAV1	0.999	string	3
BLNK	GRB2	0.999	string	3
BLNK	BTK	0.999	string	3
BLNK	SYK	0.999	string	3
CD38	PECAM1	0.992	string	3
CD38	CD34	0.964	string	3
CD38	NAMPT	0.955	string	3
CD38	NMNAT1	0.95	string	3
CD38	CD19	0.946	string	3
CHPT1	PCYT1B	0.986	string	3
CHPT1	PCYT1A	0.984	string	3
CHPT1	PEMT	0.974	string	3
CHPT1	LPCAT2	0.962	string	3
CHPT1	LPCAT3	0.958	string	3
USP5	UBC	0.999	string	3
USP5	RPS27A	0.986	string	3
USP5	UBB	0.984	string	3
USP5	UBA52	0.97	string	3
RSPH4A	RSPH9	0.999	string	3
RSPH4A	RSPH1	0.99	string	3
RSPH4A	DNAI1	0.972	string	3
RSPH4A	DNAH5	0.964	string	3
RSPH4A	DNAI2	0.96	string	3
EXOC2	EXOC7	0.999	string	3
EXOC2	EXOC6	0.999	string	3
EXOC2	EXOC4	0.999	string	3
EXOC2	EXOC1	0.999	string	3
EXOC2	RALB	0.999	string	3
PLEKHA3	ARF1	0.998	string	3
PLEKHA3	CEL	0.902	string	3
PLEKHA3	GLTP	0.902	string	3
KLRK1	HCST	0.999	string	3
KLRK1	MICA	0.999	string	3
KLRK1	MICB	0.999	string	3
KLRK1	RAET1E	0.999	string	3
KLRK1	ULBP2	0.999	string	3
CLTA	CLTC	0.999	string	3
CLTA	CLTCL1	0.999	string	3
CLTA	CLTB	0.985	string	3
CLTA	AP2A1	0.983	string	3
CLTA	MYO6	0.974	string	3
H4C6	RBBP4	0.999	string	3
H4C6	H2AC8	0.999	string	3
H4C6	H2AC20	0.999	string	3
H4C6	H3-4	0.999	string	3
H4C6	H3-3B	0.999	string	3
LGALS3	LGALS3BP	0.999	string	3
LGALS3	MUC1	0.995	string	3
LGALS3	CLEC7A	0.994	string	3
LGALS3	TRIM16	0.993	string	3
LGALS3	FCGR2B	0.992	string	3
TRIM21	RO60	0.999	string	3
TRIM21	SSB	0.997	string	3
TRIM21	IRF3	0.985	string	3
TRIM21	UBE2N	0.976	string	3
TRIM21	UBC	0.97	string	3
PEMT	PISD	0.978	string	3
PEMT	CEPT1	0.976	string	3
PEMT	SELENOI	0.963	string	3
PEMT	PTDSS1	0.958	string	3
HRK	BCL2L1	0.999	string	3
HRK	BCL2	0.997	string	3
HRK	MCL1	0.985	string	3
HRK	BCL2L2	0.98	string	3
CTSV	CSTA	0.96	string	3
CTSV	BCL2	0.926	string	3
CTSV	BID	0.905	string	3
CTSV	BCL2L1	0.902	string	3
UBE2K	UBC	0.999	string	3
UBE2K	RPS27A	0.998	string	3
UBE2K	UBB	0.997	string	3
UBE2K	UBA1	0.995	string	3
UBE2K	UBA52	0.993	string	3
PDGFRB	PDGFA	0.999	string	3
PDGFRB	PTPN11	0.999	string	3
PDGFRB	PDGFB	0.999	string	3
PDGFRB	PIK3R1	0.999	string	3
PDGFRB	PDGFD	0.999	string	3
SNX1	VPS29	0.999	string	3
SNX1	SNX6	0.999	string	3
SNX1	SNX2	0.999	string	3
SNX1	VPS26A	0.999	string	3
SNX1	SNX5	0.999	string	3
SPAG9	ARF6	0.996	string	3
SPAG9	PIP4P1	0.976	string	3
AXIN1	BTRC	0.999	string	3
AXIN1	GSK3A	0.999	string	3
AXIN1	CTNNB1	0.999	string	3
AXIN1	DVL1	0.999	string	3
AXIN1	AXIN2	0.999	string	3
KIF18A	CENPE	0.985	string	3
KIF18A	KIFBP	0.979	string	3
KIF18A	KIF11	0.97	string	3
KIF18A	KIF2C	0.954	string	3
KIF18A	NUF2	0.946	string	3
UFD1	UBXN7	0.999	string	3
UFD1	VCP	0.999	string	3
UFD1	NPLOC4	0.999	string	3
UFD1	FAF2	0.999	string	3
UFD1	FAF1	0.999	string	3
EP300	RELA	0.999	string	3
EP300	STAT3	0.999	string	3
EP300	TP53	0.999	string	3
EP300	JUN	0.999	string	3
EP300	HIF1A	0.999	string	3
VPS26A	VPS29	0.999	string	3
VPS26A	SNX2	0.999	string	3
VPS26A	VPS35	0.999	string	3
VPS26A	SNX3	0.999	string	3
TNFRSF8	TNFSF8	0.999	string	3
TNFRSF8	FCGR3A	0.99	string	3
TNFRSF8	FCGR3B	0.986	string	3
TNFRSF8	TRAF5	0.969	string	3
TNFRSF8	TRAF3	0.955	string	3
CBL	MET	0.999	string	3
CBL	GRB2	0.999	string	3
CBL	RAPGEF1	0.999	string	3
CBL	SRC	0.999	string	3
CBL	ZAP70	0.999	string	3
RBBP5	DPY30	0.999	string	3
RBBP5	ASH2L	0.999	string	3
RBBP5	KMT2C	0.999	string	3
RBBP5	SETD1A	0.999	string	3
RBBP5	HCFC1	0.999	string	3
WNT5A	FZD2	0.999	string	3
WNT5A	RYK	0.999	string	3
WNT5A	FZD4	0.999	string	3
WNT5A	FZD5	0.999	string	3
WNT5A	FZD3	0.999	string	3
ZAP70	CD247	0.999	string	3
ZAP70	LAT	0.999	string	3
ZAP70	LCK	0.999	string	3
ZAP70	TYROBP	0.999	string	3
TCIRG1	ATP6V0D2	0.999	string	3
TCIRG1	ATP6V0C	0.998	string	3
TCIRG1	ATP6V0D1	0.998	string	3
TCIRG1	ATP6V1B1	0.998	string	3
TCIRG1	ATP6V0B	0.996	string	3
ERBB3	GRB2	0.999	string	3
ERBB3	NRG2	0.999	string	3
ERBB3	SHC1	0.999	string	3
ERBB3	EGF	0.999	string	3
ERBB3	ERBB4	0.999	string	3
TP53	SFN	0.999	string	3
TP53	HIF1A	0.999	string	3
TP53	HDAC1	0.999	string	3
TP53	HSP90AA1	0.999	string	3
SH3GL1	SYNJ1	0.969	string	3
SH3GL1	SH3GL2	0.936	string	3
SH3GL1	SH3GL3	0.931	string	3
SH3GL1	PDCD6IP	0.922	string	3
SH3GL1	SYNJ2	0.918	string	3
RAB5A	RAB5B	0.999	string	3
RAB5A	APPL1	0.999	string	3
RAB5A	RABEP1	0.999	string	3
RAB5A	EEA1	0.999	string	3
RAB5A	PIK3C3	0.999	string	3
UCN2	CRHR2	0.999	string	3
UCN2	UCN3	0.998	string	3
UCN2	CRHR1	0.997	string	3
UCN2	UCN	0.996	string	3
UCN2	CRH	0.995	string	3
LAMTOR1	RRAGD	0.999	string	3
LAMTOR1	LAMTOR5	0.999	string	3
LAMTOR1	SLC38A9	0.999	string	3
LAMTOR1	LAMTOR3	0.999	string	3
LAMTOR1	RRAGA	0.999	string	3
ATG3	GABARAPL2	0.999	string	3
ATG3	ATG5	0.999	string	3
ATG3	ATG12	0.999	string	3
ATG3	ATG16L1	0.999	string	3
ATG3	ATG7	0.999	string	3
WNT3A	LRP6	0.999	string	3
WNT3A	LRP5	0.999	string	3
WNT3A	FZD1	0.998	string	3
WNT3A	FZD2	0.997	string	3
WNT3A	WLS	0.994	string	3
APP	SORL1	0.999	string	3
APP	APBB1	0.999	string	3
APP	APOE	0.999	string	3
APP	BACE1	0.999	string	3
APP	PSEN1	0.999	string	3
WNT7A	LRP5	0.996	string	3
WNT7A	FZD7	0.995	string	3
WNT7A	FZD5	0.994	string	3
WNT7A	FZD4	0.993	string	3
WNT7A	WIF1	0.987	string	3
DKK2	LRP5	0.999	string	3
DKK2	LRP6	0.999	string	3
DKK2	KREMEN1	0.992	string	3
DKK2	DKK3	0.967	string	3
DKK2	WNT6	0.954	string	3
CD1A	B2M	0.999	string	3
CD1A	CD207	0.975	string	3
CD1A	CD1B	0.926	string	3
CD1A	CD68	0.906	string	3
CD1A	TRDV1	0.903	string	3
BAX	BCL2	0.999	string	3
BAX	BCL2L1	0.999	string	3
BAX	MCL1	0.999	string	3
BAX	BCL2L11	0.998	string	3
BAX	BID	0.998	string	3
WNT1	LRP6	0.999	string	3
WNT1	LRP5	0.999	string	3
WNT1	FZD1	0.997	string	3
WNT1	FZD8	0.995	string	3
WNT1	PORCN	0.989	string	3
DNALI1	DNAI2	0.983	string	3
DNALI1	DNAH5	0.977	string	3
DNALI1	DNAAF1	0.968	string	3
CYTH3	ARF6	0.998	string	3
CYTH3	ARF1	0.989	string	3
CYTH3	CYTIP	0.905	string	3
INPPL1	EPHA2	0.998	string	3
INPPL1	SHC1	0.995	string	3
INPPL1	PIK3R1	0.971	string	3
INPPL1	FCGR2B	0.97	string	3
INPPL1	CBL	0.965	string	3
DNAAF2	DNAI2	0.97	string	3
DNAAF2	DNAI1	0.958	string	3
DNAAF2	DNAAF1	0.939	string	3
DNAAF2	RSPH4A	0.933	string	3
DNAAF2	RSPH9	0.926	string	3
VPS35	SNX5	0.999	string	3
VPS35	SNX1	0.999	string	3
VPS35	SNX3	0.999	string	3
VPS35	VPS29	0.999	string	3
CLEC4D	CLEC4E	0.986	string	3
CLEC4D	CLEC6A	0.97	string	3
MS4A6E	MS4A4A	0.98	string	3
MS4A6E	MS4A4E	0.978	string	3
MS4A6E	MS4A10	0.93	string	3
MS4A6E	MS4A8	0.926	string	3
UBXN6	VCP	0.999	string	3
UBXN6	UBXN4	0.999	string	3
UBXN6	NSFL1C	0.999	string	3
UBXN6	FAF1	0.997	string	3
UBXN6	UBXN10	0.997	string	3
SOST	LRP5	0.999	string	3
SOST	LRP6	0.999	string	3
SOST	DKK1	0.957	string	3
SOST	TNFSF11	0.927	string	3
MBOAT2	AGPAT2	0.979	string	3
MBOAT2	AGPAT1	0.974	string	3
