level	trait	total_gwas_snps	trait_snps	eqtls_in_catalog	trait_eqtls	pval	adj_pval	sim_count	sim_pval
level0	Immunoglobulin A vasculitis	344506	60	2410	18	1.0595681072524971e-24	1.9983454502782094e-21	17	0.036
level0	HLA DR on myeloid Dendritic Cell	344506	5	2410	3	3.383459829968917e-06	0.0063812052393213	3	0.008
level0	HLA DR on plasmacytoid Dendritic Cell	344506	8	2410	3	1.8651380367702197e-05	0.0351765033734863	3	0.008
level0	Persistent hepatitis B virus infection	344506	8	2410	4	1.6352158407051258e-07	0.0003084017075569	11	0.024
level0	Alzheimer's disease or family history of Alzheimer's disease	344506	309	2410	49	7.948877635031373e-50	1.4991583219669171e-46	26	0.054
level0	Family history of Alzheimer's disease	344506	87	2410	19	4.67623223287602e-23	8.819373991204173e-20	8	0.018
level0	Sarcoidosis (non-Lofgren's syndrome without extrapulmonary manifestations)	344506	5	2410	3	3.383459829968917e-06	0.0063812052393213	0	0.002
level0	Giant cell arteritis	344506	8	2410	3	1.8651380367702197e-05	0.0351765033734863	9	0.02
level0	Experiencing mood swings	344506	69	2410	6	9.582315609561723e-06	0.0180722472396334	6	0.014
level0	Feeling worry	344506	71	2410	6	1.1312663375820031e-05	0.0213356831267965	14	0.03
level0	Irritable mood	344506	67	2410	8	2.564519646858636e-08	4.836684053975388e-05	7	0.016
level0	Response to hepatitis B vaccine	344506	21	2410	4	1.3001167931422087e-05	0.024520202718662	17	0.036
level0	Feeling guilty	344506	29	2410	7	1.108887130681491e-09	2.091361128465293e-06	7	0.016
level0	Waist-to-hip ratio adjusted for BMI	344506	3741	2410	59	1.6859585979617883e-08	3.1797179157559326e-05	91	0.184
level0	Childhood steroid-sensitive nephrotic syndrome	344506	29	2410	6	4.8206256542710285e-08	9.09169998395516e-05	11	0.024
level0	A body shape index	344506	1514	2410	35	1.866883039837714e-09	3.520941413133929e-06	78	0.158
level0	Waist-hip index	344506	2526	2410	50	1.5992911682929695e-10	3.016263143400541e-07	84	0.17
level0	Major depressive disorder or stress-related disorder	344506	242	2410	23	4.998793559035766e-19	9.427724652341454e-16	11	0.024
level0	Alpha-L-iduronidase levels (IDUA.3169.70.2)	344506	7	2410	4	8.221985066850057e-08	0.0001550666383607	10	0.022
level0	Non-lobar intracerebral hemorrhage (MTAG)	344506	42	2410	5	1.1444536498785075e-05	0.0215843958367086	10	0.022
level0	Depressed affect	344506	157	2410	12	1.601158003050189e-09	3.019783993752657e-06	5	0.012
level0	Worry	344506	147	2410	9	1.1457646327023738e-06	0.0021609120972766	19	0.04
level0	General factor of neuroticism	344506	308	2410	17	1.1668204371644468e-10	2.2006233444921466e-07	28	0.058
level0	Alzheimer's disease or peptic ulcer disease	344506	31	2410	7	1.845547056437662e-09	3.4807017484414303e-06	1	0.004
level0	Mitogen-activated protein kinase 3 levels	344506	4	2410	3	1.360510734729447e-06	0.0025659232456997	10	0.022
level0	Complement C4 levels	344506	43	2410	5	1.2875525577907668e-05	0.0242832412399338	10	0.022
level0	Cathepsin H levels (CTSH.8465.52.3)	344506	5	2410	3	3.383459829968917e-06	0.0063812052393213	2	0.006
level0	Complement C4 levels (C4A.C4B.4481.34.2)	344506	27	2410	5	1.184941009228238e-06	0.0022347987434044	5	0.012
level0	HLA class II histocompatibility antigen, DQ alpha 2 chain levels (HLA.DQA2.7757.5.3)	344506	5	2410	3	3.383459829968917e-06	0.0063812052393213	3	0.008
level0	Succinylcarnitine levels	344506	18	2410	6	2.0121602365418284e-09	3.794934206117888e-06	6	0.014
level0	Triacylglycerol (50:2) [NL-18:2] levels	344506	7	2410	3	1.1718433330778134e-05	0.0221009652618475	11	0.024
level0	Cathepsin H levels	344506	13	2410	8	7.073377028432296e-15	1.3340389075623311e-11	3	0.008
level0	Vaginal microbiome MetaCyc pathway (FUCCAT-PWY|fucose degradation)	344506	35	2410	6	1.5891682451942018e-07	0.0002997171310436	8	0.018
level0	Rheumatoid arthritis or irritable bowel disease	344506	86	2410	11	2.906995750723336e-11	5.482593985864212e-08	44	0.09
level0	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	344506	477	2410	14	9.681735923677704e-06	0.0182597539520561	1	0.004
level0	COVID-19 hospitalization or systemic lupus erythematosus (MTAG)	344506	17	2410	4	5.286829131588928e-06	0.0099709597421767	1	0.004
level0	Pediatric steroid sensitive nephrotic syndrome	344506	41	2410	6	4.247186118787229e-07	0.0008010193020032	10	0.022
level0	BMI at 1.5 -2.5 years old interval	344506	4	2410	3	1.360510734729447e-06	0.0025659232456997	6	0.014
level0	Posterolateral temporal area (unadjusted for global measures)	344506	33	2410	6	1.0974176641786397e-07	0.000206972971464	8	0.018
level0	Dorsomedial frontal area (unadjusted for global measures)	344506	54	2410	6	2.2574510290180885e-06	0.0042575526407281	6	0.014
level0	Parsopercularis area (unadjusted for global measures)	344506	46	2410	6	8.587424945530974e-07	0.0016195883447271	4	0.01
level0	Occipital area (unadjusted for global measures)	344506	45	2410	7	2.92406466944036e-08	5.51478596656452e-05	7	0.016
level0	Middle temporal thickness (unadjusted for global measures)	344506	23	2410	4	1.902217546108773e-05	0.0358758229196114	4	0.01
level0	Anteromedial temporal area (unadjusted for global measures)	344506	29	2410	5	1.7229191928696792e-06	0.0032494255977522	4	0.01
level0	Dorsolateral prefrontal area (unadjusted for global measures)	344506	48	2410	6	1.1116922410950994e-06	0.0020966515667053	4	0.01
level0	COVID-19 severity	344506	47	2410	7	4.003320330109597e-08	7.5502621425867e-05	9	0.02
level0	Motor premotor area (unadjusted for global measures)	344506	39	2410	5	7.881960673413503e-06	0.0148653778300578	4	0.01
level0	Inferior parietal area (unadjusted for global measures)	344506	45	2410	7	2.92406466944036e-08	5.51478596656452e-05	5	0.012
level0	Precuneus area (unadjusted for global measures)	344506	34	2410	5	3.921418094378803e-06	0.0073957945259984	6	0.014
level0	Superior parietal area (unadjusted for global measures)	344506	30	2410	6	5.98984293492075e-08	0.0001129684377526	6	0.014
level0	Allergen component sensitization (Ambrosia artemisiifolia 1)	344506	75	2410	69	1.4295075696253288e-141	2.69605127631337e-138	7	0.016
level0	Allergen component sensitization (Hevea brasiliensis 8)	344506	77	2410	27	1.7524561928635398e-38	3.3051323797406357e-35	12	0.026
level0	Breast cancer or hospitalized COVID-19 (pleiotropy)	344506	7	2410	3	1.1718433330778134e-05	0.0221009652618475	5	0.012
level0	Breast cancer or critical COVID-19 (pleiotropy)	344506	6	2410	3	6.731484687597394e-06	0.0126955801208086	8	0.018
level0	Ovarian cancer or hospitalized COVID-19 (pleiotropy)	344506	6	2410	4	3.543496913497753e-08	6.683035178856762e-05	5	0.012
level0	Ovarian cancer or critical COVID-19 (pleiotropy)	344506	4	2410	3	1.360510734729447e-06	0.0025659232456997	8	0.018
level0	Major depressive disorder or hospitalized COVID-19 (pleiotropy)	344506	6	2410	3	6.731484687597394e-06	0.0126955801208086	1	0.004
level0	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	2410	63	6.856943211134796e-38	1.2932194896200223e-34	98	0.198
level0	Seropositivity for human adenovirus 12 peptide (twist_55551)	344506	4	2410	3	1.360510734729447e-06	0.0025659232456997	8	0.018
level0	Seropositivity for gallus gallus ovomucoid precursor gallus peptide (twist_28164)	344506	7	2410	4	8.221985066850057e-08	0.0001550666383607	10	0.022
level0	Seropositivity for root peptide (agilent_184788)	344506	3	2410	3	3.419193953031698e-07	0.0006448599795417	9	0.02
level0	Seropositivity for struthio camelus (ostrich) peptide (twist_5109)	344506	8	2410	3	1.8651380367702197e-05	0.0351765033734863	13	0.028
level0	Seropositivity for staphylococcus aureus subsp. aureus MRSA252 peptide (agilent_80555)	344506	4	2410	3	1.360510734729447e-06	0.0025659232456997	6	0.014
level0	Seropositivity for escherichia coli O157:H7 str. sakai peptide (agilent_90858)	344506	4	2410	4	2.388948672289492e-09	4.505557195937983e-06	1	0.004
level0	Seropositivity for streptococcus pneumoniae peptide (twist_48171)	344506	3	2410	3	3.419193953031698e-07	0.0006448599795417	8	0.018
level0	Seropositivity for shigella flexneri 2a str. 301 peptide (agilent_182601)	344506	5	2410	3	3.383459829968917e-06	0.0063812052393213	1	0.004
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_46937)	344506	4	2410	3	1.360510734729447e-06	0.0025659232456997	10	0.022
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (agilent_212)	344506	3	2410	3	3.419193953031698e-07	0.0006448599795417	4	0.01
level0	Seropositivity for human gammaherpesvirus 4 (Epstein-Barr virus) peptide (twist_46426)	344506	3	2410	3	3.419193953031698e-07	0.0006448599795417	4	0.01
level0	Seropositivity for gallus peptide (twist_24274)	344506	7	2410	3	1.1718433330778134e-05	0.0221009652618475	10	0.022
level0	Seropositivity for lactobacillus phage LFEINF peptide (twist_88894)	344506	18	2410	5	1.325201443459082e-07	0.0002499329922363	22	0.046
level0	Seropositivity for lactobacillus phage LFEINF peptide (twist_64023)	344506	18	2410	4	6.759488841258109e-06	0.0127483959546127	20	0.042
level0	Seropositivity for staphylococcus aureus peptide (twist_38683)	344506	5	2410	3	3.383459829968917e-06	0.0063812052393213	8	0.018
level0	Seropositivity for staphylococcus aureus peptide (twist_39975)	344506	9	2410	4	2.9269584941832135e-07	0.0005520243720029	9	0.02
level0	Seropositivity for staphylococcus aureus subsp. aureus MW2 peptide (agilent_237201)	344506	6	2410	3	6.731484687597394e-06	0.0126955801208086	10	0.022
level0	Seropositivity for staphylococcus aureus peptide (agilent_241121)	344506	4	2410	3	1.360510734729447e-06	0.0025659232456997	11	0.024
level1	General cognitive ability	344506	1258	1117	15	2.258943540367663e-05	0.0206919228297677	26	0.054
level1	White matter microstructure (mean diusivities)	344506	198	1117	11	7.914517078826466e-11	7.249697644205042e-08	18	0.038
level1	White matter microstructure (radial diusivities)	344506	250	1117	9	1.7368468243495925e-07	0.0001590951691104	31	0.064
level1	White matter microstructure (axial diusivities)	344506	160	1117	10	1.8097108870079435e-10	1.657695172499276e-07	10	0.022
level1	Cortical thickness	344506	632	1117	10	5.2848563379665286e-05	0.0484092840557734	2	0.006
level1	White matter microstructure (fractional anisotropy)	344506	240	1117	8	1.490629255876653e-06	0.001365416398383	40	0.082
level1	Neuroticism	344506	1057	1117	24	2.863352215122112e-13	2.6228306290518537e-10	60	0.122
level1	Parkinson's disease	344506	374	1117	18	9.843743210341372e-16	9.016868780672696e-13	23	0.048
level1	HDL cholesterol levels x long total sleep time interaction (1df test)	344506	3	1117	2	3.144185910561144e-05	0.02880074294074	57	0.116
level1	Cortical surface area (global PC1)	344506	15	1117	6	5.596320248581606e-12	5.126229347700751e-09	8	0.018
level1	Meningococcal C functional antibody titers post childhood immunization	344506	6	1117	4	1.6403682150559943e-09	1.502577284991291e-06	17	0.036
level1	IDP dMRI TBSS L2 Superior fronto-occipital fasciculus L	344506	2	1117	2	1.0503282541828071e-05	0.0096210068083145	7	0.016
level1	IDP dMRI ProbtrackX MD atr l	344506	3	1117	2	3.144185910561144e-05	0.02880074294074	4	0.01
level1	IDP dMRI TBSS L3 Anterior limb of internal capsule R	344506	3	1117	2	3.144185910561144e-05	0.02880074294074	4	0.01
level1	IDP dMRI TBSS ICVF Superior fronto-occipital fasciculus R	344506	3	1117	2	3.144185910561144e-05	0.02880074294074	4	0.01
level1	IDP dMRI ProbtrackX L1 ptr l	344506	2	1117	2	1.0503282541828071e-05	0.0096210068083145	7	0.016
level1	IDP dMRI ProbtrackX L1 str r	344506	3	1117	2	3.144185910561144e-05	0.02880074294074	4	0.01
level1	aseg global volume BrainSegNotVentSurf	344506	3	1117	2	3.144185910561144e-05	0.02880074294074	4	0.01
level1	aseg global volume SupraTentorialNotVent	344506	2	1117	2	1.0503282541828071e-05	0.0096210068083145	7	0.016
level1	Reaction time	344506	539	1117	13	3.849989894794046e-08	3.5265907436313464e-05	8	0.018
level1	Experiencing mood swings	344506	69	1117	6	1.1546440701047069e-07	0.0001057653968215	8	0.018
level1	Feeling hurt	344506	46	1117	4	1.6094446423281072e-05	0.0147425129237254	5	0.012
level1	Feeling worry	344506	71	1117	5	3.872520726661143e-06	0.0035472289856216	13	0.028
level1	Blood urea nitrogen levels	344506	749	1117	12	8.636712170739593e-06	0.0079112283483974	2	0.006
level1	Irritable mood	344506	67	1117	6	9.665367667749021e-08	8.853476783658104e-05	11	0.024
level1	Feeling guilty	344506	29	1117	5	3.953691462832201e-08	3.621581379954296e-05	12	0.026
level1	Feeling fed-up	344506	60	1117	4	4.639139460292947e-05	0.0424945174562833	1	0.004
level1	Depressed affect	344506	157	1117	8	5.9425281173622535e-08	5.443355755503824e-05	8	0.018
level1	Worry	344506	147	1117	7	6.346176965822797e-07	0.0005813098100693	25	0.052
level1	General factor of neuroticism	344506	308	1117	12	6.491318264116672e-10	5.946047529930872e-07	34	0.07
level1	Alzheimer's disease (age of onset) in APOE e4 non-carriers	344506	9	1117	3	2.8142339471607504e-06	0.0025778382955992	8	0.018
level1	GM3 ganglioside (d18:1/24:0) levels	344506	4	1117	3	1.356472812473018e-07	0.0001242529096225	5	0.012
level1	Low affinity immunoglobulin gamma Fc region receptor II-b levels (FCGR2B.3310.62.1)	344506	8	1117	3	1.880713487130578e-06	0.0017227335542116	6	0.014
level1	Phosphatidylinositol(34:2)_[M-H]1- levels	344506	91	1117	20	7.321582788165985e-31	6.706569833960043e-28	41	0.084
level1	Phosphatidylinositol(34:1)_[M-H]1- levels	344506	19	1117	6	3.0003673626926985e-11	2.748336504226512e-08	27	0.056
level1	Phosphatidylinositol(35:2)_[M-H]1- levels	344506	19	1117	6	3.0003673626926985e-11	2.748336504226512e-08	27	0.056
level1	Phosphatidylinositol(36:2)_[M-H]1- levels	344506	369	1117	20	2.569022859571797e-18	2.3532249393677665e-15	44	0.09
level1	Phosphatidylinositol(40:5)_[M-H]1- levels	344506	19	1117	6	3.0003673626926985e-11	2.748336504226512e-08	27	0.056
level1	Phosphatidylinositol(40:6)_[M-H]1- levels	344506	67	1117	11	4.318357915793162e-16	3.955615850866537e-13	32	0.066
level1	Schizophrenia or ER positive breast cancer (pleiotropy)	344506	17	1117	3	2.234427765383426e-05	0.0204673583309121	5	0.012
level1	Low affinity immunoglobulin gamma Fc region receptor II-b levels	344506	57	1117	4	3.7870662279017273e-05	0.0346895266475798	6	0.014
level1	Killer cell immunoglobulin-like receptor 2DL5A levels (KIR2DL5A.8000.17.3)	344506	13	1117	3	9.489292565670416e-06	0.0086921919901541	24	0.05
level1	5-oxoproline levels	344506	10	1117	3	4.010593326911582e-06	0.003673703487451	24	0.05
level1	Posterolateral temporal area (unadjusted for global measures)	344506	33	1117	5	7.81707653664416e-08	7.16044210756605e-05	8	0.018
level1	Dorsomedial frontal area (unadjusted for global measures)	344506	54	1117	6	2.5927704839931536e-08	2.3749777633377287e-05	8	0.018
level1	Parsopercularis area (unadjusted for global measures)	344506	46	1117	6	9.613319263262552e-09	8.805800445148497e-06	8	0.018
level1	Occipital area (unadjusted for global measures)	344506	45	1117	8	2.30946147154974e-12	2.1154667079395613e-09	8	0.018
level1	Orbitofrontal area (unadjusted for global measures)	344506	41	1117	5	2.415779469665443e-07	0.0002212853994213	8	0.018
level1	Anteromedial temporal area (unadjusted for global measures)	344506	29	1117	6	5.109690285146553e-10	4.680476301194244e-07	8	0.018
level1	Dorsolateral prefrontal area (unadjusted for global measures)	344506	48	1117	7	2.424715677947335e-10	2.221039560999759e-07	8	0.018
level1	COVID-19 severity	344506	47	1117	6	1.0989751976525425e-08	1.0066612810497288e-05	10	0.022
level1	Motor premotor area (unadjusted for global measures)	344506	39	1117	4	8.259857805508276e-06	0.0075660297498455	6	0.014
level1	Inferior parietal area (unadjusted for global measures)	344506	45	1117	7	1.5071088938612512e-10	1.3805117467769062e-07	8	0.018
level1	Superior temporal area (unadjusted for global measures)	344506	39	1117	5	1.8660249553436504e-07	0.0001709278859094	8	0.018
level1	Precuneus area (unadjusted for global measures)	344506	34	1117	6	1.426827645819665e-09	1.3069741235708132e-06	8	0.018
level1	Superior parietal area (unadjusted for global measures)	344506	30	1117	7	7.053220196497278e-12	6.460749699991507e-09	8	0.018
level1	Medial temporal thickness (unadjusted for global measures)	344506	15	1117	3	1.5023587904090785e-05	0.0137616065201471	4	0.01
level1	Inferior parietal thickness (unadjusted for global measures)	344506	21	1117	3	4.328140697910321e-05	0.0396457687928585	5	0.012
level1	Ventromedial occipital thickness (unadjusted for global measures)	344506	32	1117	4	3.676991102859734e-06	0.0033681238502195	7	0.016
level1	Ventral frontal thickness (unadjusted for global measures)	344506	29	1117	4	2.447469313612067e-06	0.0022418818912686	7	0.016
level1	Corpus callosum fractional anisotropy (body)	344506	21	1117	3	4.328140697910321e-05	0.0396457687928585	1	0.004
level1	Breast cancer or hospitalized COVID-19 (pleiotropy)	344506	7	1117	3	1.1783017580214677e-06	0.0010793244103476	8	0.018
level1	Breast cancer or critical COVID-19 (pleiotropy)	344506	6	1117	3	6.749514191765783e-07	0.0006182554999657	8	0.018
level1	Ovarian cancer or hospitalized COVID-19 (pleiotropy)	344506	6	1117	3	6.749514191765783e-07	0.0006182554999657	8	0.018
level1	Ovarian cancer or critical COVID-19 (pleiotropy)	344506	4	1117	3	1.356472812473018e-07	0.0001242529096225	8	0.018
level2	Type 2 diabetes	344506	2837	2666	45	8.837651033104983e-06	0.0147500395742522	20	0.042
level2	Eosinophil counts	344506	2100	2666	41	1.4451216574163034e-07	0.0002411908046227	192	0.385
level2	Platelet count	344506	3349	2666	59	1.21349274421525e-08	2.025319390095252e-05	74	0.15
level2	Ulcerative colitis	344506	307	2666	14	1.828839571907648e-07	0.0003052333245513	87	0.176
level2	Takayasu arteritis	344506	144	2666	12	1.8226544534366561e-09	3.0420102827857794e-06	106	0.214
level2	Monocyte count	344506	1767	2666	33	5.623778586952505e-06	0.0093860864616237	160	0.321
level2	Neutrophil count	344506	1560	2666	30	8.438145992881256e-06	0.0140832656621188	211	0.423
level2	MHC class I polypeptide-related sequence A levels	344506	79	2666	15	6.975634975070126e-17	1.164233477339204e-13	126	0.253
level2	Shingles	344506	86	2666	7	5.199595303160471e-06	0.0086781245609748	24	0.05
level2	Meningococcal C functional antibody titers post childhood immunization	344506	6	2666	5	1.6483376543589938e-10	2.751075545125161e-07	70	0.142
level2	Aspartate aminotransferase platelet ratio index in high alcohol intake	344506	46	2666	5	2.91140209219077e-05	0.0485913009186639	11	0.024
level2	Fibrosis-4 index in high alcohol intake	344506	43	2666	5	2.0842007235996366e-05	0.0347853100768779	9	0.02
level2	Forns index in high alcohol intake	344506	46	2666	5	2.91140209219077e-05	0.0485913009186639	8	0.018
level2	APP/SPARC protein level ratio	344506	6	2666	3	9.09834706642121e-06	0.0151851412538569	0	0.002
level2	Serum levels of protein CTSB	344506	4	2666	3	1.8409408736098328e-06	0.0030725303180548	12	0.026
level2	Sarcoidosis (Lofgren's syndrome vs non-Lofgren's syndrome)	344506	25	2666	5	1.291359663310493e-06	0.0021552792780652	55	0.112
level2	Waist-to-hip ratio adjusted for BMI	344506	3741	2666	64	8.875689982426209e-09	1.4813526580669342e-05	231	0.463
level2	Hip circumference adjusted for BMI	344506	3359	2666	72	4.70496020728696e-14	7.852578585961937e-11	204	0.409
level2	Platelet-to-lymphocyte ratio	344506	312	2666	12	7.69256596872767e-06	0.0128388926018064	12	0.026
level2	Waist-hip index	344506	2526	2666	55	2.458945770019993e-11	4.103980490163368e-08	239	0.479
level2	Acid sphingomyelinase-like phosphodiesterase 3a levels (SMPDL3A.14086.11.3)	344506	6	2666	3	9.09834706642121e-06	0.0151851412538569	25	0.052
level2	Alpha-L-iduronidase levels (IDUA.3169.70.2)	344506	7	2666	3	1.582990639059282e-05	0.0264201137658994	24	0.05
level2	Cathepsin B levels	344506	43	2666	6	1.0190502340279538e-06	0.0017007948405926	13	0.028
level2	Cathepsin Z levels	344506	50	2666	6	2.536224065473854e-06	0.0042329579652758	27	0.056
level2	Lysosomal protective protein levels	344506	8	2666	3	2.5181239874118397e-05	0.0420274893499036	22	0.046
level2	Galectin-2 levels	344506	5	2666	4	1.7781162575479062e-08	2.967676033847455e-05	55	0.112
level2	Luteinizing hormone levels	344506	3	2666	3	4.629189831887452e-07	0.000772611782942	69	0.14
level2	Alpha-L-iduronidase levels	344506	60	2666	6	7.480448482534369e-06	0.0124848685173498	20	0.042
level2	Signal-regulatory protein beta-1 levels (SIRPB1.6247.9.3)	344506	5	2666	3	4.575680443270919e-06	0.0076368106598191	30	0.062
level2	Killer cell immunoglobulin-like receptor 2DL5A levels (KIR2DL5A.8000.17.3)	344506	13	2666	4	2.419787541353806e-06	0.0040386254065195	41	0.084
level2	Killer cell immunoglobulin-like receptor 2DS2 levels (KIR2DS2.10428.1.3)	344506	6	2666	6	2.1357668426827642e-13	3.5645948604375326e-10	139	0.279
level2	Human Chorionic Gonadotropin levels (CGA.CGB.4914.10.1)	344506	3	2666	3	4.629189831887452e-07	0.000772611782942	69	0.14
level2	Ulcerative colitis x sex interaction (2df)	344506	14	2666	4	3.3668095311388177e-06	0.0056192051074706	23	0.048
level2	Hypothyroidism or rheumatoid arthritis (pleiotropy)	344506	1035	2666	326	0.0	0.0	216	0.433
level2	Seropositivity for streptococcus agalactiae peptide (agilent_234887)	344506	20	2666	7	1.1706447191208743e-10	1.9538060362127398e-07	99	0.2
level2	Seropositivity for streptococcus agalactiae peptide (agilent_241118)	344506	49	2666	7	1.0663694429588953e-07	0.0001779770600298	54	0.11
level2	Seropositivity for streptococcus pyogenes peptide (agilent_220658)	344506	50	2666	7	1.231628172115434e-07	0.000205558741926	68	0.138
level2	Seropositivity for streptococcus pneumoniae peptide (agilent_229757)	344506	18	2666	4	1.004074713124838e-05	0.0167580069620535	71	0.144
level2	Seropositivity for streptococcus pyogenes peptide (agilent_241884)	344506	49	2666	6	2.2466567134989787e-06	0.0037496700548297	54	0.11
level2	Seropositivity for staphylococcus aureus peptide (agilent_222381)	344506	47	2666	6	1.7480395214002465e-06	0.002917477961217	61	0.124
level3	Blood protein levels	344506	1150	4430	36	1.7130028899527784e-06	0.0049437263404037	115	0.232
level3	Mean corpuscular hemoglobin	344506	2366	4430	67	4.610313958273849e-09	1.3305366083578328e-05	219	0.439
level3	Crohn's disease	344506	477	4430	38	1.2858725978573344e-18	3.711028317416267e-15	230	0.461
level3	Mean corpuscular volume	344506	2227	4430	65	2.480668104474261e-09	7.159208149512717e-06	201	0.403
level3	Creatine kinase levels in statin users	344506	4	4430	3	8.417526243175588e-06	0.0242929807378047	2	0.006
level3	Hypertriglyceridemia	344506	43	4430	13	6.598213615981914e-15	1.9042444495723805e-11	65	0.132
level3	Inflammatory bowel disease	344506	665	4430	32	4.1156243332718635e-10	1.18776918258226e-06	247	0.495
level3	Ulcerative colitis	344506	307	4430	19	2.8718701430953196e-08	8.288217232973091e-05	220	0.441
level3	Triglycerides	344506	869	4430	31	6.213480788036689e-07	0.0017932105554273	75	0.152
level3	HDL cholesterol	344506	712	4430	34	1.4573833500750783e-10	4.206008348316676e-07	41	0.084
level3	Takayasu arteritis	344506	144	4430	20	4.858745677372947e-15	1.4022340024898324e-11	212	0.425
level3	Neutrophil count	344506	1560	4430	42	1.03057464140602e-05	0.0297423841509777	388	0.776
level3	Idiopathic membranous nephropathy	344506	21	4430	5	6.01180938244264e-06	0.0173500818777294	199	0.399
level3	HIV-1 control	344506	46	4430	8	1.2548805376708733e-07	0.0003621585231718	62	0.126
level3	Metabolic syndrome	344506	182	4430	19	4.243527026093649e-12	1.2246818997306272e-08	66	0.134
level3	Drug-induced Stevens-Johnson syndrome or toxic epidermal necrolysis (SJS/TEN)	344506	10	4430	4	5.389825623636041e-06	0.0155550367498136	49	0.1
level3	Low HDL-cholesterol levels	344506	24	4430	8	4.548375531858968e-10	1.3126611784944982e-06	65	0.132
level3	Triglyceride levels	344506	2758	4430	71	6.750704899996903e-08	0.0001948253434139	65	0.132
level3	High density lipoprotein cholesterol levels	344506	2142	4430	89	3.6683613495604326e-21	1.0586890854831408e-17	112	0.226
level3	Serum metabolite levels (CMS)	344506	132	4430	10	9.208597993629548e-06	0.0265760138096148	58	0.118
level3	MHC class I polypeptide-related sequence A levels	344506	79	4430	21	6.849974629533502e-22	1.9769026780833693e-18	196	0.393
level3	Hip circumference adjusted for BMI	344506	3359	4430	158	9.445653538091018e-43	2.7260156110930678e-39	334	0.669
